"site","countUndamagedFruitNumberPerPlant","countDamagedFruitNumberPerPlant","permanentPlot","year"
"BR",4,0,0,2016
"BR",2,18,0,2016
"BR",18,2,0,2016
"BR",12,1,0,2016
"BR",12,0,0,2016
"BR",23,3,0,2016
"BR",18,0,0,2016
"BR",27,0,0,2016
"BR",60,1,0,2016
"BR",17,1,0,2016
"BR",15,0,0,2016
"BR",11,0,0,2016
"BR",20,3,0,2016
"BR",54,4,0,2016
"BR",7,0,0,2016
"BR",55,2,0,2016
"BR",33,4,0,2016
"BR",11,0,0,2016
"BR",46,2,0,2016
"BR",11,1,0,2016
"BR",25,1,0,2016
"BR",27,1,0,2016
"BR",30,0,0,2016
"BR",21,1,0,2016
"BR",21,0,0,2016
"BR",37,0,0,2016
"BR",5,5,0,2016
"BR",9,0,0,2016
"BR",30,0,0,2016
"BR",8,1,0,2016
"BR",33,0,0,2016
"BR",5,1,0,2016
"BR",15,7,0,2016
"BR",11,0,0,2016
"BR",6,0,0,2016
"BR",8,0,0,2016
"BR",3,2,0,2016
"BR",4,0,0,2016
"BR",1,0,0,2016
"BR",4,0,0,2016
"BR",4,1,0,2016
"BR",1,0,0,2016
"BR",21,1,0,2016
"BR",13,0,0,2016
"BR",29,0,0,2016
"BR",15,0,0,2016
"BR",7,0,0,2016
"BR",5,0,0,2016
"BR",3,0,0,2016
"BR",9,2,0,2016
"BR",1,1,0,2016
"BR",9,0,0,2016
"BR",3,0,0,2016
"BR",2,0,0,2016
"BR",4,0,0,2016
"BR",1,3,0,2016
"BR",14,1,0,2016
"BR",30,1,0,2016
"BR",2,0,0,2016
"BR",6,0,0,2016
"CF",3,5,1,2016
"CF",9,2,1,2016
"CF",4,3,1,2016
"CF",9,2,1,2016
"CF",8,0,1,2016
"CF",1,5,1,2016
"CF",2,15,0,2016
"CF",0,9,0,2016
"CF",2,16,0,2016
"CF",3,7,0,2016
"CF",5,10,0,2016
"CF",1,4,0,2016
"CF",2,5,0,2016
"CF",0,4,0,2016
"CF",6,4,0,2016
"CF",5,8,0,2016
"CF",9,4,0,2016
"CF",4,4,0,2016
"CF",5,10,0,2016
"CF",0,30,0,2016
"CF",13,21,0,2016
"CF",0,5,0,2016
"CF",2,8,0,2016
"CF",3,4,0,2016
"CF",12,54,0,2016
"CF",4,42,0,2016
"CF",1,6,0,2016
"CF",5,27,0,2016
"CF",72,8,0,2016
"CF",15,4,0,2016
"CF",0,3,0,2016
"CF",4,0,0,2016
"CF",0,2,0,2016
"CF",5,11,0,2016
"CF",37,6,0,2016
"CF",4,5,0,2016
"CF",34,13,0,2016
"CF",8,7,0,2016
"CF",2,0,0,2016
"CF",51,2,0,2016
"CF",20,0,0,2016
"CF",17,3,0,2016
"CF",20,3,0,2016
"CF",8,11,0,2016
"CF",1,0,0,2016
"CF",22,5,0,2016
"CF",16,11,0,2016
"CF",3,0,0,2016
"CF",20,4,0,2016
"CF",8,2,0,2016
"CF",2,0,0,2016
"CF",3,21,0,2016
"CF",0,1,0,2016
"CF",3,0,0,2016
"CF",2,0,0,2016
"CF",16,1,0,2016
"CF",1,0,0,2016
"CF",0,5,0,2016
"CF",0,2,0,2016
"CF",4,0,0,2016
"CF",6,3,0,2016
"CF",11,2,0,2016
"CF",18,10,0,2016
"CF",2,4,0,2016
"CF",4,2,0,2016
"CF",2,5,0,2016
"CF",4,4,0,2016
"CF",3,1,0,2016
"CF",3,0,0,2016
"CF",17,0,0,2016
"CF",6,2,0,2016
"CF",3,6,0,2016
"CF",1,0,0,2016
"CF",0,1,0,2016
"CF",4,7,0,2016
"CF",1,2,0,2016
"CF",0,2,0,2016
"CF",10,6,0,2016
"CF",3,2,0,2016
"CF",5,7,0,2016
"CF",27,8,0,2016
"CF",2,21,0,2016
"CF",0,5,0,2016
"CF",7,1,0,2016
"CF",42,18,0,2016
"CF",1,16,0,2016
"CF",12,8,0,2016
"CF",40,22,0,2016
"CF",7,6,0,2016
"CF",5,7,0,2016
"CF",31,10,0,2016
"CF",7,5,0,2016
"CF",9,8,0,2016
"CF",15,7,0,2016
"CF",10,3,0,2016
"CF",14,5,0,2016
"CP3",3,2,0,2016
"CP3",2,2,0,2016
"CP3",2,1,0,2016
"CP3",4,1,0,2016
"CP3",2,0,0,2016
"CP3",6,0,0,2016
"CP3",10,1,0,2016
"CP3",4,0,0,2016
"CP3",12,0,0,2016
"CP3",6,2,0,2016
"CP3",4,0,0,2016
"CP3",12,1,0,2016
"CP3",2,1,0,2016
"CP3",2,0,0,2016
"CP3",21,9,0,2016
"CP3",14,0,0,2016
"CP3",12,0,0,2016
"CP3",10,0,0,2016
"CP3",28,0,0,2016
"CP3",5,0,0,2016
"CP3",31,0,0,2016
"CP3",14,0,0,2016
"CP3",6,24,0,2016
"CP3",8,0,0,2016
"CP3",11,2,0,2016
"CP3",25,1,0,2016
"CP3",8,0,0,2016
"CP3",43,2,0,2016
"CP3",19,0,0,2016
"CP3",4,0,0,2016
"CP3",12,0,0,2016
"CP3",11,1,0,2016
"CP3",17,0,0,2016
"CP3",18,0,0,2016
"CP3",7,2,0,2016
"CP3",4,0,0,2016
"CP3",5,0,0,2016
"CP3",3,0,0,2016
"CP3",7,0,0,2016
"CP3",25,1,0,2016
"CP3",7,0,0,2016
"CP3",10,0,0,2016
"CP3",17,0,0,2016
"CP3",16,0,0,2016
"CP3",12,2,0,2016
"CP3",29,0,0,2016
"CP3",9,0,0,2016
"CP3",9,0,0,2016
"CP3",11,0,0,2016
"CP3",8,0,0,2016
"CP3",5,2,0,2016
"CP3",5,0,0,2016
"CP3",6,0,0,2016
"CP3",7,0,0,2016
"CP3",5,0,0,2016
"CP3",135,0,0,2016
"CP3",4,0,0,2016
"CP3",6,0,0,2016
"CP3",12,0,0,2016
"CP3",6,0,0,2016
"CP3",10,0,0,2016
"CP3",6,0,0,2016
"CP3",7,0,0,2016
"CP3",2,0,0,2016
"CP3",2,0,0,2016
"CP3",8,0,0,2016
"CP3",11,0,0,2016
"CP3",5,0,0,2016
"CP3",8,0,0,2016
"DEM",5,0,1,2016
"DEM",9,1,1,2016
"DEM",80,5,1,2016
"DEM",14,1,1,2016
"DEM",79,7,1,2016
"DEM",18,6,0,2016
"DEM",16,12,0,2016
"DEM",18,27,0,2016
"DEM",119,52,0,2016
"DEM",21,12,0,2016
"DEM",18,23,0,2016
"DEM",65,8,0,2016
"DEM",90,28,0,2016
"DEM",16,5,0,2016
"DEM",20,21,0,2016
"DEM",67,12,0,2016
"DEM",2,0,0,2016
"DEM",8,16,0,2016
"DEM",12,27,0,2016
"DEM",50,39,0,2016
"DEM",38,13,0,2016
"DEM",6,51,0,2016
"DEM",56,44,0,2016
"DEM",3,9,0,2016
"DEM",5,1,0,2016
"DEM",25,48,0,2016
"DEM",25,9,0,2016
"DEM",44,75,0,2016
"DEM",12,5,0,2016
"DEM",54,19,0,2016
"DEM",14,3,0,2016
"DEM",6,0,0,2016
"DEM",13,0,0,2016
"DEM",28,2,0,2016
"DEM",8,5,0,2016
"DEM",3,5,0,2016
"DEM",8,11,0,2016
"DEM",19,6,0,2016
"DEM",45,22,0,2016
"DEM",6,4,0,2016
"DEM",9,0,0,2016
"DEM",35,22,0,2016
"DEM",35,6,0,2016
"DEM",5,14,0,2016
"DEM",23,5,0,2016
"DEM",37,16,0,2016
"DEM",11,3,0,2016
"DEM",12,4,0,2016
"DEM",14,1,0,2016
"DEM",8,8,0,2016
"DEM",19,0,0,2016
"DEM",18,21,0,2016
"DEM",21,39,0,2016
"DEM",6,20,0,2016
"DEM",11,16,0,2016
"DEM",88,15,0,2016
"DEM",19,6,0,2016
"DEM",5,2,0,2016
"DEM",14,3,0,2016
"DEM",12,4,0,2016
"DEM",23,0,0,2016
"DEM",58,10,0,2016
"DEM",11,16,0,2016
"DEM",67,7,0,2016
"DEM",28,7,0,2016
"DEM",90,11,0,2016
"DEM",36,44,0,2016
"DLW",2,10,1,2016
"DLW",7,5,1,2016
"DLW",1,2,1,2016
"DLW",0,2,1,2016
"DLW",9,8,0,2016
"DLW",5,3,0,2016
"DLW",32,13,0,2016
"DLW",26,5,0,2016
"DLW",20,9,0,2016
"DLW",11,0,0,2016
"DLW",4,11,0,2016
"DLW",29,1,0,2016
"DLW",20,5,0,2016
"DLW",4,4,0,2016
"DLW",14,3,0,2016
"DLW",22,2,0,2016
"DLW",2,8,0,2016
"DLW",25,0,0,2016
"DLW",10,1,0,2016
"DLW",26,7,0,2016
"DLW",16,6,0,2016
"DLW",21,13,0,2016
"DLW",26,2,0,2016
"DLW",75,28,0,2016
"DLW",17,0,0,2016
"DLW",18,0,0,2016
"DLW",12,15,0,2016
"DLW",34,13,0,2016
"DLW",9,9,0,2016
"DLW",33,15,0,2016
"DLW",11,0,0,2016
"DLW",6,0,0,2016
"DLW",63,8,0,2016
"DLW",6,0,0,2016
"DLW",0,3,0,2016
"DLW",6,1,0,2016
"DLW",29,2,0,2016
"DLW",6,0,0,2016
"DLW",2,2,0,2016
"DLW",11,0,0,2016
"DLW",19,15,0,2016
"DLW",3,0,0,2016
"DLW",5,2,0,2016
"DLW",0,1,0,2016
"DLW",24,3,0,2016
"DLW",47,13,0,2016
"DLW",9,1,0,2016
"DLW",8,4,0,2016
"DLW",3,2,0,2016
"DLW",39,6,0,2016
"DLW",33,4,0,2016
"DLW",28,43,0,2016
"DLW",4,13,0,2016
"DLW",11,5,0,2016
"DLW",29,4,0,2016
"DLW",39,23,0,2016
"DLW",181,40,0,2016
"DLW",10,41,0,2016
"DLW",10,2,0,2016
"DLW",282,10,0,2016
"EC",1,0,1,2016
"EC",5,0,1,2016
"EC",0,3,0,2016
"EC",0,1,0,2016
"EC",1,1,0,2016
"EC",0,2,0,2016
"EC",0,1,0,2016
"EC",0,1,0,2016
"EC",0,1,0,2016
"EC",5,4,0,2016
"EC",4,6,0,2016
"EC",1,2,0,2016
"EC",6,1,0,2016
"EC",0,2,0,2016
"EC",4,3,0,2016
"EC",2,0,0,2016
"EC",3,2,0,2016
"EC",4,5,0,2016
"EC",7,0,0,2016
"EC",0,2,0,2016
"EC",4,2,0,2016
"EC",5,11,0,2016
"EC",3,0,0,2016
"EC",0,1,0,2016
"EC",0,1,0,2016
"EC",8,4,0,2016
"EC",3,2,0,2016
"EC",0,2,0,2016
"EC",0,2,0,2016
"EC",3,1,0,2016
"EC",0,1,0,2016
"EC",0,1,0,2016
"EC",1,0,0,2016
"EC",2,0,0,2016
"EC",2,0,0,2016
"EC",2,1,0,2016
"EC",0,2,0,2016
"EC",0,1,0,2016
"EC",6,3,0,2016
"EC",2,0,0,2016
"EC",12,3,0,2016
"EC",5,1,0,2016
"EC",7,0,0,2016
"EC",4,3,0,2016
"EC",11,6,0,2016
"EC",9,2,0,2016
"EC",36,0,0,2016
"EC",12,0,0,2016
"EC",17,4,0,2016
"EC",9,0,0,2016
"EC",0,1,0,2016
"EC",9,4,0,2016
"EC",0,2,0,2016
"EC",20,1,0,2016
"EC",6,5,0,2016
"EC",0,2,0,2016
"EC",15,0,0,2016
"EC",12,0,0,2016
"EC",16,0,0,2016
"EC",4,0,0,2016
"EC",3,2,0,2016
"EC",1,3,0,2016
"EC",1,0,0,2016
"EC",3,0,0,2016
"EC",1,0,0,2016
"EC",0,1,0,2016
"FR",25,3,1,2016
"FR",0,2,0,2016
"FR",6,0,0,2016
"FR",22,9,0,2016
"FR",24,12,0,2016
"FR",12,0,0,2016
"FR",16,0,0,2016
"FR",8,0,0,2016
"FR",3,0,0,2016
"FR",8,2,0,2016
"FR",8,0,0,2016
"FR",11,4,0,2016
"FR",4,10,0,2016
"FR",3,9,0,2016
"FR",1,6,0,2016
"FR",6,7,0,2016
"FR",6,0,0,2016
"FR",6,5,0,2016
"FR",7,8,0,2016
"FR",4,2,0,2016
"FR",6,1,0,2016
"FR",4,4,0,2016
"FR",10,0,0,2016
"FR",17,12,0,2016
"FR",0,3,0,2016
"FR",23,8,0,2016
"FR",0,8,0,2016
"FR",11,5,0,2016
"FR",15,1,0,2016
"FR",9,1,0,2016
"FR",14,9,0,2016
"FR",16,3,0,2016
"FR",2,7,0,2016
"FR",6,1,0,2016
"FR",12,16,0,2016
"FR",19,0,0,2016
"FR",34,2,0,2016
"FR",12,28,0,2016
"FR",8,16,0,2016
"FR",6,12,0,2016
"FR",56,9,0,2016
"FR",18,2,0,2016
"FR",32,0,0,2016
"FR",7,9,0,2016
"FR",16,4,0,2016
"FR",4,19,0,2016
"FR",6,4,0,2016
"FR",22,4,0,2016
"FR",9,1,0,2016
"FR",37,13,0,2016
"FR",11,4,0,2016
"FR",3,15,0,2016
"FR",2,29,0,2016
"GCN",5,0,0,2016
"GCN",2,0,0,2016
"GCN",3,0,0,2016
"GCN",5,0,0,2016
"GCN",1,0,0,2016
"GCN",2,0,0,2016
"GCN",1,0,0,2016
"GCN",11,0,0,2016
"GCN",12,0,0,2016
"GCN",6,0,0,2016
"GCN",2,0,0,2016
"GCN",5,0,0,2016
"GCN",3,0,0,2016
"GCN",2,0,0,2016
"GCN",2,0,0,2016
"GCN",5,0,0,2016
"GCN",1,0,0,2016
"GCN",2,0,0,2016
"GCN",1,0,0,2016
"GCN",1,0,0,2016
"GCN",6,0,0,2016
"GCN",38,0,0,2016
"GCN",27,0,0,2016
"GCN",15,0,0,2016
"GCN",10,0,0,2016
"GCN",3,0,0,2016
"GCN",6,0,0,2016
"GCN",21,0,0,2016
"GCN",6,0,0,2016
"GCN",4,0,0,2016
"GCN",4,0,0,2016
"GCN",1,1,0,2016
"GCN",0,1,0,2016
"GCN",1,0,0,2016
"GCN",6,0,0,2016
"GCN",31,0,0,2016
"GCN",3,0,0,2016
"GCN",4,0,0,2016
"GCN",3,0,0,2016
"GCN",3,0,0,2016
"GCN",5,0,0,2016
"GCN",9,0,0,2016
"GCN",1,0,0,2016
"GCN",2,0,0,2016
"GCN",1,0,0,2016
"GCN",3,0,0,2016
"GCN",3,0,0,2016
"GCN",4,0,0,2016
"GCN",5,0,0,2016
"GCN",4,0,0,2016
"GCN",15,0,0,2016
"GCN",14,0,0,2016
"GCN",5,0,0,2016
"GCN",7,0,0,2016
"GCN",26,1,0,2016
"GCN",0,2,0,2016
"GCN",3,0,0,2016
"GCN",2,0,0,2016
"GCN",3,0,0,2016
"GCN",6,1,0,2016
"GCN",16,0,0,2016
"GCN",6,0,0,2016
"GCN",1,0,0,2016
"GCN",16,0,0,2016
"KYE",6,0,0,2016
"KYE",7,0,0,2016
"KYE",2,0,0,2016
"KYE",1,0,0,2016
"KYE",4,2,0,2016
"KYE",3,1,0,2016
"KYE",28,5,0,2016
"KYE",6,2,0,2016
"KYE",2,4,0,2016
"KYE",6,0,0,2016
"KYE",7,0,0,2016
"KYE",3,1,0,2016
"KYE",25,4,0,2016
"KYE",29,3,0,2016
"KYE",16,4,0,2016
"KYE",6,1,0,2016
"KYE",31,4,0,2016
"KYE",6,0,0,2016
"KYE",1,2,0,2016
"KYE",3,2,0,2016
"KYE",12,1,0,2016
"KYE",12,1,0,2016
"KYE",3,1,0,2016
"KYE",3,1,0,2016
"KYE",1,0,0,2016
"KYE",4,0,0,2016
"KYE",1,4,0,2016
"KYE",1,0,0,2016
"KYE",7,0,0,2016
"KYE",3,3,0,2016
"KYE",2,2,0,2016
"KYE",3,4,0,2016
"KYE",11,1,0,2016
"KYE",5,1,0,2016
"KYE",0,7,0,2016
"KYE",8,3,0,2016
"KYE",0,10,0,2016
"KYE",1,1,0,2016
"KYE",5,3,0,2016
"KYE",6,2,0,2016
"KYE",0,10,0,2016
"KYE",6,0,0,2016
"KYE",5,0,0,2016
"KYE",4,3,0,2016
"KYE",4,0,0,2016
"KYE",10,0,0,2016
"KYE",3,0,0,2016
"KYE",6,4,0,2016
"KYE",2,1,0,2016
"KYE",0,4,0,2016
"KYE",10,1,0,2016
"KYE",11,1,0,2016
"KYE",3,4,0,2016
"KYE",3,1,0,2016
"KYE",5,1,0,2016
"KYE",17,2,0,2016
"KYE",14,8,0,2016
"LCE",5,0,1,2016
"LCE",4,0,1,2016
"LCE",1,1,1,2016
"LCE",9,0,1,2016
"LCE",7,0,1,2016
"LCE",4,0,1,2016
"LCE",7,0,1,2016
"LCE",8,0,1,2016
"LCE",8,0,1,2016
"LCE",2,0,1,2016
"LCE",19,1,1,2016
"LCE",10,1,1,2016
"LCE",11,1,1,2016
"LCE",4,1,1,2016
"LCE",16,4,0,2016
"LCE",2,2,0,2016
"LCE",7,1,0,2016
"LCE",2,0,0,2016
"LCE",17,3,0,2016
"LCE",19,8,0,2016
"LCE",146,1,0,2016
"LCE",3,0,0,2016
"LCE",9,0,0,2016
"LCE",3,1,0,2016
"LCE",13,1,0,2016
"LCE",13,0,0,2016
"LCE",24,0,0,2016
"LCE",42,0,0,2016
"LCE",20,0,0,2016
"LCE",5,0,0,2016
"LCE",5,0,0,2016
"LCE",13,0,0,2016
"LCE",3,0,0,2016
"LCE",33,1,0,2016
"LCE",23,1,0,2016
"LCE",44,10,0,2016
"LCE",12,1,0,2016
"LCE",36,14,0,2016
"LCE",6,0,0,2016
"LCE",14,3,0,2016
"LCE",6,1,0,2016
"LCE",9,1,0,2016
"LCE",21,5,0,2016
"LCE",2,1,0,2016
"LCE",4,1,0,2016
"LCE",4,1,0,2016
"LCE",5,1,0,2016
"LCE",6,0,0,2016
"LCE",5,0,0,2016
"LCE",4,0,0,2016
"LCE",3,0,0,2016
"LCE",5,0,0,2016
"LCE",3,0,0,2016
"LCE",4,0,0,2016
"LCE",20,0,0,2016
"LCE",13,0,0,2016
"LCE",20,0,0,2016
"LCE",5,0,0,2016
"LCE",11,0,0,2016
"LCE",12,2,0,2016
"LCE",19,1,0,2016
"LCE",5,0,0,2016
"LCE",25,5,0,2016
"LCE",2,1,0,2016
"LCE",6,0,0,2016
"LCE",17,0,0,2016
"LCE",11,0,0,2016
"LCE",19,0,0,2016
"LCE",14,0,0,2016
"LCE",7,0,0,2016
"LCE",5,0,0,2016
"LCE",18,0,0,2016
"LCE",25,0,0,2016
"LCE",21,0,0,2016
"LCE",42,0,0,2016
"LCE",56,0,0,2016
"LCE",12,2,0,2016
"LCE",1,0,0,2016
"LCE",12,1,0,2016
"LCE",5,0,0,2016
"LCE",3,0,0,2016
"LCE",1,0,0,2016
"LCE",2,0,0,2016
"LCE",0,1,0,2016
"LCE",3,1,0,2016
"LCE",7,0,0,2016
"LCE",17,0,0,2016
"LCE",3,1,0,2016
"LCE",12,0,0,2016
"LCE",8,0,0,2016
"LCE",5,2,0,2016
"LCE",28,0,0,2016
"LCE",2,0,0,2016
"LCE",1,0,0,2016
"LCE",4,0,0,2016
"LCE",19,2,0,2016
"LCE",4,0,0,2016
"LCE",3,0,0,2016
"LCE",2,0,0,2016
"LCE",6,1,0,2016
"LCE",8,1,0,2016
"LCE",6,0,0,2016
"LCE",6,1,0,2016
"LCE",1,1,0,2016
"LCE",4,0,0,2016
"LCE",15,0,0,2016
"LCE",5,0,0,2016
"LCE",21,1,0,2016
"LCE",13,0,0,2016
"LCE",80,0,0,2016
"LCE",77,3,0,2016
"LCE",1,1,0,2016
"LCE",64,3,0,2016
"LCE",17,0,0,2016
"LCE",25,0,0,2016
"LCE",12,2,0,2016
"LCE",8,1,0,2016
"LCE",8,0,0,2016
"LCE",2,0,0,2016
"LCE",20,0,0,2016
"LCE",21,0,0,2016
"LCE",19,0,0,2016
"LCE",20,4,0,2016
"LCE",75,5,0,2016
"LCE",11,0,0,2016
"LCE",28,0,0,2016
"LCE",29,0,0,2016
"LCE",43,12,0,2016
"LCE",18,0,0,2016
"LCE",12,0,0,2016
"LCE",5,1,0,2016
"LCE",23,0,0,2016
"LCE",8,0,0,2016
"LCE",20,0,0,2016
"LCE",18,3,0,2016
"LCE",4,0,0,2016
"LCE",7,0,0,2016
"LCE",11,0,0,2016
"LCE",1,2,0,2016
"LCE",25,0,0,2016
"LCE",23,0,0,2016
"LCE",40,0,0,2016
"LCE",22,0,0,2016
"LCE",19,0,0,2016
"LCE",12,0,0,2016
"LCE",4,0,0,2016
"LCE",3,0,0,2016
"LCE",11,0,0,2016
"LCE",15,0,0,2016
"LCW",NA,NA,0,2016
"LO",53,9,0,2016
"LO",0,1,0,2016
"LO",59,24,0,2016
"LO",35,7,0,2016
"LO",3,1,0,2016
"LO",7,0,0,2016
"LO",41,19,0,2016
"LO",38,2,0,2016
"MC",6,0,0,2016
"MC",7,4,0,2016
"MC",4,10,0,2016
"MC",0,24,0,2016
"MC",0,9,0,2016
"MC",4,31,0,2016
"MC",3,5,0,2016
"MC",5,6,0,2016
"MC",0,5,0,2016
"MC",0,3,0,2016
"MC",11,1,0,2016
"MC",21,0,0,2016
"MC",36,0,0,2016
"MC",20,0,0,2016
"MC",17,0,0,2016
"MC",19,0,0,2016
"MC",27,2,0,2016
"MC",5,15,0,2016
"MC",0,25,0,2016
"MC",1,52,0,2016
"MC",1,25,0,2016
"MC",1,17,0,2016
"MC",1,15,0,2016
"MC",6,63,0,2016
"MC",0,33,0,2016
"MC",24,18,0,2016
"MC",35,29,0,2016
"MC",14,4,0,2016
"MC",14,6,0,2016
"MC",7,2,0,2016
"MC",11,4,0,2016
"MC",1,52,0,2016
"MC",3,0,0,2016
"MC",6,1,0,2016
"MC",2,13,0,2016
"MC",12,4,0,2016
"MC",24,0,0,2016
"MC",36,3,0,2016
"MC",9,0,0,2016
"MC",1,1,0,2016
"MC",10,0,0,2016
"MC",9,23,0,2016
"MC",25,14,0,2016
"MC",8,4,0,2016
"MC",5,1,0,2016
"MC",19,0,0,2016
"OKRE",113,7,0,2016
"OKRE",18,4,0,2016
"OKRE",10,0,0,2016
"OKRE",6,3,0,2016
"OKRE",25,3,0,2016
"OKRE",7,0,0,2016
"OKRE",17,0,0,2016
"OKRE",52,1,0,2016
"OKRE",7,0,0,2016
"OKRE",35,1,0,2016
"OKRE",87,1,0,2016
"OKRE",38,0,0,2016
"OKRE",75,13,0,2016
"OKRE",58,4,0,2016
"OKRE",36,5,0,2016
"OKRE",62,1,0,2016
"OKRE",53,2,0,2016
"OKRE",0,19,0,2016
"OKRE",20,0,0,2016
"OKRE",26,3,0,2016
"OKRE",39,0,0,2016
"OKRE",11,0,0,2016
"OKRE",11,1,0,2016
"OKRE",3,4,0,2016
"OKRE",15,2,0,2016
"OKRE",31,0,0,2016
"OKRE",15,0,0,2016
"OKRE",37,3,0,2016
"OKRE",44,0,0,2016
"OKRE",11,0,0,2016
"OKRE",76,0,0,2016
"OKRE",24,0,0,2016
"OKRE",8,0,0,2016
"OKRE",19,0,0,2016
"OKRE",38,0,0,2016
"OKRE",19,0,0,2016
"OKRE",34,0,0,2016
"OKRE",30,0,0,2016
"OKRW",16,2,0,2016
"OKRW",4,1,0,2016
"OKRW",18,3,0,2016
"OKRW",32,0,0,2016
"OKRW",4,0,0,2016
"OKRW",2,0,0,2016
"OKRW",4,14,0,2016
"OKRW",0,1,0,2016
"OKRW",23,0,0,2016
"OKRW",29,4,0,2016
"OKRW",11,0,0,2016
"OKRW",12,3,0,2016
"OKRW",39,5,0,2016
"OKRW",9,1,0,2016
"OKRW",31,2,0,2016
"OKRW",6,4,0,2016
"OKRW",7,0,0,2016
"OKRW",7,1,0,2016
"OKRW",4,2,0,2016
"OKRW",5,0,0,2016
"OKRW",13,3,0,2016
"OKRW",21,6,0,2016
"OKRW",8,0,0,2016
"OKRW",9,0,0,2016
"OKRW",17,4,0,2016
"OKRW",27,1,0,2016
"OKRW",13,1,0,2016
"OKRW",41,4,0,2016
"OKRW",17,0,0,2016
"OKRW",23,4,0,2016
"OKRW",44,24,0,2016
"OSR",4,1,0,2016
"OSR",7,2,0,2016
"OSR",17,0,0,2016
"OSR",22,0,0,2016
"OSR",30,3,0,2016
"OSR",47,5,0,2016
"OSR",37,4,0,2016
"OSR",15,3,0,2016
"OSR",12,10,0,2016
"OSR",45,10,0,2016
"OSR",1,0,0,2016
"OSR",8,0,0,2016
"OSR",4,0,0,2016
"OSR",15,0,0,2016
"OSR",7,0,0,2016
"OSR",8,0,0,2016
"OSR",82,1,0,2016
"OSR",47,0,0,2016
"OSR",39,1,0,2016
"OSR",74,1,0,2016
"OSR",5,0,0,2016
"OSR",68,6,0,2016
"OSR",23,0,0,2016
"OSR",26,0,0,2016
"OSR",8,1,0,2016
"OSR",32,0,0,2016
"OSR",10,1,0,2016
"OSR",8,2,0,2016
"OSR",5,0,0,2016
"OSR",2,2,0,2016
"OSR",13,0,0,2016
"OSR",30,3,0,2016
"OSR",27,1,0,2016
"OSR",3,0,0,2016
"OSR",11,6,0,2016
"OSR",9,0,0,2016
"OSR",4,0,0,2016
"OSR",9,0,0,2016
"OSR",3,2,0,2016
"OSR",0,0,0,2016
"OSR",15,0,0,2016
"OSR",6,0,0,2016
"OSR",7,0,0,2016
"OSR",13,0,0,2016
"OSR",5,1,0,2016
"OSR",9,0,0,2016
"OSR",4,0,0,2016
"OSR",11,6,0,2016
"OSR",7,0,0,2016
"OSR",1,0,0,2016
"OSR",13,0,0,2016
"OSR",14,1,0,2016
"OSR",23,1,0,2016
"OSR",9,0,0,2016
"OSR",17,2,0,2016
"OSR",30,3,0,2016
"OSR",9,0,0,2016
"OSR",9,0,0,2016
"OSR",7,0,0,2016
"OSR",15,0,0,2016
"OSR",7,0,0,2016
"OSR",22,8,0,2016
"OSR",1,2,0,2016
"OSR",41,1,0,2016
"OSR",9,0,0,2016
"OSR",6,0,0,2016
"OSR",5,0,0,2016
"OSR",3,0,0,2016
"OSR",2,0,0,2016
"OSR",7,0,0,2016
"OSR",3,0,0,2016
"OSR",15,7,0,2016
"OSR",1,3,0,2016
"OSR",8,0,0,2016
"OSR",56,12,0,2016
"OSR",16,8,0,2016
"OSR",32,41,0,2016
"OSR",30,1,0,2016
"OSR",14,1,0,2016
"OSR",19,3,0,2016
"OSR",30,9,0,2016
"OSR",17,15,0,2016
"OSR",60,14,0,2016
"OSR",12,16,0,2016
"OSR",5,7,0,2016
"OSR",43,21,0,2016
"OSR",18,4,0,2016
"OSR",8,0,0,2016
"OSR",18,0,0,2016
"OSR",10,4,0,2016
"OSR",83,6,0,2016
"OSR",3,0,0,2016
"OSR",24,0,0,2016
"OSR",19,0,0,2016
"OSR",51,3,0,2016
"OSR",29,0,0,2016
"OSR",25,7,0,2016
"OSR",12,0,0,2016
"OSR",10,4,0,2016
"S22",13,3,0,2016
"S22",4,0,0,2016
"S22",9,1,0,2016
"S22",8,0,0,2016
"S22",9,0,0,2016
"S22",9,1,0,2016
"S22",3,0,0,2016
"S22",53,0,0,2016
"S22",7,0,0,2016
"S22",9,0,0,2016
"S22",3,0,0,2016
"S22",10,0,0,2016
"S22",6,0,0,2016
"S22",2,6,0,2016
"S22",3,0,0,2016
"S22",25,0,0,2016
"S22",22,0,0,2016
"S22",3,0,0,2016
"S22",5,0,0,2016
"S22",6,0,0,2016
"S22",1,0,0,2016
"S22",1,0,0,2016
"S22",3,0,0,2016
"S22",3,0,0,2016
"S22",4,0,0,2016
"S22",2,0,0,2016
"S22",1,0,0,2016
"S22",5,0,0,2016
"S22",7,0,0,2016
"S22",4,0,0,2016
"S22",6,0,0,2016
"S22",1,0,0,2016
"S22",1,0,0,2016
"S22",2,0,0,2016
"S22",11,0,0,2016
"S22",8,0,0,2016
"S22",10,0,0,2016
"S22",6,1,0,2016
"S22",13,3,0,2016
"S22",13,0,0,2016
"S22",5,0,0,2016
"S22",8,0,0,2016
"S22",9,0,0,2016
"S22",3,0,0,2016
"S22",7,0,0,2016
"S22",7,0,0,2016
"S22",21,0,0,2016
"S22",5,0,0,2016
"S22",6,0,0,2016
"S22",32,0,0,2016
"S22",3,0,0,2016
"S22",67,0,0,2016
"S22",43,0,0,2016
"S22",18,1,0,2016
