"site","countUndamagedFruitNumberPerPlant","countDamagedFruitNumberPerPlant","permanentPlot","year"
"GCN",3,0,0,2018
"GCN",4,0,0,2018
"GCN",8,0,0,2018
"GCN",5,0,0,2018
"GCN",5,0,0,2018
"GCN",6,0,0,2018
"GCN",0,3,0,2018
"GCN",1,1,0,2018
"GCN",1,1,0,2018
"GCN",1,0,0,2018
"GCN",2,0,0,2018
"GCN",2,0,0,2018
"GCN",2,0,0,2018
"GCN",3,0,0,2018
"GCN",1,0,0,2018
"GCN",2,0,0,2018
"GCN",7,1,0,2018
"GCN",4,0,0,2018
"GCN",8,0,0,2018
"GCN",1,0,0,2018
"GCN",3,0,0,2018
"GCN",4,0,0,2018
"GCN",2,2,0,2018
"GCN",6,0,0,2018
"GCN",5,0,0,2018
"GCN",2,0,0,2018
"GCN",1,0,0,2018
"GCN",12,0,0,2018
"GCN",2,0,0,2018
"GCN",2,0,0,2018
"GCN",2,0,0,2018
"GCN",3,0,0,2018
"GCN",4,0,0,2018
"GCN",3,0,0,2018
"GCN",2,2,0,2018
"GCN",2,0,0,2018
"GCN",13,0,0,2018
"GCN",14,0,0,2018
"GCN",2,0,0,2018
"GCN",8,0,0,2018
"GCN",3,0,0,2018
"GCN",2,0,0,2018
"GCN",1,0,0,2018
"GCN",3,0,0,2018
"GCN",1,0,0,2018
"GCN",1,1,0,2018
"GCN",5,0,0,2018
"GCN",0,3,0,2018
"KYE",3,2,1,2018
"KYE",3,0,1,2018
"KYE",0,1,1,2018
"KYE",0,1,1,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",4,0,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",3,4,0,2018
"KYE",5,0,0,2018
"KYE",7,1,0,2018
"KYE",1,2,0,2018
"KYE",5,0,0,2018
"KYE",7,1,0,2018
"KYE",13,0,0,2018
"KYE",7,0,0,2018
"KYE",6,3,0,2018
"KYE",4,3,0,2018
"KYE",5,0,0,2018
"KYE",5,0,0,2018
"KYE",2,0,0,2018
"KYE",3,0,0,2018
"KYE",4,0,0,2018
"KYE",11,0,0,2018
"KYE",6,1,0,2018
"KYE",3,0,0,2018
"KYE",9,0,0,2018
"KYE",3,0,0,2018
"KYE",0,3,0,2018
"KYE",4,1,0,2018
"KYE",0,7,0,2018
"KYE",1,2,0,2018
"KYE",4,0,0,2018
"KYE",4,0,0,2018
"KYE",5,0,0,2018
"KYE",1,1,0,2018
"KYE",1,2,0,2018
"KYE",2,1,0,2018
"KYE",0,3,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",3,0,0,2018
"KYE",5,2,0,2018
"KYE",3,0,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",1,0,0,2018
"KYE",2,0,0,2018
"KYE",3,0,0,2018
"KYE",3,0,0,2018
"KYE",3,0,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",1,0,0,2018
"KYE",2,0,0,2018
"KYE",2,0,0,2018
"KYE",4,0,0,2018
"KYE",10,0,0,2018
"KYE",4,0,0,2018
"KYE",15,0,0,2018
"KYE",13,0,0,2018
"KYE",6,0,0,2018
"KYE",2,0,0,2018
"KYE",1,0,0,2018
"KYE",8,0,0,2018
"KYE",0,2,0,2018
"KYE",1,0,0,2018
"KYE",9,0,0,2018
"KYE",2,0,0,2018
"KYE",6,0,0,2018
"KYE",2,0,0,2018
"KYE",3,0,0,2018
"KYE",9,0,0,2018
"KYE",5,0,0,2018
"KYE",4,0,0,2018
"KYE",2,4,0,2018
"KYE",4,2,0,2018
"KYE",4,2,0,2018
"KYE",3,0,0,2018
"KYE",0,1,0,2018
"KYE",7,1,0,2018
"KYE",1,3,0,2018
"KYE",5,1,0,2018
"KYE",0,2,0,2018
"KYE",6,0,0,2018
"KYE",1,0,0,2018
"KYE",3,0,0,2018
"KYE",3,0,0,2018
"KYE",21,2,0,2018
"KYE",6,1,0,2018
"KYE",1,0,0,2018
"KYE",5,2,0,2018
"KYE",7,0,0,2018
"KYE",24,2,0,2018
"KYE",7,0,0,2018
"KYE",16,0,0,2018
"KYE",15,0,0,2018
"KYE",5,0,0,2018
"KYE",5,0,0,2018
"KYE",6,2,0,2018
"KYE",4,0,0,2018
"KYE",2,0,0,2018
"KYE",3,5,0,2018
"KYE",1,0,0,2018
"KYE",4,0,0,2018
"KYE",15,10,0,2018
"KYE",3,2,0,2018
"KYE",2,1,0,2018
"KYE",7,0,0,2018
"KYE",6,0,0,2018
"KYE",1,0,0,2018
"KYE",22,0,0,2018
"KYE",63,12,0,2018
"KYE",15,0,0,2018
"KYE",14,51,0,2018
"KYE",3,0,0,2018
"KYE",2,0,0,2018
"KYE",7,0,0,2018
"KYE",6,5,0,2018
"KYE",9,5,0,2018
"KYE",6,0,0,2018
"KYE",16,0,0,2018
"KYE",6,1,0,2018
"KYE",1,0,0,2018
"KYE",10,0,0,2018
"LCE",0,2,1,2018
"LCE",1,0,1,2018
"LCE",2,0,1,2018
"LCE",0,3,1,2018
"LCE",0,1,1,2018
"LCE",2,0,1,2018
"LCE",0,1,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",7,0,1,2018
"LCE",6,0,1,2018
"LCE",3,1,1,2018
"LCE",10,0,1,2018
"LCE",5,0,1,2018
"LCE",0,1,1,2018
"LCE",5,0,1,2018
"LCE",0,1,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",3,0,1,2018
"LCE",5,0,1,2018
"LCE",8,0,1,2018
"LCE",10,0,1,2018
"LCE",4,0,1,2018
"LCE",5,0,1,2018
"LCE",6,0,1,2018
"LCE",5,0,1,2018
"LCE",2,0,1,2018
"LCE",2,0,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",3,0,1,2018
"LCE",5,0,1,2018
"LCE",5,0,1,2018
"LCE",6,0,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",10,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",2,1,1,2018
"LCE",3,0,1,2018
"LCE",3,0,1,2018
"LCE",2,0,1,2018
"LCE",3,0,1,2018
"LCE",4,0,1,2018
"LCE",4,0,1,2018
"LCE",7,0,1,2018
"LCE",3,0,1,2018
"LCE",1,1,1,2018
"LCE",2,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",1,0,1,2018
"LCE",6,0,1,2018
"LCE",4,0,1,2018
"LCE",13,0,0,2018
"LCE",16,0,0,2018
"LCE",23,0,0,2018
"LCE",33,0,0,2018
"LCE",17,0,0,2018
"LCE",5,0,0,2018
"LCE",3,0,0,2018
"LCE",4,0,0,2018
"LCE",1,3,0,2018
"LCE",2,0,0,2018
"LCE",5,0,0,2018
"LCE",7,0,0,2018
"LCE",8,0,0,2018
"LCE",19,0,0,2018
"LCE",5,0,0,2018
"LCE",8,0,0,2018
"LCE",6,0,0,2018
"LCE",6,0,0,2018
"LCE",2,0,0,2018
"LCE",6,0,0,2018
"LCE",5,0,0,2018
"LCE",8,0,0,2018
"LCE",12,0,0,2018
"LCE",5,0,0,2018
"LCE",9,0,0,2018
"LCE",9,0,0,2018
"LCE",3,0,0,2018
"LCE",9,0,0,2018
"LCE",1,0,0,2018
"LCE",9,0,0,2018
"LCE",15,0,0,2018
"LCE",3,0,0,2018
"LCE",5,0,0,2018
"LCE",3,0,0,2018
"LCE",5,0,0,2018
"LCE",5,0,0,2018
"LCE",4,0,0,2018
"LCE",7,1,0,2018
"LCE",4,0,0,2018
"LCE",3,0,0,2018
"LCE",1,0,0,2018
"LCE",3,0,0,2018
"LCE",2,0,0,2018
"LCE",2,0,0,2018
"LCE",1,0,0,2018
"LCE",2,0,0,2018
"LCE",16,0,0,2018
"LCE",9,0,0,2018
"LCE",2,0,0,2018
"LCE",2,0,0,2018
"LCE",3,0,0,2018
"LCE",6,0,0,2018
"LCE",1,0,0,2018
"LCE",6,0,0,2018
"LCE",6,0,0,2018
"LCE",4,0,0,2018
"LCE",13,2,0,2018
"LCE",11,0,0,2018
"LCE",8,0,0,2018
"LCE",9,4,0,2018
"LCE",7,0,0,2018
"LCE",13,0,0,2018
"LCE",11,0,0,2018
"LCE",19,0,0,2018
"LCE",3,0,0,2018
"LCE",19,0,0,2018
"LCE",4,0,0,2018
"LCE",7,0,0,2018
"LCE",27,0,0,2018
"LCE",7,0,0,2018
"LCE",4,0,0,2018
"LCE",8,0,0,2018
"LCE",30,2,0,2018
"LCE",28,0,0,2018
"LCE",14,0,0,2018
"LCE",4,0,0,2018
"LCE",6,0,0,2018
"LCE",4,0,0,2018
"LCE",6,0,0,2018
"LCE",9,0,0,2018
"LCE",5,0,0,2018
"LCE",7,0,0,2018
"LCW",17,0,1,2018
"LCW",28,5,0,2018
"LCW",34,0,0,2018
"LCW",19,1,0,2018
"LCW",27,0,0,2018
"LCW",21,0,0,2018
"LCW",8,0,0,2018
"LCW",21,0,0,2018
"LCW",12,1,0,2018
"LCW",5,1,0,2018
"LCW",14,1,0,2018
"LCW",7,0,0,2018
"LCW",11,0,0,2018
"LCW",10,0,0,2018
"LCW",22,0,0,2018
"LCW",8,0,0,2018
"LCW",22,0,0,2018
"LCW",10,0,0,2018
"LCW",6,0,0,2018
"LCW",7,3,0,2018
"LCW",16,0,0,2018
"LCW",13,2,0,2018
"LCW",2,0,0,2018
"LCW",2,0,0,2018
"LCW",10,0,0,2018
"LCW",3,0,0,2018
"LCW",17,0,0,2018
"LCW",9,0,0,2018
"LCW",5,1,0,2018
"LCW",5,0,0,2018
"LCW",7,0,0,2018
"LCW",3,0,0,2018
"LCW",17,1,0,2018
"LCW",33,3,0,2018
"LCW",14,0,0,2018
"LCW",8,1,0,2018
"LCW",13,0,0,2018
"LCW",14,0,0,2018
"LCW",14,0,0,2018
"LCW",43,0,0,2018
"LCW",8,1,0,2018
"LCW",6,0,0,2018
"LCW",15,0,0,2018
"LCW",5,0,0,2018
"LCW",7,0,0,2018
"LCW",10,0,0,2018
"LCW",32,0,0,2018
"LCW",8,2,0,2018
"LCW",35,1,0,2018
"LCW",8,0,0,2018
"LCW",21,2,0,2018
"LCW",6,0,0,2018
"LCW",17,0,0,2018
"LCW",7,1,0,2018
"LCW",29,1,0,2018
"LCW",1,0,0,2018
"LCW",18,0,0,2018
"LCW",67,1,0,2018
"LCW",33,0,0,2018
"LCW",8,0,0,2018
"LCW",6,0,0,2018
"LCW",21,0,0,2018
"LCW",20,4,0,2018
"LCW",32,0,0,2018
"LCW",23,5,0,2018
"LCW",5,1,0,2018
"LCW",12,1,0,2018
"LCW",17,0,0,2018
"LCW",19,1,0,2018
"LCW",1,0,0,2018
"LCW",7,1,0,2018
"LCW",10,1,0,2018
"LCW",7,0,0,2018
"LCW",5,0,0,2018
"LCW",1,0,0,2018
"LCW",2,0,0,2018
"LCW",2,0,0,2018
"LCW",14,0,0,2018
"LCW",4,0,0,2018
"LCW",12,0,0,2018
"LCW",6,0,0,2018
"LCW",10,0,0,2018
"LCW",4,0,0,2018
"LCW",1,0,0,2018
"LCW",1,0,0,2018
"LCW",37,0,0,2018
"LCW",16,0,0,2018
"LCW",15,0,0,2018
"LCW",12,0,0,2018
"LCW",6,0,0,2018
"LCW",7,0,0,2018
"LCW",25,0,0,2018
"LCW",5,0,0,2018
"LCW",7,0,0,2018
"LCW",33,0,0,2018
"LCW",9,0,0,2018
"LCW",5,0,0,2018
"LCW",16,0,0,2018
"LCW",13,0,0,2018
"LCW",1,0,0,2018
"LCW",1,0,0,2018
"LCW",4,0,0,2018
"LCW",103,0,0,2018
"LCW",11,0,0,2018
"LCW",20,0,0,2018
"LCW",8,0,0,2018
"LCW",2,0,0,2018
"LCW",2,0,0,2018
"LCW",9,0,0,2018
"LCW",8,0,0,2018
"LCW",13,0,0,2018
"LCW",1,0,0,2018
"LCW",1,0,0,2018
"LCW",3,0,0,2018
"LCW",8,0,0,2018
"LCW",13,0,0,2018
"LCW",13,0,0,2018
"LCW",6,0,0,2018
"LCW",9,0,0,2018
"LCW",4,1,0,2018
"LCW",21,0,0,2018
"LCW",20,0,0,2018
"LCW",16,0,0,2018
"LCW",20,0,0,2018
"LCW",4,0,0,2018
"LCW",5,0,0,2018
"LCW",12,0,0,2018
"LCW",6,0,0,2018
"LCW",9,0,0,2018
"LCW",3,1,0,2018
"LCW",11,0,0,2018
"LCW",9,0,0,2018
"LCW",3,0,0,2018
"LCW",4,1,0,2018
"LCW",11,0,0,2018
"LCW",25,1,0,2018
"LCW",26,0,0,2018
"LCW",39,0,0,2018
"LCW",10,0,0,2018
"LCW",22,0,0,2018
"LCW",51,0,0,2018
"LCW",26,0,0,2018
"LCW",7,1,0,2018
"LCW",9,0,0,2018
"LCW",7,0,0,2018
"LCW",11,0,0,2018
"LCW",13,1,0,2018
"LCW",10,0,0,2018
"LCW",10,0,0,2018
"LCW",9,0,0,2018
"LCW",5,0,0,2018
"LCW",12,0,0,2018
"LCW",9,0,0,2018
"LCW",8,0,0,2018
"LCW",15,0,0,2018
"LO",5,1,1,2018
"LO",7,1,1,2018
"LO",1,0,1,2018
"LO",3,2,1,2018
"LO",5,0,1,2018
"LO",0,2,1,2018
"LO",1,1,1,2018
"LO",2,0,1,2018
"LO",2,0,1,2018
"LO",4,0,0,2018
"LO",3,0,0,2018
"LO",9,0,0,2018
"LO",7,0,0,2018
"LO",4,0,0,2018
"LO",9,0,0,2018
"LO",2,0,0,2018
"LO",11,0,0,2018
"LO",18,0,0,2018
"LO",6,0,0,2018
"LO",8,0,0,2018
"LO",9,0,0,2018
"LO",27,0,0,2018
"LO",5,0,0,2018
"LO",5,0,0,2018
"LO",13,0,0,2018
"LO",14,0,0,2018
"LO",8,0,0,2018
"LO",13,0,0,2018
"LO",31,0,0,2018
"LO",7,0,0,2018
"LO",5,0,0,2018
"LO",2,0,0,2018
"LO",2,0,0,2018
"LO",15,2,0,2018
"LO",27,0,0,2018
"LO",4,0,0,2018
"LO",2,0,0,2018
"LO",3,0,0,2018
"LO",4,0,0,2018
"LO",1,0,0,2018
"LO",3,0,0,2018
"LO",6,0,0,2018
"LO",3,0,0,2018
"LO",6,2,0,2018
"LO",4,0,0,2018
"LO",2,0,0,2018
"LO",10,1,0,2018
"MC",NA,NA,1,2018
"MC",6,0,0,2018
"MC",1,0,0,2018
"MC",6,0,0,2018
"MC",9,0,0,2018
"MC",19,0,0,2018
"MC",13,0,0,2018
"MC",5,0,0,2018
"MC",8,1,0,2018
"MC",6,0,0,2018
"MC",6,0,0,2018
"MC",2,2,0,2018
"MC",3,0,0,2018
"MC",1,1,0,2018
"MC",51,0,0,2018
"MC",9,1,0,2018
"MC",4,0,0,2018
"MC",4,0,0,2018
"MC",5,0,0,2018
"MC",4,0,0,2018
"MC",2,0,0,2018
"MC",7,4,0,2018
"MC",7,0,0,2018
"MC",4,0,0,2018
"MC",4,0,0,2018
"MC",15,0,0,2018
"MC",18,0,0,2018
"MC",4,0,0,2018
"MC",33,0,0,2018
"MC",2,0,0,2018
"MC",2,0,0,2018
"MC",7,0,0,2018
"MC",4,0,0,2018
"MC",6,0,0,2018
"MC",7,0,0,2018
"MC",3,0,0,2018
"MC",14,0,0,2018
"MC",11,0,0,2018
"MC",5,0,0,2018
"MC",6,0,0,2018
"MC",3,0,0,2018
"MC",2,0,0,2018
"MC",3,0,0,2018
"MC",3,0,0,2018
"MC",10,0,0,2018
"MC",7,0,0,2018
"MC",13,0,0,2018
"MC",16,0,0,2018
"MC",12,0,0,2018
"MC",3,0,0,2018
"MC",3,0,0,2018
"MC",5,0,0,2018
"MC",6,0,0,2018
"MC",11,0,0,2018
"MC",13,0,0,2018
"MC",12,1,0,2018
"MC",16,0,0,2018
"MC",8,0,0,2018
"MC",6,0,0,2018
"MC",6,0,0,2018
"MC",3,0,0,2018
"MC",8,0,0,2018
"MC",1,2,0,2018
"MC",4,0,0,2018
"MC",4,2,0,2018
"MC",3,0,0,2018
"MC",4,0,0,2018
"MC",3,1,0,2018
"MC",2,2,0,2018
"MC",6,0,0,2018
"MC",5,7,0,2018
"MC",0,6,0,2018
"MC",1,2,0,2018
"MC",3,1,0,2018
"MC",2,1,0,2018
"MC",0,4,0,2018
"MC",0,5,0,2018
"MC",1,3,0,2018
"MC",3,5,0,2018
"MC",3,0,0,2018
"MC",3,2,0,2018
"MC",0,2,0,2018
"MC",6,2,0,2018
"MC",3,0,0,2018
"MC",8,0,0,2018
"MC",5,1,0,2018
"MC",7,0,0,2018
"MC",5,2,0,2018
"MC",3,0,0,2018
"MC",12,2,0,2018
"MC",3,0,0,2018
"MC",1,3,0,2018
"MC",6,0,0,2018
"MC",2,0,0,2018
"MC",6,0,0,2018
"MC",0,4,0,2018
"MC",0,3,0,2018
"MC",4,0,0,2018
"MC",3,0,0,2018
"MC",12,0,0,2018
"MC",14,2,0,2018
"MC",12,0,0,2018
"MC",7,0,0,2018
"MC",31,0,0,2018
"MC",69,0,0,2018
"MC",27,0,0,2018
"MC",11,0,0,2018
"MC",9,0,0,2018
"MC",4,0,0,2018
"MC",2,0,0,2018
"MC",4,0,0,2018
"MC",7,0,0,2018
"MC",8,8,0,2018
"MC",4,0,0,2018
"OKRE",9,0,1,2018
"OKRE",4,0,1,2018
"OKRE",2,0,1,2018
"OKRE",10,0,1,2018
"OKRE",1,2,0,2018
"OKRE",3,0,0,2018
"OKRE",6,0,0,2018
"OKRE",6,4,0,2018
"OKRE",4,4,0,2018
"OKRE",0,3,0,2018
"OKRE",4,0,0,2018
"OKRE",1,0,0,2018
"OKRE",10,0,0,2018
"OKRE",3,0,0,2018
"OKRE",6,0,0,2018
"OKRE",10,0,0,2018
"OKRE",1,0,0,2018
"OKRE",7,0,0,2018
"OKRE",5,0,0,2018
"OKRE",6,2,0,2018
"OKRE",5,0,0,2018
"OKRE",24,0,0,2018
"OKRE",3,0,0,2018
"OKRE",4,0,0,2018
"OKRE",5,4,0,2018
"OKRE",4,0,0,2018
"OKRE",3,0,0,2018
"OKRE",3,5,0,2018
"OKRE",7,1,0,2018
"OKRE",6,0,0,2018
"OKRE",22,0,0,2018
"OKRE",10,0,0,2018
"OKRE",17,0,0,2018
"OKRE",15,0,0,2018
"OKRE",5,0,0,2018
"OKRE",11,0,0,2018
"OKRW",1,0,1,2018
"OKRW",25,3,0,2018
"OKRW",8,0,0,2018
"OKRW",10,0,0,2018
"OKRW",19,0,0,2018
"OKRW",5,0,0,2018
"OKRW",4,0,0,2018
"OKRW",12,0,0,2018
"OKRW",20,0,0,2018
"OKRW",7,1,0,2018
"OKRW",6,0,0,2018
"OKRW",8,0,0,2018
"OKRW",4,0,0,2018
"OKRW",5,0,0,2018
"OKRW",4,0,0,2018
"OKRW",10,0,0,2018
"OKRW",7,0,0,2018
"OKRW",6,0,0,2018
"OKRW",6,0,0,2018
"OKRW",3,1,0,2018
"OKRW",2,0,0,2018
"OKRW",6,0,0,2018
"OKRW",3,0,0,2018
"OKRW",9,0,0,2018
"OKRW",5,0,0,2018
"OKRW",7,0,0,2018
"OKRW",9,0,0,2018
"OKRW",13,0,0,2018
"OKRW",8,0,0,2018
"OKRW",5,0,0,2018
"OKRW",16,1,0,2018
"OKRW",7,0,0,2018
"OKRW",12,0,0,2018
"OKRW",13,0,0,2018
"OKRW",3,0,0,2018
"OSR",NA,NA,1,2018
"OSR",3,0,0,2018
"OSR",13,0,0,2018
"OSR",8,0,0,2018
"OSR",16,0,0,2018
"OSR",2,0,0,2018
"OSR",5,0,0,2018
"OSR",7,0,0,2018
"OSR",7,0,0,2018
"OSR",9,0,0,2018
"OSR",4,0,0,2018
"OSR",12,0,0,2018
"OSR",5,2,0,2018
"OSR",9,0,0,2018
"OSR",4,0,0,2018
"OSR",4,0,0,2018
"OSR",5,0,0,2018
"OSR",3,0,0,2018
"OSR",5,0,0,2018
"OSR",29,0,0,2018
"OSR",16,0,0,2018
"OSR",25,0,0,2018
"OSR",9,0,0,2018
"OSR",12,1,0,2018
"OSR",6,1,0,2018
"OSR",6,0,0,2018
"OSR",2,9,0,2018
"OSR",2,3,0,2018
"OSR",5,0,0,2018
"OSR",20,0,0,2018
"OSR",7,0,0,2018
"OSR",5,0,0,2018
"OSR",3,0,0,2018
"OSR",3,0,0,2018
"OSR",7,0,0,2018
"OSR",5,0,0,2018
"OSR",11,0,0,2018
"OSR",11,0,0,2018
"OSR",6,1,0,2018
"OSR",1,0,0,2018
"OSR",3,0,0,2018
"OSR",3,0,0,2018
"OSR",4,0,0,2018
"OSR",5,0,0,2018
"OSR",3,1,0,2018
"OSR",14,0,0,2018
"OSR",6,0,0,2018
"OSR",7,0,0,2018
"OSR",12,1,0,2018
"OSR",6,0,0,2018
"OSR",1,3,0,2018
"OSR",2,3,0,2018
"OSR",2,0,0,2018
"OSR",6,2,0,2018
"OSR",4,1,0,2018
"OSR",3,0,0,2018
"OSR",3,0,0,2018
"OSR",3,0,0,2018
"OSR",11,2,0,2018
"OSR",4,0,0,2018
"OSR",4,0,0,2018
"OSR",4,0,0,2018
"OSR",6,0,0,2018
"OSR",4,0,0,2018
"OSR",24,0,0,2018
"OSR",6,1,0,2018
"OSR",8,1,0,2018
"OSR",5,0,0,2018
"OSR",17,2,0,2018
"OSR",8,0,0,2018
"OSR",4,0,0,2018
"OSR",53,0,0,2018
"OSR",6,0,0,2018
"OSR",7,0,0,2018
"OSR",6,0,0,2018
"OSR",14,0,0,2018
"OSR",8,0,0,2018
"OSR",2,0,0,2018
"OSR",4,1,0,2018
"OSR",5,0,0,2018
"OSR",2,0,0,2018
"OSR",4,1,0,2018
"OSR",7,0,0,2018
"OSR",6,1,0,2018
"OSR",4,1,0,2018
"OSR",3,0,0,2018
"OSR",8,0,0,2018
"OSR",3,0,0,2018
"OSR",2,0,0,2018
"OSR",7,0,0,2018
"OSR",3,1,0,2018
"OSR",3,0,0,2018
"OSR",2,0,0,2018
"OSR",7,0,0,2018
"OSR",3,0,0,2018
"OSR",3,0,0,2018
"OSR",2,0,0,2018
"OSR",2,0,0,2018
"OSR",4,0,0,2018
"OSR",5,0,0,2018
"OSR",4,0,0,2018
"OSR",2,1,0,2018
"OSR",3,0,0,2018
"OSR",1,3,0,2018
"OSR",5,0,0,2018
"OSR",17,1,0,2018
"OSR",10,1,0,2018
"OSR",4,1,0,2018
"OSR",6,0,0,2018
"S22",NA,NA,1,2018
"S22",3,0,0,2018
"S22",6,0,0,2018
"S22",1,0,0,2018
"S22",3,0,0,2018
"S22",6,0,0,2018
"S22",3,0,0,2018
"S22",7,0,0,2018
"S22",4,0,0,2018
"S22",8,0,0,2018
"S22",13,0,0,2018
"S22",3,0,0,2018
"S22",15,0,0,2018
"S22",8,0,0,2018
"S22",12,0,0,2018
"S22",16,0,0,2018
"S22",11,0,0,2018
"S22",49,1,0,2018
"S22",22,0,0,2018
"SM",NA,NA,1,2018
"SM",63,0,0,2018
"SM",32,0,0,2018
"SM",16,0,0,2018
"SM",13,0,0,2018
"SM",25,0,0,2018
"SM",19,0,0,2018
"SM",32,0,0,2018
"SM",18,0,0,2018
"SM",15,0,0,2018
"SM",2,0,0,2018
"SM",12,0,0,2018
"SM",20,0,0,2018
"SM",5,0,0,2018
"SM",2,0,0,2018
"SM",12,0,0,2018
"SM",1,0,0,2018
"SM",3,0,0,2018
"SM",64,0,0,2018
"URS",NA,NA,1,2018
"URS",NA,NA,0,2018
"BG",17,0,1,2019
"BG",7,0,1,2019
"BG",9,0,1,2019
"BG",20,0,1,2019
"BG",16,0,1,2019
"BG",4,0,1,2019
"BG",7,0,1,2019
"BG",1,0,1,2019
"BG",3,0,1,2019
"BG",2,0,1,2019
"BG",4,0,1,2019
"BG",2,0,1,2019
"BG",7,0,1,2019
"BG",5,0,1,2019
"BG",4,0,1,2019
"BG",6,0,1,2019
"BG",7,0,1,2019
"BG",16,0,1,2019
"BG",4,0,1,2019
"BG",10,0,1,2019
"BG",3,0,1,2019
"BG",9,0,1,2019
"BG",21,0,1,2019
"BG",9,0,1,2019
"BG",10,0,1,2019
"BG",12,0,1,2019
"BG",7,0,1,2019
"BG",22,0,1,2019
"BG",11,0,1,2019
"BG",15,0,1,2019
"BG",15,0,1,2019
"BG",13,0,1,2019
"BG",22,0,1,2019
"BG",10,0,1,2019
"BG",9,0,1,2019
"BG",14,0,1,2019
"BG",21,0,1,2019
"BG",3,0,1,2019
"BG",4,0,1,2019
"BG",12,0,1,2019
"BG",13,0,1,2019
"BG",10,0,1,2019
"BG",9,0,1,2019
"BG",15,0,1,2019
"BG",8,0,1,2019
"BG",10,0,1,2019
"BG",16,0,1,2019
"BG",4,0,1,2019
"BG",7,2,1,2019
"BG",17,0,1,2019
"BG",7,0,1,2019
"BG",6,0,1,2019
"BG",13,0,1,2019
"BG",5,0,1,2019
"BG",6,0,1,2019
"BG",5,0,1,2019
"BG",5,2,1,2019
"BG",8,0,1,2019
"BG",28,0,1,2019
"BG",42,0,1,2019
"BG",12,0,1,2019
"BG",22,0,1,2019
"BG",17,0,1,2019
"BG",10,0,1,2019
"BG",6,0,1,2019
"BG",17,0,1,2019
"BG",11,0,1,2019
"BG",8,0,1,2019
"BG",12,0,1,2019
"BG",9,0,1,2019
"BG",8,0,1,2019
"BG",26,0,1,2019
"BG",3,0,1,2019
"BG",25,0,1,2019
"BG",35,0,1,2019
"BG",3,0,1,2019
"BG",9,0,1,2019
"BG",35,0,1,2019
"BG",20,0,1,2019
"BG",13,0,1,2019
"BG",27,0,1,2019
"BG",13,0,1,2019
"BG",123,0,0,2019
"BG",40,1,0,2019
"BG",26,1,0,2019
"BG",10,0,0,2019
"BG",49,0,0,2019
"BG",31,0,0,2019
"BG",18,0,0,2019
"BG",40,0,0,2019
"BG",25,0,0,2019
"BG",55,0,0,2019
"BG",44,0,0,2019
"BG",42,0,0,2019
"BG",9,0,0,2019
"BG",7,0,0,2019
"BG",5,0,0,2019
"BG",6,0,0,2019
"BG",11,0,0,2019
"BG",5,0,0,2019
"BG",16,0,0,2019
"BG",13,0,0,2019
"BG",16,0,0,2019
"BG",17,0,0,2019
"BG",12,0,0,2019
"BG",10,0,0,2019
"BG",17,0,0,2019
"BG",4,0,0,2019
"BG",23,0,0,2019
"BG",14,0,0,2019
"BG",10,0,0,2019
"BG",8,0,0,2019
"BG",9,0,0,2019
"BG",9,0,0,2019
"BG",6,0,0,2019
"BG",3,0,0,2019
"BG",6,0,0,2019
"BG",15,0,0,2019
"BG",7,0,0,2019
"BG",16,0,0,2019
"BG",7,0,0,2019
"BG",6,0,0,2019
"BG",4,0,0,2019
"BG",6,0,0,2019
"BG",7,0,0,2019
"BG",5,0,0,2019
"BG",24,0,0,2019
"BG",15,0,0,2019
"BG",12,0,0,2019
"BG",8,0,0,2019
"BG",4,0,0,2019
"BG",16,0,0,2019
"BG",9,0,0,2019
"BG",8,0,0,2019
"BG",7,0,0,2019
"BG",8,0,0,2019
"BG",12,0,0,2019
