"site","transect","position","plantNumber","countUndamagedFruitsPerPlant","year","countDamagedFruitsPerPlant"
"EC","I",6,"plant_4",2,2020,1
"EC","I",6,"plant_5",3,2020,0
"EC","I",6,"plant_6",1,2020,0
"EC","I",6,"plant_7",3,2020,0
"EC","I",6,"plant_8",2,2020,0
"EC","I",6,"plant_9",2,2020,0
"EC","I",6,"plant_10",1,2020,0
"EC","I",6,"plant_11",4,2020,0
"EC","I",6,"plant_12",3,2020,0
"EC","I",6,"plant_13",1,2020,2
"EC","I",7,"plant_1",0,2020,1
"EC","I",7,"plant_2",0,2020,1
"EC","I",7,"plant_3",0,2020,4
"EC","I",7,"plant_4",0,2020,2
"EC","I",7,"plant_5",0,2020,2
"EC","I",7,"plant_6",2,2020,1
"EC","I",7,"plant_7",0,2020,2
"EC","I",7,"plant_8",0,2020,1
"EC","I",7,"plant_9",0,2020,1
"EC","I",7,"plant_10",0,2020,4
"EC","I",7,"plant_11",0,2020,3
"EC","I",7,"plant_12",0,2020,1
"EC","I",7,"plant_13",1,2020,2
"EC","I",7,"plant_14",0,2020,3
"EC","I",7,"plant_15",1,2020,2
"EC","II",5,"plant_1",0,2020,2
"EC","II",6,"plant_1",0,2020,2
"EC","II",6,"plant_2",2,2020,1
"EC","II",6,"plant_3",2,2020,3
"EC","II",6,"plant_4",0,2020,2
"EC","II",6,"plant_5",0,2020,3
"EC","II",6,"plant_6",1,2020,0
"EC","IV",1,"plant_1",3,2020,0
"EC","IV",2,"plant_1",2,2020,0
"EC","IV",2,"plant_2",3,2020,2
"EC","IV",2,"plant_3",3,2020,0
"EC","IV",2,"plant_4",4,2020,0
"EC","IV",2,"plant_5",2,2020,0
"EC","IV",2,"plant_6",3,2020,1
"EC","IV",3,"plant_1",1,2020,0
"EC","IV",3,"plant_2",1,2020,0
"EC","IV",3,"plant_3",0,2020,1
"EC","IV",3,"plant_4",0,2020,1
"EC","IV",3,"plant_5",5,2020,0
"EC","IV",3,"plant_6",2,2020,1
"EC","IV",3,"plant_7",5,2020,0
"EC","IV",3,"plant_8",4,2020,0
"EC","IV",3,"plant_9",0,2020,4
"EC","IV",3,"plant_10",4,2020,1
"EC","IV",3,"plant_11",0,2020,1
"EC","IV",3,"plant_12",3,2020,0
"EC","IV",3,"plant_13",2,2020,1
"EC","IV",3,"plant_14",1,2020,0
"EC","IV",3,"plant_15",2,2020,0
"EC","IV",4,"plant_1",2,2020,2
"EC","IV",4,"plant_2",1,2020,0
"EC","IV",4,"plant_3",0,2020,1
"EC","IV",4,"plant_4",6,2020,0
"EC","IV",4,"plant_5",2,2020,0
"EC","IV",4,"plant_6",2,2020,0
"EC","IV",4,"plant_7",2,2020,0
"EC","IV",4,"plant_8",4,2020,0
"EC","IV",4,"plant_9",3,2020,0
"EC","IV",4,"plant_10",2,2020,2
"EC","IV",4,"plant_11",2,2020,1
"EC","IV",4,"plant_12",2,2020,1
"EC","IV",4,"plant_13",1,2020,0
"EC","IV",4,"plant_14",2,2020,0
"EC","IV",4,"plant_15",8,2020,0
"EC","IV",8,"plant_1",7,2020,0
"FR","I",1,"plant_1",0,2020,4
"FR","I",1,"plant_2",2,2020,1
"FR","I",1,"plant_3",0,2020,3
"FR","I",1,"plant_4",2,2020,0
"FR","I",2,"plant_1",1,2020,0
"FR","I",3,"plant_1",1,2020,0
"FR","I",4,"plant_1",0,2020,1
"FR","I",4,"plant_2",1,2020,0
"FR","I",4,"plant_3",3,2020,0
"FR","I",4,"plant_4",2,2020,0
"FR","I",4,"plant_5",3,2020,0
"FR","I",4,"plant_6",2,2020,0
"FR","I",4,"plant_7",1,2020,0
"FR","I",4,"plant_8",1,2020,0
"FR","I",4,"plant_9",1,2020,1
"FR","I",4,"plant_10",0,2020,1
"FR","I",4,"plant_11",1,2020,0
"FR","I",4,"plant_12",0,2020,1
"FR","I",4,"plant_13",1,2020,0
"FR","I",4,"plant_14",1,2020,2
"FR","I",4,"plant_15",2,2020,0
"FR","I",4,"plant_16",0,2020,2
"FR","I",4,"plant_17",1,2020,1
"FR","I",4,"plant_18",2,2020,0
"FR","I",4,"plant_19",2,2020,0
"FR","I",6,"plant_1",3,2020,0
"FR","I",6,"plant_2",3,2020,0
"FR","I",6,"plant_3",0,2020,1
"FR","I",7,"plant_1",2,2020,2
"FR","II",1,"plant_1",3,2020,2
"FR","II",1,"plant_2",1,2020,0
"FR","II",2,"plant_1",0,2020,2
"FR","II",2,"plant_2",0,2020,3
"FR","II",2,"plant_3",0,2020,3
"FR","II",2,"plant_4",1,2020,0
"FR","II",3,"plant_1",1,2020,1
"FR","II",4,"plant_1",5,2020,0
"FR","II",6,"plant_1",1,2020,1
"FR","II",7,"plant_1",0,2020,2
"FR","II",7,"plant_2",0,2020,2
"FR","III",1,"plant_1",0,2020,2
"FR","III",1,"plant_2",1,2020,0
"FR","III",1,"plant_3",3,2020,2
"FR","III",1,"plant_4",1,2020,0
"FR","III",2,"plant_1",3,2020,0
"FR","III",2,"plant_2",0,2020,1
"FR","III",2,"plant_3",1,2020,0
"FR","III",2,"plant_4",0,2020,2
"FR","III",2,"plant_5",0,2020,1
"FR","III",2,"plant_6",1,2020,1
"FR","III",2,"plant_7",0,2020,2
"FR","III",2,"plant_8",0,2020,3
"FR","III",2,"plant_9",0,2020,2
"FR","III",2,"plant_10",1,2020,1
"FR","III",3,"plant_1",2,2020,2
"FR","III",3,"plant_2",0,2020,3
"FR","III",3,"plant_3",0,2020,4
"FR","III",4,"plant_1",0,2020,2
"FR","III",5,"plant_1",6,2020,0
"FR","III",6,"plant_1",1,2020,0
"FR","III",6,"plant_2",0,2020,1
"FR","III",6,"plant_3",6,2020,0
"FR","III",7,"plant_1",5,2020,0
"FR","III",7,"plant_2",2,2020,0
"FR","IV",2,"plant_1",0,2020,2
"FR","IV",3,"plant_1",6,2020,0
"FR","IV",5,"plant_1",0,2020,6
"FR","IV",5,"plant_2",0,2020,2
"FR","IV",5,"plant_3",1,2020,3
"FR","IV",6,"plant_1",3,2020,0
"FR","IV",6,"plant_2",6,2020,4
"FR","IV",7,"plant_1",1,2020,1
"FR","IV",7,"plant_2",2,2020,0
"FR","IV",7,"plant_3",3,2020,0
"FR","IV",7,"plant_4",0,2020,3
"FR","IV",7,"plant_5",0,2020,5
"FR","IV",7,"plant_6",0,2020,1
"FR","IV",8,"plant_1",2,2020,2
"FR","IV",8,"plant_2",2,2020,0
"FR","IV",8,"plant_3",1,2020,0
"FR","IV",8,"plant_4",1,2020,0
"GCN","I",1,"plant_1",1,2020,0
"GCN","I",1,"plant_2",1,2020,0
"GCN","I",1,"plant_3",1,2020,0
"GCN","I",1,"plant_4",2,2020,0
"GCN","I",1,"plant_5",1,2020,0
"GCN","I",1,"plant_6",1,2020,0
"GCN","I",1,"plant_7",1,2020,0
"GCN","I",2,"plant_1",2,2020,0
"GCN","I",2,"plant_2",1,2020,0
"GCN","I",2,"plant_3",1,2020,0
"GCN","I",2,"plant_4",1,2020,0
"GCN","I",3,"plant_1",3,2020,0
"GCN","I",3,"plant_2",2,2020,0
"GCN","I",3,"plant_3",2,2020,0
"GCN","I",3,"plant_4",5,2020,0
"GCN","I",3,"plant_5",3,2020,0
"GCN","I",3,"plant_6",3,2020,0
"GCN","I",3,"plant_7",3,2020,0
"GCN","I",3,"plant_8",4,2020,0
"GCN","I",4,"plant_1",2,2020,0
"GCN","I",4,"plant_2",2,2020,0
"GCN","I",4,"plant_3",5,2020,0
"GCN","I",4,"plant_4",8,2020,0
"GCN","I",4,"plant_5",42,2020,0
"GCN","I",5,"plant_1",4,2020,0
"GCN","I",5,"plant_2",7,2020,0
"GCN","I",5,"plant_3",5,2020,0
"GCN","I",5,"plant_4",5,2020,1
"GCN","I",5,"plant_5",2,2020,0
"GCN","I",5,"plant_6",3,2020,1
"GCN","I",5,"plant_7",5,2020,0
"GCN","II",2,"plant_1",2,2020,0
"GCN","II",2,"plant_2",5,2020,3
"GCN","II",3,"plant_1",2,2020,0
"GCN","II",3,"plant_2",1,2020,0
"GCN","II",3,"plant_3",2,2020,0
"GCN","II",3,"plant_4",1,2020,0
"GCN","II",3,"plant_5",3,2020,0
"GCN","II",3,"plant_6",1,2020,1
"GCN","II",3,"plant_7",2,2020,0
"GCN","II",3,"plant_8",1,2020,0
"GCN","II",3,"plant_9",1,2020,0
"GCN","II",3,"plant_10",1,2020,0
"GCN","II",4,"plant_1",4,2020,0
"GCN","II",4,"plant_2",2,2020,0
"GCN","II",4,"plant_3",1,2020,0
"GCN","II",4,"plant_4",2,2020,0
"GCN","II",4,"plant_5",1,2020,0
"GCN","II",4,"plant_6",21,2020,21
"GCN","II",4,"plant_7",1,2020,1
"GCN","II",4,"plant_8",2,2020,1
"GCN","II",4,"plant_9",3,2020,0
"GCN","II",5,"plant_1",4,2020,0
"GCN","II",5,"plant_2",1,2020,0
"GCN","II",5,"plant_3",0,2020,3
"GCN","II",5,"plant_4",1,2020,0
"GCN","II",5,"plant_5",2,2020,0
"GCN","II",5,"plant_6",0,2020,2
"GCN","II",5,"plant_7",0,2020,2
"GCN","II",5,"plant_8",2,2020,0
"GCN","II",5,"plant_9",1,2020,0
"GCN","II",5,"plant_10",3,2020,1
"GCN","II",5,"plant_11",3,2020,0
"GCN","II",5,"plant_12",3,2020,0
"GCN","II",6,"plant_1",1,2020,0
"GCN","II",6,"plant_2",2,2020,0
"GCN","II",6,"plant_3",2,2020,0
"GCN","II",6,"plant_4",1,2020,0
"GCN","II",6,"plant_5",2,2020,0
"GCN","II",6,"plant_6",3,2020,0
"GCN","II",6,"plant_7",1,2020,0
"GCN","II",6,"plant_8",1,2020,0
"GCN","II",6,"plant_9",2,2020,0
"GCN","II",6,"plant_10",3,2020,0
"GCN","II",6,"plant_11",4,2020,1
"GCN","II",6,"plant_12",5,2020,0
"GCN","II",7,"plant_1",2,2020,0
"GCN","II",7,"plant_2",3,2020,0
"GCN","II",7,"plant_3",2,2020,4
"GCN","II",7,"plant_4",4,2020,0
"GCN","II",7,"plant_5",2,2020,0
"GCN","III",6,"plant_1",4,2020,3
"GCN","III",7,"plant_1",8,2020,0
"GCN","III",7,"plant_2",7,2020,0
"GCN","III",7,"plant_3",2,2020,0
"GCN","III",7,"plant_4",2,2020,0
"GCN","IV",2,"plant_1",2,2020,0
"GCN","IV",2,"plant_2",1,2020,0
"GCN","IV",2,"plant_3",0,2020,1
"GCN","IV",2,"plant_4",0,2020,2
"GCN","IV",2,"plant_5",2,2020,0
"GCN","IV",3,"plant_1",2,2020,1
"GCN","IV",3,"plant_2",4,2020,0
"GCN","IV",3,"plant_3",12,2020,2
"GCN","IV",3,"plant_4",5,2020,0
"GCN","IV",3,"plant_5",9,2020,0
"GCN","IV",3,"plant_6",6,2020,0
"GCN","IV",3,"plant_7",9,2020,1
"GCN","IV",3,"plant_8",5,2020,4
"GCN","IV",3,"plant_9",2,2020,0
"GCN","IV",3,"plant_10",3,2020,3
"GCN","IV",3,"plant_11",2,2020,0
"GCN","IV",3,"plant_12",1,2020,0
"GCN","IV",3,"plant_13",1,2020,4
"GCN","IV",4,"plant_1",1,2020,0
"GCN","IV",4,"plant_2",3,2020,1
"GCN","IV",4,"plant_3",2,2020,0
"GCN","IV",4,"plant_4",1,2020,4
"GCN","IV",4,"plant_5",1,2020,5
"GCN","IV",4,"plant_6",2,2020,2
"KYE","I",6,"plant_1",0,2020,2
"KYE","III",2,"plant_1",1,2020,0
"KYE","III",2,"plant_2",1,2020,1
"KYE","III",3,"plant_1",1,2020,0
"KYE","III",3,"plant_2",2,2020,1
"KYE","III",4,"plant_1",2,2020,0
"KYE","IV",4,"plant_1",1,2020,1
"KYE","IV",5,"plant_1",0,2020,4
"LCE","I",1,"plant_1",1,2020,2
"LCE","I",1,"plant_2",3,2020,0
"LCE","I",1,"plant_3",4,2020,0
"LCE","I",1,"plant_4",1,2020,0
"LCE","I",1,"plant_5",0,2020,1
"LCE","I",1,"plant_6",2,2020,0
"LCE","I",1,"plant_7",2,2020,0
"LCE","I",1,"plant_8",2,2020,0
"LCE","I",1,"plant_9",4,2020,0
"LCE","I",1,"plant_10",2,2020,1
"LCE","I",1,"plant_11",1,2020,0
"LCE","I",1,"plant_12",1,2020,0
"LCE","I",1,"plant_13",3,2020,0
"LCE","I",1,"plant_14",1,2020,0
"LCE","I",2,"plant_1",2,2020,6
"LCE","I",4,"plant_1",2,2020,0
"LCE","I",7,"plant_1",1,2020,0
"LCE","I",7,"plant_2",2,2020,1
"LCE","I",7,"plant_3",2,2020,1
"LCE","I",7,"plant_4",1,2020,0
"LCE","I",7,"plant_5",0,2020,2
"LCE","I",7,"plant_6",1,2020,0
"LCE","I",7,"plant_7",1,2020,0
"LCE","I",7,"plant_8",1,2020,0
"LCE","I",7,"plant_9",2,2020,0
"LCE","I",7,"plant_10",1,2020,0
"LCE","I",7,"plant_11",0,2020,2
"LCE","I",7,"plant_12",0,2020,2
"LCE","I",8,"plant_1",5,2020,1
"LCE","I",8,"plant_2",2,2020,1
"LCE","I",8,"plant_3",4,2020,0
"LCE","II",1,"plant_1",4,2020,0
"LCE","II",1,"plant_2",0,2020,3
"LCE","II",1,"plant_3",1,2020,1
"LCE","II",1,"plant_4",0,2020,1
"LCE","II",1,"plant_5",0,2020,1
"LCE","II",1,"plant_6",0,2020,1
"LCE","II",1,"plant_7",1,2020,0
"LCE","II",1,"plant_8",2,2020,0
"LCE","II",1,"plant_9",1,2020,2
"LCE","II",1,"plant_10",3,2020,0
"LCE","II",1,"plant_11",3,2020,0
"LCE","II",1,"plant_12",1,2020,0
"LCE","II",1,"plant_13",0,2020,1
"LCE","II",2,"plant_1",5,2020,0
"LCE","II",2,"plant_2",2,2020,4
"LCE","II",2,"plant_3",0,2020,1
"LCE","II",2,"plant_4",0,2020,1
"LCE","II",2,"plant_5",0,2020,1
"LCE","II",2,"plant_6",0,2020,4
"LCE","II",2,"plant_7",0,2020,1
"LCE","II",3,"plant_1",1,2020,0
"LCE","II",3,"plant_2",0,2020,2
"LCE","II",3,"plant_3",0,2020,1
"LCE","II",3,"plant_4",0,2020,3
"LCE","II",3,"plant_5",1,2020,0
"LCE","II",3,"plant_6",0,2020,1
"LCE","II",3,"plant_7",1,2020,0
"LCE","II",3,"plant_8",0,2020,1
"LCE","II",4,"plant_1",1,2020,5
"LCE","II",4,"plant_2",10,2020,0
"LCE","II",7,"plant_1",2,2020,0
"LCE","III",1,"plant_1",2,2020,0
"LCE","III",1,"plant_2",1,2020,0
"LCE","III",1,"plant_3",5,2020,0
"LCE","III",1,"plant_4",1,2020,0
"LCE","III",1,"plant_5",1,2020,0
"LCE","III",1,"plant_6",5,2020,0
"LCE","III",1,"plant_7",1,2020,0
"LCE","III",1,"plant_8",1,2020,1
"LCE","III",1,"plant_9",3,2020,0
"LCE","III",1,"plant_10",3,2020,1
"LCE","III",1,"plant_11",2,2020,0
"LCE","III",2,"plant_1",3,2020,0
"LCE","III",4,"plant_1",5,2020,2
"LCE","III",5,"plant_1",0,2020,4
"LCE","III",5,"plant_2",1,2020,0
"LCE","III",6,"plant_1",4,2020,2
"LCE","III",6,"plant_2",0,2020,1
"LCE","III",7,"plant_1",6,2020,0
"LCE","III",7,"plant_2",3,2020,0
"LCE","III",7,"plant_3",4,2020,1
"LCE","III",7,"plant_4",4,2020,0
"LCE","III",7,"plant_5",1,2020,1
"LCE","III",7,"plant_6",4,2020,0
"LCE","III",7,"plant_7",1,2020,3
"LCE","III",7,"plant_8",25,2020,0
"LCE","III",7,"plant_9",2,2020,0
"LCE","III",7,"plant_10",4,2020,0
"LCE","III",8,"plant_1",5,2020,0
"LCE","III",8,"plant_2",4,2020,0
"LCE","III",8,"plant_3",1,2020,1
"LCE","III",8,"plant_4",1,2020,2
"LCE","III",8,"plant_5",0,2020,2
"LCE","III",8,"plant_6",2,2020,5
"LCE","III",8,"plant_7",1,2020,0
"LCE","III",8,"plant_8",0,2020,3
"LCE","III",8,"plant_9",2,2020,0
"LCW","I",4,"plant_1",1,2020,6
"LCW","I",5,"plant_1",0,2020,1
"LCW","I",5,"plant_2",0,2020,1
"LCW","I",5,"plant_3",0,2020,3
"LCW","I",5,"plant_4",0,2020,6
"LCW","I",5,"plant_5",3,2020,3
"LCW","II",6,"plant_1",0,2020,3
"LCW","III",4,"plant_1",4,2020,9
"LCW","III",5,"plant_1",0,2020,4
"LCW","III",8,"plant_1",4,2020,3
"LCW","III",8,"plant_2",1,2020,2
"LCW","III",8,"plant_3",6,2020,3
"LO","I",2,"plant_1",4,2020,3
"LO","I",2,"plant_2",3,2020,5
"LO","I",2,"plant_3",1,2020,5
"LO","I",2,"plant_4",0,2020,1
"LO","I",2,"plant_5",0,2020,1
"LO","I",3,"plant_1",0,2020,3
"LO","I",3,"plant_2",0,2020,6
"LO","I",3,"plant_3",2,2020,7
"LO","I",3,"plant_4",0,2020,9
"LO","I",3,"plant_5",0,2020,4
"LO","I",3,"plant_6",0,2020,3
"LO","I",3,"plant_7",0,2020,8
"LO","I",3,"plant_8",2,2020,0
"LO","I",4,"plant_1",3,2020,1
"LO","I",4,"plant_2",0,2020,2
"LO","I",4,"plant_3",0,2020,4
"LO","I",4,"plant_4",3,2020,7
"LO","I",4,"plant_5",3,2020,3
"LO","I",5,"plant_1",0,2020,4
"LO","I",5,"plant_2",0,2020,6
"LO","I",5,"plant_3",1,2020,3
"LO","I",5,"plant_4",0,2020,1
"LO","I",6,"plant_1",1,2020,0
"LO","I",7,"plant_1",1,2020,0
"LO","I",7,"plant_2",0,2020,1
"LO","I",7,"plant_3",0,2020,8
"LO","I",7,"plant_4",1,2020,0
"LO","I",8,"plant_1",1,2020,4
"LO","I",8,"plant_2",0,2020,6
"LO","I",8,"plant_3",0,2020,1
"LO","II",1,"plant_1",0,2020,4
"LO","II",1,"plant_2",4,2020,0
"LO","II",1,"plant_3",0,2020,4
"LO","II",2,"plant_1",3,2020,3
"LO","II",2,"plant_2",5,2020,1
"LO","II",2,"plant_3",0,2020,3
"LO","II",2,"plant_4",5,2020,0
"LO","II",2,"plant_5",0,2020,4
"LO","II",2,"plant_6",0,2020,3
"LO","II",2,"plant_7",0,2020,3
"LO","II",2,"plant_8",0,2020,2
"LO","II",2,"plant_9",0,2020,1
"LO","II",2,"plant_10",2,2020,1
"LO","II",2,"plant_11",0,2020,3
"LO","II",3,"plant_1",0,2020,1
"LO","II",3,"plant_2",1,2020,4
"LO","II",3,"plant_3",2,2020,2
"LO","II",4,"plant_1",1,2020,1
"LO","II",4,"plant_2",2,2020,0
"LO","II",4,"plant_3",1,2020,2
"LO","II",4,"plant_4",0,2020,2
"LO","II",4,"plant_5",0,2020,2
"LO","II",4,"plant_6",1,2020,0
"LO","II",5,"plant_1",1,2020,0
"LO","II",7,"plant_1",0,2020,5
"LO","II",7,"plant_2",0,2020,2
"LO","II",7,"plant_3",3,2020,0
"LO","III",1,"plant_1",1,2020,0
"LO","III",1,"plant_2",0,2020,2
"LO","III",1,"plant_3",3,2020,0
"LO","III",1,"plant_4",1,2020,0
"LO","III",2,"plant_1",4,2020,0
"LO","III",2,"plant_2",0,2020,4
"LO","III",2,"plant_3",1,2020,0
"LO","III",2,"plant_4",0,2020,1
"LO","III",3,"plant_1",1,2020,1
"LO","III",3,"plant_2",0,2020,1
"LO","III",3,"plant_3",1,2020,0
"LO","III",3,"plant_4",6,2020,7
"LO","III",3,"plant_5",0,2020,1
"LO","III",4,"plant_1",5,2020,0
"LO","III",5,"plant_1",0,2020,1
"LO","III",6,"plant_1",2,2020,3
"LO","III",6,"plant_2",0,2020,2
"LO","III",6,"plant_3",0,2020,2
"LO","III",6,"plant_4",1,2020,2
"LO","III",6,"plant_5",0,2020,2
"LO","III",6,"plant_6",1,2020,2
"LO","III",6,"plant_7",2,2020,0
"LO","III",7,"plant_1",6,2020,0
"LO","III",7,"plant_2",3,2020,0
"LO","III",7,"plant_3",6,2020,0
"LO","III",7,"plant_4",2,2020,1
"LO","III",7,"plant_5",4,2020,3
"LO","III",7,"plant_6",0,2020,2
"LO","IV",2,"plant_1",35,2020,0
"LO","IV",2,"plant_2",0,2020,5
"LO","IV",2,"plant_3",0,2020,5
"LO","IV",2,"plant_4",0,2020,7
"LO","IV",2,"plant_5",2,2020,5
"LO","IV",2,"plant_6",0,2020,4
"LO","IV",3,"plant_1",4,2020,0
"LO","IV",3,"plant_2",5,2020,0
"LO","IV",4,"plant_1",9,2020,1
"LO","IV",4,"plant_2",3,2020,0
"LO","IV",4,"plant_3",0,2020,3
"LO","IV",4,"plant_4",0,2020,2
"LO","IV",4,"plant_5",5,2020,0
"LO","IV",4,"plant_6",1,2020,0
"LO","IV",5,"plant_1",14,2020,0
"LO","IV",5,"plant_2",1,2020,3
"LO","IV",5,"plant_3",0,2020,3
"LO","IV",5,"plant_4",4,2020,0
"LO","IV",5,"plant_5",0,2020,4
"LO","IV",5,"plant_6",4,2020,1
"LO","IV",5,"plant_7",2,2020,2
"LO","IV",5,"plant_8",3,2020,0
"LO","IV",6,"plant_1",6,2020,0
"LO","IV",6,"plant_2",7,2020,8
"LO","IV",6,"plant_3",8,2020,2
"LO","IV",8,"plant_1",5,2020,0
"LO","IV",8,"plant_2",7,2020,0
"LO","IV",8,"plant_3",5,2020,0
"LO","IV",8,"plant_4",5,2020,0
"MC","I",1,"plant_1",4,2020,0
"MC","I",1,"plant_2",1,2020,1
"MC","I",1,"plant_3",1,2020,3
"MC","I",1,"plant_4",1,2020,0
"MC","I",1,"plant_5",2,2020,0
"MC","II",1,"plant_1",2,2020,0
"MC","II",4,"plant_1",5,2020,0
"MC","III",3,"plant_1",0,2020,3
"MC","IV",1,"plant_1",0,2020,1
"MC","IV",1,"plant_2",0,2020,1
"MC","IV",5,"plant_1",7,2020,6
"MC","IV",6,"plant_1",0,2020,3
"MC","IV",6,"plant_2",0,2020,2
"MC","IV",6,"plant_3",3,2020,0
"OKRE","I",7,"plant_1",2,2020,2
"OKRE","I",7,"plant_2",1,2020,0
"OKRE","I",8,"plant_1",0,2020,1
"OKRE","III",4,"plant_1",0,2020,1
"OKRW","II",1,"plant_1",1,2020,0
"OKRW","II",4,"plant_1",3,2020,0
"OKRW","II",4,"plant_2",0,2020,1
"OKRW","II",4,"plant_3",0,2020,1
"OKRW","II",4,"plant_4",3,2020,0
"OKRW","II",6,"plant_1",2,2020,0
"OKRW","II",6,"plant_2",2,2020,0
"OKRW","II",6,"plant_3",2,2020,0
"OKRW","II",6,"plant_4",2,2020,0
"OKRW","II",6,"plant_5",1,2020,0
"OKRW","II",6,"plant_6",2,2020,0
"OKRW","III",7,"plant_1",0,2020,3
"OKRW","III",7,"plant_2",0,2020,4
"OSR","I",1,"plant_1",2,2020,0
"OSR","I",3,"plant_1",7,2020,0
"OSR","I",3,"plant_2",6,2020,0
"OSR","I",8,"plant_1",3,2020,0
"OSR","II",1,"plant_1",0,2020,1
"OSR","II",1,"plant_2",7,2020,0
"OSR","III",2,"plant_1",4,2020,0
"OSR","III",5,"plant_1",4,2020,0
"OSR","III",6,"plant_1",1,2020,1
"OSR","III",8,"plant_1",1,2020,1
"OSR","III",8,"plant_2",7,2020,0
"OSR","III",8,"plant_3",2,2020,0
"OSR","III",8,"plant_4",11,2020,0
"OSR","III",8,"plant_5",4,2020,1
"OSR","IV",1,"plant_1",2,2020,1
"OSR","IV",1,"plant_2",3,2020,0
"OSR","IV",1,"plant_3",1,2020,0
"OSR","IV",2,"plant_1",2,2020,0
"OSR","IV",2,"plant_2",2,2020,0
"OSR","IV",2,"plant_3",6,2020,0
"OSR","IV",2,"plant_4",1,2020,0
"OSR","IV",3,"plant_1",2,2020,2
"OSR","IV",3,"plant_2",2,2020,2
"OSR","IV",3,"plant_3",1,2020,0
"OSR","IV",3,"plant_4",2,2020,0
"OSR","IV",3,"plant_5",2,2020,0
"OSR","IV",3,"plant_6",3,2020,1
"OSR","IV",3,"plant_7",0,2020,4
"OSR","IV",3,"plant_8",1,2020,0
"OSR","IV",3,"plant_9",2,2020,1
"S22","I",1,"plant_1",1,2020,0
"S22","I",1,"plant_2",1,2020,0
"S22","I",1,"plant_3",1,2020,0
"S22","I",1,"plant_4",1,2020,0
"S22","I",1,"plant_5",1,2020,0
"S22","I",1,"plant_6",2,2020,0
"S22","I",1,"plant_7",1,2020,0
"S22","I",1,"plant_8",1,2020,0
"S22","I",1,"plant_9",1,2020,0
"S22","I",1,"plant_10",1,2020,0
"S22","I",2,"plant_1",2,2020,0
"S22","I",2,"plant_2",3,2020,0
"S22","I",2,"plant_3",1,2020,0
"S22","I",2,"plant_4",1,2020,0
"S22","I",2,"plant_5",1,2020,0
"S22","I",2,"plant_6",2,2020,0
"S22","I",2,"plant_7",1,2020,0
"S22","I",2,"plant_8",3,2020,0
"S22","I",2,"plant_9",1,2020,0
"S22","I",2,"plant_10",4,2020,0
"S22","I",2,"plant_11",2,2020,0
"S22","I",2,"plant_12",3,2020,0
"S22","I",2,"plant_13",3,2020,0
"S22","I",2,"plant_14",2,2020,0
"S22","I",2,"plant_15",1,2020,0
"S22","I",2,"plant_16",6,2020,0
"S22","I",2,"plant_17",4,2020,0
"S22","I",3,"plant_1",4,2020,0
"S22","I",3,"plant_2",1,2020,0
"S22","I",3,"plant_3",5,2020,0
"S22","I",3,"plant_4",1,2020,0
"S22","I",3,"plant_5",2,2020,0
"S22","I",3,"plant_6",1,2020,1
"S22","I",3,"plant_7",5,2020,0
"S22","I",5,"plant_1",0,2020,1
"S22","I",5,"plant_2",1,2020,0
"S22","I",5,"plant_3",0,2020,1
"S22","I",5,"plant_4",0,2020,1
"S22","I",5,"plant_5",0,2020,1
"S22","I",5,"plant_6",1,2020,0
"S22","I",5,"plant_7",2,2020,0
"S22","I",5,"plant_8",1,2020,0
"S22","I",5,"plant_9",1,2020,0
"S22","I",5,"plant_10",2,2020,0
"S22","I",5,"plant_11",1,2020,0
"S22","I",5,"plant_12",1,2020,0
"S22","I",5,"plant_13",2,2020,0
"S22","I",5,"plant_14",1,2020,0
"S22","I",5,"plant_15",1,2020,0
"S22","I",6,"plant_1",1,2020,0
"S22","I",6,"plant_2",1,2020,0
"S22","I",6,"plant_3",1,2020,0
"S22","I",6,"plant_4",2,2020,0
"S22","I",6,"plant_5",0,2020,1
"S22","I",6,"plant_6",3,2020,1
"S22","I",6,"plant_7",3,2020,0
"S22","I",6,"plant_8",1,2020,0
"S22","I",6,"plant_9",2,2020,0
"S22","I",6,"plant_10",2,2020,0
"S22","I",6,"plant_11",1,2020,0
"S22","I",6,"plant_12",1,2020,0
"S22","I",6,"plant_13",1,2020,0
"S22","I",6,"plant_14",1,2020,0
"S22","I",6,"plant_15",1,2020,0
"S22","I",8,"plant_1",1,2020,0
"S22","I",8,"plant_2",1,2020,0
"S22","I",8,"plant_3",1,2020,0
"S22","I",8,"plant_4",1,2020,0
"S22","I",8,"plant_5",1,2020,0
"S22","I",8,"plant_6",1,2020,0
"S22","I",8,"plant_7",2,2020,0
"S22","I",8,"plant_8",1,2020,0
"S22","I",8,"plant_9",1,2020,0
"S22","I",8,"plant_10",2,2020,0
"S22","I",8,"plant_11",1,2020,0
"S22","I",8,"plant_12",1,2020,0
"S22","I",8,"plant_13",2,2020,0
"S22","I",8,"plant_14",3,2020,0
"S22","I",8,"plant_15",2,2020,0
"S22","II",1,"plant_1",1,2020,0
"S22","II",1,"plant_2",1,2020,0
"S22","II",1,"plant_3",1,2020,0
"S22","II",1,"plant_4",2,2020,0
"S22","II",1,"plant_5",2,2020,0
"S22","II",1,"plant_6",4,2020,0
"S22","II",1,"plant_7",1,2020,0
"S22","II",1,"plant_8",2,2020,0
"S22","II",1,"plant_9",1,2020,0
"S22","II",1,"plant_10",2,2020,0
"S22","II",1,"plant_11",1,2020,0
