"site","transect","position","plantNumber","countUndamagedFruitsPerPlant","year","countDamagedFruitsPerPlant"
"S22","II",1,"plant_12",1,2020,0
"S22","II",1,"plant_13",1,2020,0
"S22","II",1,"plant_14",1,2020,0
"S22","II",1,"plant_15",1,2020,0
"S22","II",1,"plant_16",1,2020,1
"S22","II",1,"plant_17",4,2020,2
"S22","II",1,"plant_18",1,2020,0
"S22","II",2,"plant_1",1,2020,0
"S22","II",2,"plant_2",4,2020,0
"S22","II",2,"plant_3",5,2020,0
"S22","II",2,"plant_4",4,2020,0
"S22","II",2,"plant_5",5,2020,0
"S22","II",4,"plant_1",3,2020,0
"S22","II",6,"plant_1",2,2020,0
"S22","II",6,"plant_2",1,2020,0
"S22","II",6,"plant_3",2,2020,0
"S22","II",6,"plant_4",2,2020,0
"S22","IV",5,"plant_1",0,2020,1
"S22","IV",5,"plant_2",1,2020,1
"S22","IV",5,"plant_3",1,2020,0
"S22","IV",5,"plant_4",1,2020,0
"S22","IV",5,"plant_5",1,2020,0
"S22","IV",5,"plant_6",4,2020,0
"S22","IV",5,"plant_7",1,2020,0
"S22","IV",5,"plant_8",1,2020,0
"S22","IV",5,"plant_9",1,2020,0
"S22","IV",5,"plant_10",1,2020,0
"S22","IV",5,"plant_11",2,2020,0
"S22","IV",5,"plant_12",5,2020,0
"S22","IV",5,"plant_13",2,2020,0
"S22","IV",5,"plant_14",2,2020,0
"S22","IV",5,"plant_15",2,2020,0
"S22","IV",6,"plant_1",10,2020,0
"S22","IV",7,"plant_1",15,2020,0
"S22","IV",7,"plant_2",4,2020,0
"S22","IV",7,"plant_3",12,2020,0
"S22","IV",7,"plant_4",6,2020,0
"S22","IV",7,"plant_5",2,2020,0
"S22","IV",7,"plant_6",16,2020,0
"SM","I",1,"plant_1",1,2020,0
"SM","I",1,"plant_2",0,2020,1
"SM","I",1,"plant_3",0,2020,1
"SM","I",1,"plant_4",0,2020,1
"SM","I",1,"plant_5",1,2020,0
"SM","I",1,"plant_6",1,2020,0
"SM","I",1,"plant_7",2,2020,0
"SM","I",1,"plant_8",1,2020,0
"SM","I",1,"plant_9",4,2020,0
"SM","I",1,"plant_10",2,2020,0
"SM","I",1,"plant_11",4,2020,0
"SM","I",1,"plant_12",3,2020,0
"SM","I",1,"plant_13",1,2020,0
"SM","I",1,"plant_14",17,2020,0
"SM","I",1,"plant_15",5,2020,0
"SM","I",2,"plant_1",3,2020,0
"SM","I",2,"plant_2",3,2020,0
"SM","I",2,"plant_3",3,2020,0
"SM","I",2,"plant_4",3,2020,0
"SM","I",2,"plant_5",1,2020,0
"SM","I",2,"plant_6",1,2020,0
"SM","I",2,"plant_7",2,2020,0
"SM","I",2,"plant_8",3,2020,0
"SM","I",2,"plant_9",1,2020,0
"SM","I",2,"plant_10",0,2020,2
"SM","I",2,"plant_11",1,2020,0
"SM","I",2,"plant_12",2,2020,0
"SM","I",2,"plant_13",2,2020,0
"SM","I",2,"plant_14",2,2020,0
"SM","I",2,"plant_15",1,2020,0
"SM","I",3,"plant_1",6,2020,0
"SM","I",3,"plant_2",1,2020,1
"SM","I",3,"plant_3",2,2020,0
"SM","I",3,"plant_4",2,2020,0
"SM","I",3,"plant_5",1,2020,0
"SM","I",3,"plant_6",1,2020,0
"SM","I",3,"plant_7",1,2020,0
"SM","I",3,"plant_8",1,2020,0
"SM","I",3,"plant_9",1,2020,0
"SM","I",3,"plant_10",2,2020,0
"SM","I",3,"plant_11",4,2020,0
"SM","I",3,"plant_12",1,2020,0
"SM","I",3,"plant_13",1,2020,0
"SM","I",3,"plant_14",0,2020,1
"SM","I",3,"plant_15",1,2020,0
"SM","I",4,"plant_1",1,2020,0
"SM","I",4,"plant_2",1,2020,0
"SM","I",4,"plant_3",1,2020,0
"SM","I",4,"plant_4",1,2020,0
"SM","I",4,"plant_5",1,2020,0
"SM","II",1,"plant_1",8,2020,0
"SM","II",1,"plant_2",3,2020,0
"SM","II",1,"plant_3",1,2020,0
"SM","II",1,"plant_4",2,2020,0
"SM","II",1,"plant_5",3,2020,0
"SM","II",1,"plant_6",1,2020,0
"SM","II",1,"plant_7",1,2020,0
"SM","II",1,"plant_8",4,2020,0
"SM","II",1,"plant_9",2,2020,0
"SM","II",1,"plant_10",1,2020,0
"SM","II",1,"plant_11",1,2020,0
"SM","II",1,"plant_12",3,2020,0
"SM","II",1,"plant_13",1,2020,0
"SM","II",1,"plant_14",6,2020,0
"SM","II",1,"plant_15",1,2020,0
"SM","II",1,"plant_16",1,2020,0
"SM","II",2,"plant_1",2,2020,0
"SM","II",2,"plant_2",5,2020,0
"SM","II",2,"plant_3",1,2020,0
"SM","II",2,"plant_4",1,2020,0
"SM","II",2,"plant_5",2,2020,0
"SM","II",2,"plant_6",1,2020,0
"SM","II",2,"plant_7",2,2020,0
"SM","II",2,"plant_8",2,2020,0
"SM","II",3,"plant_1",5,2020,0
"SM","II",3,"plant_2",6,2020,0
"SM","II",3,"plant_3",3,2020,0
"SM","II",3,"plant_4",3,2020,0
"SM","II",3,"plant_5",7,2020,0
"SM","II",3,"plant_6",2,2020,0
"SM","II",3,"plant_7",4,2020,0
"SM","II",3,"plant_8",2,2020,0
"SM","II",3,"plant_9",2,2020,0
"SM","II",3,"plant_10",1,2020,0
"SM","II",3,"plant_11",6,2020,0
"SM","II",3,"plant_12",0,2020,2
"SM","II",3,"plant_13",2,2020,0
"SM","II",3,"plant_14",2,2020,0
"SM","II",3,"plant_15",2,2020,0
"SM","II",3,"plant_16",1,2020,1
"SM","II",4,"plant_1",1,2020,0
"SM","II",4,"plant_2",1,2020,0
"SM","II",4,"plant_3",3,2020,0
"SM","II",4,"plant_4",1,2020,0
"SM","II",4,"plant_5",6,2020,0
"SM","II",4,"plant_6",4,2020,0
"SM","II",4,"plant_7",6,2020,0
"SM","II",4,"plant_8",2,2020,0
"SM","II",4,"plant_9",4,2020,0
"SM","II",4,"plant_10",2,2020,0
"SM","II",4,"plant_11",2,2020,0
"SM","II",4,"plant_12",1,2020,0
"SM","II",4,"plant_13",1,2020,0
"SM","II",4,"plant_14",1,2020,0
"SM","II",4,"plant_15",1,2020,0
"SM","II",5,"plant_1",4,2020,0
"SM","II",5,"plant_2",1,2020,0
"SM","III",3,"plant_1",0,2020,1
"SM","III",3,"plant_2",2,2020,1
"SM","III",3,"plant_3",0,2020,2
"SM","III",4,"plant_1",1,2020,0
"SM","III",4,"plant_2",18,2020,5
"SM","III",4,"plant_3",0,2020,1
"SM","III",4,"plant_4",1,2020,0
"SM","III",5,"plant_1",0,2020,1
"SM","III",5,"plant_2",6,2020,9
"SM","III",5,"plant_3",2,2020,1
"SM","III",5,"plant_4",7,2020,6
"SM","III",5,"plant_5",0,2020,8
"SM","III",5,"plant_6",0,2020,6
"SM","III",5,"plant_7",7,2020,2
"SM","III",5,"plant_8",0,2020,2
"SM","III",6,"plant_1",17,2020,0
"SM","III",8,"plant_1",1,2020,0
"SM","IV",1,"plant_1",1,2020,2
"SM","IV",1,"plant_2",1,2020,1
"SM","IV",1,"plant_3",1,2020,2
"SM","IV",1,"plant_4",1,2020,1
"SM","IV",1,"plant_5",1,2020,0
"SM","IV",1,"plant_6",3,2020,0
"SM","IV",2,"plant_1",5,2020,0
"SM","IV",3,"plant_1",1,2020,0
"SM","IV",3,"plant_2",2,2020,0
"SM","IV",4,"plant_1",8,2020,0
"SM","IV",4,"plant_2",2,2020,0
"SM","IV",4,"plant_3",1,2020,0
"SM","IV",4,"plant_4",2,2020,0
"SM","IV",4,"plant_5",1,2020,0
"SM","IV",4,"plant_6",1,2020,0
"SM","IV",4,"plant_7",4,2020,0
"SM","IV",4,"plant_8",4,2020,0
"SM","IV",4,"plant_9",6,2020,4
"SM","IV",4,"plant_10",6,2020,0
"SM","IV",4,"plant_11",2,2020,0
"SM","IV",4,"plant_12",2,2020,0
"SM","IV",4,"plant_13",3,2020,0
"SM","IV",4,"plant_14",3,2020,0
"SM","IV",4,"plant_15",2,2020,0
"SM","IV",5,"plant_1",4,2020,0
"SM","IV",5,"plant_2",5,2020,0
"SM","IV",5,"plant_3",2,2020,0
"SM","IV",5,"plant_4",3,2020,0
"SM","IV",5,"plant_5",2,2020,0
"SM","IV",5,"plant_6",1,2020,0
"SM","IV",5,"plant_7",0,2020,1
"SM","IV",5,"plant_8",3,2020,1
"SM","IV",5,"plant_9",3,2020,1
"SM","IV",5,"plant_10",2,2020,0
"SM","IV",5,"plant_11",3,2020,0
"SM","IV",5,"plant_12",7,2020,0
"SM","IV",5,"plant_13",5,2020,0
"SM","IV",5,"plant_14",3,2020,0
"SM","IV",7,"plant_1",3,2020,1
"SM","IV",7,"plant_2",0,2020,4
"SM","IV",7,"plant_3",3,2020,0
"SM","IV",7,"plant_4",2,2020,1
"SM","IV",7,"plant_5",1,2020,0
"SM","IV",7,"plant_6",0,2020,1
"SM","IV",7,"plant_7",0,2020,4
"SM","IV",7,"plant_8",3,2020,0
"SM","IV",7,"plant_9",0,2020,1
"SM","IV",7,"plant_10",0,2020,1
"SM","IV",7,"plant_11",1,2020,0
"SM","IV",7,"plant_12",1,2020,0
"SM","IV",7,"plant_13",2,2020,0
"SM","IV",7,"plant_14",2,2020,0
"SM","IV",7,"plant_15",2,2020,0
"SM","IV",8,"plant_1",1,2020,0
"SM","IV",8,"plant_2",2,2020,0
"SM","IV",8,"plant_3",1,2020,0
"SM","IV",8,"plant_4",5,2020,0
"SM","IV",8,"plant_5",6,2020,0
"SM","IV",8,"plant_6",6,2020,0
"SM","IV",8,"plant_7",2,2020,0
"SM","IV",8,"plant_8",4,2020,0
"SM","IV",8,"plant_9",3,2020,0
"SM","IV",8,"plant_10",5,2020,0
"URS","I",7,"plant_1",16,2020,1
"URS","I",7,"plant_2",0,2020,9
"URS","II",1,"plant_1",9,2020,1
"URS","IV",4,"plant_1",3,2020,3
