"site","transect","position","plantNumber","countFruitsPerPlant","year"
"BG","I",1,"plant_1",1,2007
"BG","I",1,"plant_2",1,2007
"BG","I",1,"plant_3",2,2007
"BG","I",1,"plant_4",2,2007
"BG","I",1,"plant_5",1,2007
"BG","I",2,"plant_1",2,2007
"BG","I",3,"plant_1",4,2007
"BG","I",3,"plant_2",1,2007
"BG","I",4,"plant_1",4,2007
"BG","I",4,"plant_2",1,2007
"BG","I",5,"plant_1",5,2007
"BG","I",5,"plant_2",2,2007
"BG","I",5,"plant_3",1,2007
"BG","I",5,"plant_4",1,2007
"BG","I",5,"plant_5",2,2007
"BG","I",5,"plant_6",1,2007
"BG","I",5,"plant_7",3,2007
"BG","I",6,"plant_1",1,2007
"BG","I",6,"plant_2",2,2007
"BG","I",7,"plant_1",4,2007
"BG","I",7,"plant_2",1,2007
"BG","II",2,"plant_1",1,2007
"BG","II",2,"plant_2",2,2007
"BG","II",5,"plant_1",2,2007
"BG","III",1,"plant_1",5,2007
"BG","III",1,"plant_2",1,2007
"BG","III",1,"plant_3",2,2007
"BG","III",1,"plant_4",7,2007
"BG","III",1,"plant_5",3,2007
"BG","III",1,"plant_6",14,2007
"BG","III",2,"plant_1",2,2007
"BG","III",2,"plant_2",1,2007
"BG","III",4,"plant_1",1,2007
"BG","III",4,"plant_2",1,2007
"BG","III",5,"plant_1",2,2007
"BG","III",5,"plant_2",2,2007
"BG","III",5,"plant_3",2,2007
"BG","III",6,"plant_1",3,2007
"BG","III",6,"plant_2",2,2007
"BG","III",6,"plant_3",1,2007
"BG","IV",1,"plant_1",9,2007
"BG","IV",5,"plant_1",2,2007
"BR","I",2,"plant_1",3,2007
"BR","I",2,"plant_2",2,2007
"BR","I",3,"plant_1",1,2007
"BR","I",3,"plant_2",1,2007
"BR","I",4,"plant_1",1,2007
"BR","I",4,"plant_2",1,2007
"BR","I",6,"plant_1",1,2007
"BR","I",6,"plant_2",1,2007
"BR","I",6,"plant_3",2,2007
"BR","I",6,"plant_4",2,2007
"BR","I",6,"plant_5",2,2007
"BR","I",6,"plant_6",3,2007
"BR","I",7,"plant_1",1,2007
"BR","I",7,"plant_2",1,2007
"BR","I",7,"plant_3",1,2007
"BR","I",7,"plant_4",3,2007
"BR","I",7,"plant_5",3,2007
"BR","I",7,"plant_6",3,2007
"BR","I",7,"plant_7",2,2007
"BR","I",7,"plant_8",1,2007
"BR","I",7,"plant_9",2,2007
"BR","II",1,"plant_1",1,2007
"BR","II",1,"plant_2",2,2007
"BR","II",1,"plant_3",1,2007
"BR","II",1,"plant_4",2,2007
"BR","II",2,"plant_1",2,2007
"BR","II",2,"plant_2",1,2007
"BR","II",2,"plant_3",1,2007
"BR","II",2,"plant_4",1,2007
"BR","II",2,"plant_5",1,2007
"BR","II",2,"plant_6",2,2007
"BR","II",2,"plant_7",4,2007
"BR","II",2,"plant_8",2,2007
"BR","II",2,"plant_9",2,2007
"BR","II",2,"plant_10",1,2007
"BR","II",2,"plant_11",1,2007
"BR","II",3,"plant_1",1,2007
"BR","II",3,"plant_2",2,2007
"BR","II",3,"plant_3",2,2007
"BR","II",3,"plant_4",1,2007
"BR","II",3,"plant_5",1,2007
"BR","II",3,"plant_6",1,2007
"BR","II",3,"plant_7",2,2007
"BR","II",3,"plant_8",1,2007
"BR","II",3,"plant_9",1,2007
"BR","II",4,"plant_1",1,2007
"BR","II",4,"plant_2",2,2007
"BR","II",4,"plant_3",1,2007
"BR","II",4,"plant_4",1,2007
"BR","II",4,"plant_5",1,2007
"BR","II",4,"plant_6",1,2007
"BR","II",4,"plant_7",1,2007
"BR","II",4,"plant_8",1,2007
"BR","II",4,"plant_9",3,2007
"BR","II",4,"plant_10",1,2007
"BR","II",5,"plant_1",1,2007
"BR","II",5,"plant_2",1,2007
"BR","II",6,"plant_1",1,2007
"BR","II",6,"plant_2",1,2007
"BR","II",6,"plant_3",1,2007
"BR","II",6,"plant_4",1,2007
"BR","II",8,"plant_1",2,2007
"BR","II",8,"plant_2",8,2007
"BR","III",1,"plant_1",6,2007
"BR","III",1,"plant_2",1,2007
"BR","III",1,"plant_3",2,2007
"BR","III",1,"plant_4",1,2007
"BR","III",1,"plant_5",1,2007
"BR","III",1,"plant_6",5,2007
"BR","III",2,"plant_1",2,2007
"BR","III",2,"plant_2",2,2007
"BR","III",2,"plant_3",1,2007
"BR","III",2,"plant_4",1,2007
"BR","III",2,"plant_5",2,2007
"BR","III",2,"plant_6",1,2007
"BR","III",2,"plant_7",1,2007
"BR","III",3,"plant_1",7,2007
"BR","III",3,"plant_2",2,2007
"BR","III",3,"plant_3",3,2007
"BR","III",3,"plant_4",6,2007
"BR","III",3,"plant_5",4,2007
"BR","III",3,"plant_6",1,2007
"BR","III",4,"plant_1",2,2007
"BR","III",5,"plant_1",2,2007
"BR","III",5,"plant_2",1,2007
"BR","III",5,"plant_3",2,2007
"BR","III",5,"plant_4",1,2007
"BR","III",5,"plant_5",2,2007
"BR","III",5,"plant_6",1,2007
"BR","III",5,"plant_7",2,2007
"BR","III",5,"plant_8",3,2007
"BR","III",5,"plant_9",3,2007
"BR","III",5,"plant_10",1,2007
"BR","III",5,"plant_11",1,2007
"BR","III",5,"plant_12",3,2007
"BR","III",6,"plant_1",1,2007
"BR","III",6,"plant_2",1,2007
"BR","III",6,"plant_3",3,2007
"BR","III",6,"plant_4",1,2007
"BR","III",6,"plant_5",1,2007
"BR","III",6,"plant_6",1,2007
"BR","III",6,"plant_7",4,2007
"BR","III",6,"plant_8",1,2007
"BR","III",6,"plant_9",5,2007
"BR","III",6,"plant_10",3,2007
"BR","III",6,"plant_11",1,2007
"BR","III",6,"plant_12",5,2007
"BR","III",6,"plant_13",2,2007
"BR","III",6,"plant_14",2,2007
"BR","III",6,"plant_15",4,2007
"BR","III",6,"plant_16",1,2007
"BR","III",6,"plant_17",1,2007
"BR","III",6,"plant_18",5,2007
"BR","III",6,"plant_19",2,2007
"BR","III",6,"plant_20",3,2007
"BR","III",6,"plant_21",2,2007
"BR","III",6,"plant_22",1,2007
"BR","III",6,"plant_23",1,2007
"BR","III",6,"plant_24",2,2007
"BR","III",6,"plant_25",3,2007
"BR","III",6,"plant_26",2,2007
"BR","III",6,"plant_27",1,2007
"BR","III",6,"plant_28",1,2007
"BR","III",7,"plant_1",4,2007
"BR","III",7,"plant_2",2,2007
"BR","III",7,"plant_3",1,2007
"BR","III",8,"plant_1",4,2007
"BR","III",8,"plant_2",3,2007
"BR","III",8,"plant_3",4,2007
"BR","III",8,"plant_4",2,2007
"BR","IV",2,"plant_1",1,2007
"BR","IV",3,"plant_1",9,2007
"BR","IV",3,"plant_2",3,2007
"BR","IV",3,"plant_3",1,2007
"BR","IV",3,"plant_4",1,2007
"BR","IV",3,"plant_5",3,2007
"BR","IV",3,"plant_6",7,2007
"BR","IV",3,"plant_7",3,2007
"BR","IV",3,"plant_8",9,2007
"BR","IV",3,"plant_9",4,2007
"BR","IV",3,"plant_10",1,2007
"BR","IV",4,"plant_1",1,2007
"BR","IV",4,"plant_2",2,2007
"BR","IV",4,"plant_3",1,2007
"BR","IV",4,"plant_4",1,2007
"BR","IV",4,"plant_5",14,2007
"BR","IV",4,"plant_6",4,2007
"BR","IV",5,"plant_1",2,2007
"BR","IV",5,"plant_2",5,2007
"BR","IV",5,"plant_3",1,2007
"BR","IV",5,"plant_4",6,2007
"BR","IV",5,"plant_5",1,2007
"BR","IV",6,"plant_1",9,2007
"BR","IV",6,"plant_2",4,2007
"BR","IV",6,"plant_3",4,2007
"BR","IV",6,"plant_4",3,2007
"BR","IV",6,"plant_5",2,2007
"BR","IV",6,"plant_6",12,2007
"BR","IV",6,"plant_7",2,2007
"BR","IV",6,"plant_8",6,2007
"BR","IV",6,"plant_9",4,2007
"BR","IV",6,"plant_10",1,2007
"BR","IV",6,"plant_11",9,2007
"BR","IV",6,"plant_12",4,2007
"BR","IV",6,"plant_13",1,2007
"BR","IV",6,"plant_14",1,2007
"BR","IV",7,"plant_1",2,2007
"BR","IV",7,"plant_2",1,2007
"BR","IV",7,"plant_3",1,2007
"BR","IV",7,"plant_4",2,2007
"BR","IV",7,"plant_5",1,2007
"BR","IV",7,"plant_6",1,2007
"CF","I",1,"plant_1",4,2007
"CF","I",3,"plant_1",2,2007
"CF","I",3,"plant_2",5,2007
"CF","I",3,"plant_3",1,2007
"CF","I",4,"plant_1",4,2007
"CF","I",4,"plant_2",1,2007
"CF","II",6,"plant_1",3,2007
"CF","II",6,"plant_2",2,2007
"CF","II",6,"plant_3",1,2007
"CF","II",6,"plant_4",1,2007
"CF","II",6,"plant_5",1,2007
"CF","II",6,"plant_6",2,2007
"CF","II",6,"plant_7",2,2007
"CF","II",7,"plant_1",1,2007
"CF","III",2,"plant_1",1,2007
"CF","III",4,"plant_1",13,2007
"CF","III",5,"plant_1",1,2007
"CF","IV",4,"plant_1",1,2007
"CF","IV",4,"plant_2",2,2007
"CF","IV",5,"plant_1",4,2007
"CF","IV",6,"plant_1",1,2007
"CF","IV",6,"plant_2",2,2007
"CP3","II",3,"plant_1",5,2007
"CP3","II",3,"plant_2",4,2007
"CP3","II",3,"plant_3",1,2007
"CP3","II",3,"plant_4",1,2007
"CP3","II",3,"plant_5",2,2007
"CP3","II",3,"plant_6",5,2007
"CP3","II",3,"plant_7",4,2007
"CP3","II",3,"plant_8",1,2007
"CP3","II",5,"plant_1",15,2007
"CP3","II",5,"plant_2",14,2007
"CP3","II",5,"plant_3",7,2007
"CP3","II",5,"plant_4",2,2007
"CP3","II",5,"plant_5",7,2007
"CP3","II",6,"plant_1",5,2007
"CP3","II",6,"plant_2",9,2007
"CP3","II",6,"plant_3",5,2007
"CP3","II",6,"plant_4",6,2007
"CP3","II",6,"plant_5",8,2007
"CP3","II",6,"plant_6",2,2007
"CP3","II",6,"plant_7",4,2007
"CP3","II",7,"plant_1",3,2007
"CP3","II",7,"plant_2",3,2007
"CP3","II",7,"plant_3",2,2007
"CP3","II",8,"plant_1",2,2007
"CP3","III",1,"plant_1",1,2007
"CP3","III",6,"plant_1",2,2007
"CP3","III",6,"plant_2",1,2007
"CP3","III",7,"plant_1",1,2007
"CP3","III",7,"plant_2",3,2007
"DEM","I",2,"plant_1",5,2007
"DEM","I",7,"plant_1",2,2007
"DEM","I",8,"plant_1",1,2007
"DEM","I",8,"plant_2",2,2007
"DEM","II",4,"plant_1",1,2007
"DEM","III",1,"plant_1",12,2007
"DEM","III",2,"plant_1",3,2007
"DEM","III",2,"plant_2",2,2007
"DEM","III",2,"plant_3",4,2007
"DEM","III",2,"plant_4",4,2007
"DEM","III",2,"plant_5",1,2007
"DEM","III",2,"plant_6",1,2007
"DEM","III",3,"plant_1",1,2007
"DEM","III",3,"plant_2",2,2007
"DEM","III",3,"plant_3",1,2007
"DEM","III",3,"plant_4",1,2007
"DEM","III",3,"plant_5",4,2007
"DEM","III",3,"plant_6",2,2007
"DEM","III",3,"plant_7",1,2007
"DEM","III",3,"plant_8",1,2007
"DEM","III",3,"plant_9",2,2007
"DEM","III",3,"plant_10",3,2007
"DEM","III",3,"plant_11",2,2007
"DEM","III",3,"plant_12",1,2007
"DEM","III",3,"plant_13",2,2007
"DEM","III",3,"plant_14",1,2007
"DEM","III",3,"plant_15",1,2007
"DEM","III",3,"plant_16",1,2007
"DEM","III",3,"plant_17",1,2007
"DEM","III",3,"plant_18",2,2007
"DEM","III",3,"plant_19",1,2007
"DEM","III",3,"plant_20",1,2007
"DEM","III",3,"plant_21",5,2007
"DEM","III",3,"plant_22",2,2007
"DEM","III",3,"plant_23",3,2007
"DEM","III",3,"plant_24",1,2007
"DEM","III",3,"plant_25",1,2007
"DEM","III",3,"plant_26",1,2007
"DEM","III",3,"plant_27",2,2007
"DEM","III",4,"plant_1",6,2007
"DEM","III",4,"plant_2",3,2007
"DEM","III",4,"plant_3",2,2007
"DEM","III",4,"plant_4",3,2007
"DEM","III",4,"plant_5",1,2007
"DEM","III",4,"plant_6",1,2007
"DEM","III",6,"plant_1",9,2007
"DEM","IV",1,"plant_1",2,2007
"DEM","IV",1,"plant_2",1,2007
"DEM","IV",1,"plant_3",1,2007
"DEM","IV",1,"plant_4",1,2007
"DEM","IV",1,"plant_5",2,2007
"DEM","IV",1,"plant_6",1,2007
"DEM","IV",1,"plant_7",1,2007
"DEM","IV",1,"plant_8",1,2007
"DEM","IV",2,"plant_1",2,2007
"DEM","IV",2,"plant_2",3,2007
"DEM","IV",3,"plant_1",1,2007
"DEM","IV",3,"plant_2",1,2007
"DEM","IV",3,"plant_3",3,2007
"DEM","IV",4,"plant_1",1,2007
"DEM","IV",4,"plant_2",1,2007
"DEM","IV",4,"plant_3",1,2007
"DEM","IV",5,"plant_1",1,2007
"DEM","IV",5,"plant_2",1,2007
"DEM","IV",5,"plant_3",1,2007
"DEM","IV",5,"plant_4",1,2007
"DEM","IV",5,"plant_5",1,2007
"DEM","IV",5,"plant_6",1,2007
"DEM","IV",5,"plant_7",2,2007
"DEM","IV",5,"plant_8",1,2007
"DLW","I",1,"plant_1",5,2007
"DLW","I",2,"plant_1",1,2007
"DLW","I",5,"plant_1",3,2007
"DLW","I",6,"plant_1",1,2007
"DLW","III",3,"plant_1",2,2007
"DLW","IV",3,"plant_1",2,2007
"EC","I",1,"plant_1",1,2007
"EC","I",1,"plant_2",2,2007
"EC","I",1,"plant_3",1,2007
"EC","I",2,"plant_1",4,2007
"EC","I",2,"plant_2",2,2007
"EC","I",2,"plant_3",1,2007
"EC","I",2,"plant_4",1,2007
"EC","I",3,"plant_1",2,2007
"EC","I",3,"plant_2",1,2007
"EC","I",3,"plant_3",1,2007
"EC","I",3,"plant_4",3,2007
"EC","I",3,"plant_5",2,2007
"EC","I",3,"plant_6",2,2007
"EC","I",3,"plant_7",1,2007
"EC","I",3,"plant_8",2,2007
"EC","I",3,"plant_9",3,2007
"EC","I",3,"plant_10",2,2007
"EC","I",3,"plant_11",5,2007
"EC","I",3,"plant_12",2,2007
"EC","I",4,"plant_1",1,2007
"EC","I",4,"plant_2",1,2007
"EC","I",5,"plant_1",1,2007
"EC","I",5,"plant_2",2,2007
"EC","I",5,"plant_3",1,2007
"EC","I",5,"plant_4",1,2007
"EC","I",5,"plant_5",2,2007
"EC","I",6,"plant_1",4,2007
"EC","I",6,"plant_2",1,2007
"EC","I",6,"plant_3",1,2007
"EC","I",6,"plant_4",1,2007
"EC","I",6,"plant_5",2,2007
"EC","I",6,"plant_6",2,2007
"EC","I",6,"plant_7",2,2007
"EC","I",6,"plant_8",3,2007
"EC","I",6,"plant_9",1,2007
"EC","I",6,"plant_10",1,2007
"EC","I",6,"plant_11",1,2007
"EC","I",6,"plant_12",2,2007
"EC","I",6,"plant_13",2,2007
"EC","I",6,"plant_14",3,2007
"EC","I",7,"plant_1",2,2007
"EC","I",7,"plant_2",1,2007
"EC","I",7,"plant_3",2,2007
"EC","I",7,"plant_4",1,2007
"EC","I",7,"plant_5",1,2007
"EC","I",7,"plant_6",2,2007
"EC","II",2,"plant_1",1,2007
"EC","II",2,"plant_2",1,2007
"EC","II",3,"plant_1",2,2007
"EC","II",3,"plant_2",2,2007
"EC","II",3,"plant_3",1,2007
"EC","II",4,"plant_1",1,2007
"EC","II",4,"plant_2",1,2007
"EC","II",4,"plant_3",1,2007
"EC","II",4,"plant_4",2,2007
"EC","II",4,"plant_5",1,2007
"EC","II",5,"plant_1",1,2007
"EC","II",5,"plant_2",1,2007
"EC","II",6,"plant_1",1,2007
"EC","II",6,"plant_2",2,2007
"EC","II",6,"plant_3",2,2007
"EC","II",6,"plant_4",3,2007
"EC","II",7,"plant_1",1,2007
"EC","II",7,"plant_2",1,2007
"EC","II",7,"plant_3",1,2007
"EC","II",7,"plant_4",1,2007
"EC","II",7,"plant_5",4,2007
"EC","II",8,"plant_1",3,2007
"EC","II",8,"plant_2",9,2007
"EC","III",2,"plant_1",25,2007
"EC","III",2,"plant_2",3,2007
"EC","III",3,"plant_1",1,2007
"EC","III",3,"plant_2",3,2007
"EC","III",3,"plant_3",2,2007
"EC","III",3,"plant_4",2,2007
"EC","III",3,"plant_5",2,2007
"EC","III",4,"plant_1",1,2007
"EC","III",4,"plant_2",1,2007
"EC","III",6,"plant_1",2,2007
"EC","III",6,"plant_2",2,2007
"EC","III",6,"plant_3",5,2007
"EC","III",6,"plant_4",7,2007
"EC","III",6,"plant_5",3,2007
"EC","III",7,"plant_1",1,2007
"EC","III",7,"plant_2",2,2007
"EC","III",7,"plant_3",1,2007
"EC","III",7,"plant_4",1,2007
"EC","IV",1,"plant_1",1,2007
"EC","IV",1,"plant_2",2,2007
"EC","IV",1,"plant_3",3,2007
"EC","IV",1,"plant_4",2,2007
"EC","IV",1,"plant_5",1,2007
"EC","IV",2,"plant_1",6,2007
"EC","IV",2,"plant_2",11,2007
"EC","IV",2,"plant_3",2,2007
"EC","IV",2,"plant_4",2,2007
"EC","IV",3,"plant_1",1,2007
"EC","IV",3,"plant_2",1,2007
"EC","IV",3,"plant_3",1,2007
"EC","IV",3,"plant_4",3,2007
"EC","IV",4,"plant_1",1,2007
"EC","IV",4,"plant_2",2,2007
"EC","IV",4,"plant_3",1,2007
"EC","IV",4,"plant_4",1,2007
"EC","IV",5,"plant_1",1,2007
"EC","IV",5,"plant_2",1,2007
"EC","IV",5,"plant_3",1,2007
"EC","IV",6,"plant_1",1,2007
"EC","IV",6,"plant_2",1,2007
"EC","IV",6,"plant_3",2,2007
"EC","IV",6,"plant_4",1,2007
"EC","IV",6,"plant_5",1,2007
"EC","IV",6,"plant_6",2,2007
"EC","IV",6,"plant_7",2,2007
"EC","IV",6,"plant_8",2,2007
"EC","IV",7,"plant_1",7,2007
"EC","IV",7,"plant_2",4,2007
"EC","IV",7,"plant_3",2,2007
"EC","IV",7,"plant_4",2,2007
"EC","IV",7,"plant_5",1,2007
"EC","IV",7,"plant_6",1,2007
"EC","IV",8,"plant_1",1,2007
"FR","I",1,"plant_1",2,2007
"FR","I",1,"plant_2",6,2007
"FR","I",1,"plant_3",1,2007
"FR","I",2,"plant_1",2,2007
"FR","I",6,"plant_1",1,2007
"FR","I",6,"plant_2",2,2007
"FR","I",7,"plant_1",1,2007
"FR","I",7,"plant_2",1,2007
"FR","II",1,"plant_1",1,2007
"FR","II",1,"plant_2",2,2007
"FR","II",2,"plant_1",3,2007
"FR","II",2,"plant_2",3,2007
"FR","II",3,"plant_1",2,2007
"FR","II",3,"plant_2",5,2007
"FR","II",3,"plant_3",4,2007
"FR","II",4,"plant_1",1,2007
"FR","II",4,"plant_2",2,2007
"FR","II",5,"plant_1",3,2007
"FR","II",5,"plant_2",4,2007
"FR","II",5,"plant_3",3,2007
"FR","II",5,"plant_4",3,2007
"FR","II",5,"plant_5",2,2007
"FR","II",5,"plant_6",2,2007
"FR","II",5,"plant_7",1,2007
"FR","II",5,"plant_8",2,2007
"FR","II",5,"plant_9",2,2007
"FR","II",5,"plant_10",1,2007
"FR","II",5,"plant_11",1,2007
"FR","II",6,"plant_1",1,2007
"FR","II",6,"plant_2",1,2007
"FR","II",6,"plant_3",3,2007
"FR","II",6,"plant_4",6,2007
"FR","II",6,"plant_5",3,2007
"FR","II",6,"plant_6",1,2007
"FR","II",6,"plant_7",2,2007
"FR","II",6,"plant_8",4,2007
"FR","II",6,"plant_9",3,2007
"FR","III",1,"plant_1",1,2007
"FR","III",1,"plant_2",2,2007
"FR","III",1,"plant_3",2,2007
"FR","III",1,"plant_4",1,2007
"FR","III",1,"plant_5",1,2007
"FR","III",2,"plant_1",1,2007
"FR","III",2,"plant_2",1,2007
"FR","III",2,"plant_3",1,2007
"FR","III",2,"plant_4",11,2007
"FR","III",2,"plant_5",2,2007
"FR","III",3,"plant_1",1,2007
"FR","III",3,"plant_2",5,2007
"FR","III",3,"plant_3",3,2007
"FR","III",3,"plant_4",2,2007
"FR","III",3,"plant_5",2,2007
"FR","III",3,"plant_6",1,2007
"FR","III",3,"plant_7",2,2007
"FR","III",3,"plant_8",1,2007
"FR","III",3,"plant_9",1,2007
"FR","III",3,"plant_10",1,2007
"FR","III",3,"plant_11",1,2007
"FR","III",5,"plant_1",3,2007
"FR","III",5,"plant_2",1,2007
"FR","III",6,"plant_1",1,2007
"FR","III",6,"plant_2",1,2007
"FR","III",6,"plant_3",1,2007
"FR","III",6,"plant_4",1,2007
"FR","III",7,"plant_1",2,2007
"FR","III",7,"plant_2",2,2007
"FR","III",7,"plant_3",3,2007
"FR","IV",2,"plant_1",1,2007
"FR","IV",3,"plant_1",2,2007
"FR","IV",3,"plant_2",2,2007
"FR","IV",3,"plant_3",1,2007
"FR","IV",3,"plant_4",2,2007
"FR","IV",4,"plant_1",1,2007
"FR","IV",5,"plant_1",2,2007
"FR","IV",5,"plant_2",1,2007
"FR","IV",5,"plant_3",1,2007
"FR","IV",5,"plant_4",2,2007
"FR","IV",5,"plant_5",4,2007
"FR","IV",5,"plant_6",1,2007
"FR","IV",5,"plant_7",1,2007
"FR","IV",5,"plant_8",3,2007
"FR","IV",5,"plant_9",1,2007
"FR","IV",6,"plant_1",1,2007
"FR","IV",6,"plant_2",2,2007
"FR","IV",6,"plant_3",3,2007
"FR","IV",6,"plant_4",1,2007
"FR","IV",6,"plant_5",1,2007
"FR","IV",6,"plant_6",1,2007
"FR","IV",6,"plant_7",1,2007
"FR","IV",6,"plant_8",2,2007
"FR","IV",6,"plant_9",1,2007
"FR","IV",6,"plant_10",1,2007
"FR","IV",7,"plant_1",1,2007
"FR","IV",7,"plant_2",1,2007
"FR","IV",7,"plant_3",1,2007
"FR","IV",7,"plant_4",2,2007
"FR","IV",7,"plant_5",1,2007
"FR","IV",7,"plant_6",1,2007
"FR","IV",7,"plant_7",1,2007
"FR","IV",8,"plant_1",1,2007
"KYE","I",3,"plant_1",1,2007
"KYE","I",3,"plant_2",2,2007
"KYE","I",4,"plant_1",1,2007
"KYE","I",4,"plant_2",2,2007
"KYE","I",4,"plant_3",1,2007
"KYE","I",4,"plant_4",1,2007
"KYE","I",4,"plant_5",2,2007
"KYE","I",5,"plant_1",1,2007
"KYE","I",5,"plant_2",1,2007
"KYE","I",5,"plant_3",1,2007
"KYE","I",6,"plant_1",3,2007
"KYE","I",6,"plant_2",2,2007
"KYE","I",6,"plant_3",1,2007
"KYE","I",6,"plant_4",1,2007
"KYE","I",6,"plant_5",1,2007
"KYE","I",6,"plant_6",1,2007
"KYE","I",6,"plant_7",1,2007
"KYE","I",6,"plant_8",5,2007
"KYE","I",6,"plant_9",1,2007
"KYE","I",6,"plant_10",7,2007
"KYE","I",6,"plant_11",3,2007
"KYE","I",6,"plant_12",1,2007
"KYE","I",6,"plant_13",5,2007
"KYE","II",3,"plant_1",5,2007
"KYE","II",5,"plant_1",2,2007
"KYE","III",1,"plant_1",4,2007
"KYE","III",5,"plant_1",4,2007
"KYE","III",5,"plant_2",1,2007
"KYE","III",6,"plant_1",1,2007
"KYE","IV",1,"plant_1",1,2007
"KYE","IV",1,"plant_2",2,2007
"KYE","IV",1,"plant_3",1,2007
"KYE","IV",1,"plant_4",1,2007
"KYE","IV",1,"plant_5",2,2007
"KYE","IV",2,"plant_1",1,2007
"KYE","IV",3,"plant_1",3,2007
"KYE","IV",3,"plant_2",2,2007
"KYE","IV",5,"plant_1",2,2007
"KYE","IV",6,"plant_1",1,2007
"KYE","IV",6,"plant_2",1,2007
"LCE","I",1,"plant_1",7,2007
"LCE","I",1,"plant_2",3,2007
"LCE","I",1,"plant_3",2,2007
"LCE","I",1,"plant_4",3,2007
"LCE","I",5,"plant_1",2,2007
"LCE","I",7,"plant_1",6,2007
"LCE","II",2,"plant_1",3,2007
"LCE","III",2,"plant_1",6,2007
"LCE","III",2,"plant_2",6,2007
"LCE","III",2,"plant_3",4,2007
"LCE","III",2,"plant_4",3,2007
"LCE","III",3,"plant_1",7,2007
"LCE","III",4,"plant_1",4,2007
"LCE","III",5,"plant_1",10,2007
"LCE","III",7,"plant_1",1,2007
"LCE","III",8,"plant_1",14,2007
"LCE","III",8,"plant_2",2,2007
"LCE","III",8,"plant_3",3,2007
"LCE","IV",5,"plant_1",18,2007
"LCE","IV",7,"plant_1",7,2007
"LCE","IV",7,"plant_2",10,2007
"LCE","IV",7,"plant_3",22,2007
"LCE","IV",7,"plant_4",6,2007
"LCE","IV",7,"plant_5",11,2007
"LCE","IV",7,"plant_6",7,2007
"LCW","I",2,"plant_1",19,2007
"LCW","I",2,"plant_2",3,2007
"LCW","I",2,"plant_3",3,2007
"LCW","I",3,"plant_1",1,2007
"LCW","I",3,"plant_2",4,2007
"LCW","I",3,"plant_3",4,2007
"LCW","I",3,"plant_4",7,2007
"LCW","I",3,"plant_5",2,2007
"LCW","I",3,"plant_6",2,2007
"LCW","I",3,"plant_7",1,2007
"LCW","I",3,"plant_8",14,2007
"LCW","I",3,"plant_9",8,2007
"LCW","I",3,"plant_10",1,2007
"LCW","I",3,"plant_11",2,2007
"LCW","I",3,"plant_12",7,2007
"LCW","I",3,"plant_13",3,2007
"LCW","I",3,"plant_14",13,2007
"LCW","I",4,"plant_1",4,2007
"LCW","I",4,"plant_2",2,2007
"LCW","I",4,"plant_3",11,2007
"LCW","I",4,"plant_4",1,2007
"LCW","I",4,"plant_5",5,2007
"LCW","I",4,"plant_6",3,2007
"LCW","I",4,"plant_7",3,2007
"LCW","I",4,"plant_8",5,2007
"LCW","I",4,"plant_9",2,2007
"LCW","I",4,"plant_10",1,2007
"LCW","I",4,"plant_11",2,2007
"LCW","I",4,"plant_12",3,2007
"LCW","I",4,"plant_13",15,2007
"LCW","I",4,"plant_14",1,2007
"LCW","I",4,"plant_15",6,2007
"LCW","I",4,"plant_16",3,2007
"LCW","I",4,"plant_17",3,2007
"LCW","I",4,"plant_18",3,2007
"LCW","I",4,"plant_19",3,2007
"LCW","I",4,"plant_20",8,2007
"LCW","I",4,"plant_21",2,2007
"LCW","I",4,"plant_22",1,2007
"LCW","I",4,"plant_23",3,2007
"LCW","I",4,"plant_24",3,2007
"LCW","I",4,"plant_25",3,2007
"LCW","I",4,"plant_26",2,2007
"LCW","I",4,"plant_27",3,2007
"LCW","I",4,"plant_28",1,2007
"LCW","I",4,"plant_29",2,2007
"LCW","I",4,"plant_30",2,2007
"LCW","I",4,"plant_31",2,2007
"LCW","I",5,"plant_1",5,2007
"LCW","I",5,"plant_2",1,2007
"LCW","I",5,"plant_3",5,2007
"LCW","I",5,"plant_4",1,2007
"LCW","I",5,"plant_5",5,2007
"LCW","I",5,"plant_6",2,2007
"LCW","I",5,"plant_7",2,2007
"LCW","I",5,"plant_8",1,2007
"LCW","I",6,"plant_1",4,2007
"LCW","I",6,"plant_2",2,2007
"LCW","I",6,"plant_3",2,2007
"LCW","I",6,"plant_4",4,2007
"LCW","I",6,"plant_5",13,2007
"LCW","I",6,"plant_6",2,2007
"LCW","I",6,"plant_7",30,2007
"LCW","I",6,"plant_8",1,2007
"LCW","I",6,"plant_9",1,2007
"LCW","I",6,"plant_10",2,2007
"LCW","I",6,"plant_11",7,2007
"LCW","I",6,"plant_12",7,2007
"LCW","I",6,"plant_13",2,2007
"LCW","I",7,"plant_1",10,2007
"LCW","I",7,"plant_2",2,2007
"LCW","I",7,"plant_3",3,2007
"LCW","I",7,"plant_4",1,2007
"LCW","I",7,"plant_5",3,2007
"LCW","I",7,"plant_6",3,2007
"LCW","II",2,"plant_1",4,2007
"LCW","II",2,"plant_2",4,2007
"LCW","II",2,"plant_3",1,2007
"LCW","II",2,"plant_4",2,2007
"LCW","II",2,"plant_5",5,2007
"LCW","II",2,"plant_6",3,2007
"LCW","II",2,"plant_7",5,2007
"LCW","II",3,"plant_1",1,2007
"LCW","II",3,"plant_2",2,2007
"LCW","II",3,"plant_3",12,2007
