"site","transect","position","plantNumber","countFruitsPerPlant","year"
"BR","II",1,"plant_10",4,2010
"BR","II",1,"plant_11",3,2010
"BR","II",1,"plant_12",2,2010
"BR","II",1,"plant_13",2,2010
"BR","II",1,"plant_14",3,2010
"BR","II",1,"plant_15",2,2010
"BR","II",2,"plant_1",7,2010
"BR","II",2,"plant_2",7,2010
"BR","II",2,"plant_3",1,2010
"BR","II",2,"plant_4",4,2010
"BR","II",2,"plant_5",3,2010
"BR","II",2,"plant_6",2,2010
"BR","II",2,"plant_7",5,2010
"BR","II",2,"plant_8",1,2010
"BR","II",2,"plant_9",2,2010
"BR","II",2,"plant_10",6,2010
"BR","II",2,"plant_11",2,2010
"BR","II",2,"plant_12",6,2010
"BR","II",2,"plant_13",6,2010
"BR","II",2,"plant_14",5,2010
"BR","II",2,"plant_15",3,2010
"BR","II",3,"plant_1",2,2010
"BR","II",3,"plant_2",2,2010
"BR","II",3,"plant_3",2,2010
"BR","II",3,"plant_4",9,2010
"BR","II",3,"plant_5",8,2010
"BR","II",3,"plant_6",3,2010
"BR","II",3,"plant_7",4,2010
"BR","II",3,"plant_8",2,2010
"BR","II",3,"plant_9",1,2010
"BR","II",3,"plant_10",6,2010
"BR","II",3,"plant_11",5,2010
"BR","II",3,"plant_12",4,2010
"BR","II",3,"plant_13",3,2010
"BR","II",3,"plant_14",2,2010
"BR","II",3,"plant_15",4,2010
"BR","II",3,"plant_16",18,2010
"BR","II",3,"plant_17",11,2010
"BR","II",3,"plant_18",9,2010
"BR","II",3,"plant_19",8,2010
"BR","II",4,"plant_1",2,2010
"BR","II",4,"plant_2",3,2010
"BR","II",4,"plant_3",2,2010
"BR","II",4,"plant_4",2,2010
"BR","II",4,"plant_5",1,2010
"BR","II",4,"plant_6",2,2010
"BR","II",4,"plant_7",2,2010
"BR","II",4,"plant_8",1,2010
"BR","II",4,"plant_9",4,2010
"BR","II",4,"plant_10",3,2010
"BR","II",4,"plant_11",5,2010
"BR","II",4,"plant_12",2,2010
"BR","II",4,"plant_13",5,2010
"BR","II",4,"plant_14",4,2010
"BR","II",4,"plant_15",16,2010
"BR","II",4,"plant_16",5,2010
"BR","II",4,"plant_17",1,2010
"BR","II",4,"plant_18",1,2010
"BR","II",4,"plant_19",2,2010
"BR","II",4,"plant_20",3,2010
"BR","II",4,"plant_21",1,2010
"BR","II",4,"plant_22",1,2010
"BR","II",5,"plant_1",4,2010
"BR","II",5,"plant_2",5,2010
"BR","II",5,"plant_3",2,2010
"BR","II",5,"plant_4",1,2010
"BR","II",5,"plant_5",2,2010
"BR","II",5,"plant_6",1,2010
"BR","II",5,"plant_7",3,2010
"BR","II",5,"plant_8",2,2010
"BR","II",5,"plant_9",2,2010
"BR","II",5,"plant_10",1,2010
"BR","II",5,"plant_11",1,2010
"BR","II",5,"plant_12",2,2010
"BR","II",5,"plant_13",1,2010
"BR","II",5,"plant_14",1,2010
"BR","II",5,"plant_15",3,2010
"BR","II",5,"plant_16",3,2010
"BR","II",5,"plant_17",2,2010
"BR","II",5,"plant_18",2,2010
"BR","II",5,"plant_19",6,2010
"BR","II",6,"plant_1",2,2010
"BR","II",6,"plant_2",4,2010
"BR","II",6,"plant_3",4,2010
"BR","II",6,"plant_4",2,2010
"BR","II",6,"plant_5",4,2010
"BR","II",6,"plant_6",3,2010
"BR","II",6,"plant_7",2,2010
"BR","II",6,"plant_8",4,2010
"BR","II",6,"plant_9",2,2010
"BR","II",6,"plant_10",2,2010
"BR","II",6,"plant_11",3,2010
"BR","II",6,"plant_12",4,2010
"BR","II",6,"plant_13",2,2010
"BR","II",6,"plant_14",2,2010
"BR","II",6,"plant_15",1,2010
"BR","II",6,"plant_16",1,2010
"BR","II",6,"plant_17",2,2010
"BR","II",6,"plant_18",3,2010
"BR","II",6,"plant_19",3,2010
"BR","II",6,"plant_20",1,2010
"BR","II",6,"plant_21",5,2010
"BR","II",6,"plant_22",4,2010
"BR","II",7,"plant_1",4,2010
"BR","II",7,"plant_2",2,2010
"BR","II",7,"plant_3",6,2010
"BR","II",7,"plant_4",4,2010
"BR","II",7,"plant_5",3,2010
"BR","II",7,"plant_6",2,2010
"BR","II",7,"plant_7",2,2010
"BR","II",7,"plant_8",2,2010
"BR","II",7,"plant_9",2,2010
"BR","II",8,"plant_1",6,2010
"BR","II",8,"plant_2",4,2010
"BR","II",8,"plant_3",12,2010
"BR","II",8,"plant_4",4,2010
"BR","II",8,"plant_5",2,2010
"BR","II",8,"plant_6",4,2010
"BR","II",8,"plant_7",3,2010
"BR","II",8,"plant_8",1,2010
"BR","II",8,"plant_9",3,2010
"BR","II",8,"plant_10",7,2010
"BR","II",8,"plant_11",9,2010
"BR","II",8,"plant_12",3,2010
"BR","II",8,"plant_13",4,2010
"BR","II",8,"plant_14",3,2010
"BR","II",8,"plant_15",7,2010
"BR","II",8,"plant_16",3,2010
"BR","II",8,"plant_17",3,2010
"BR","II",8,"plant_18",3,2010
"BR","II",8,"plant_19",3,2010
"BR","III",1,"plant_1",2,2010
"BR","III",1,"plant_2",1,2010
"BR","III",1,"plant_3",3,2010
"BR","III",1,"plant_4",2,2010
"BR","III",1,"plant_5",5,2010
"BR","III",1,"plant_6",1,2010
"BR","III",2,"plant_1",9,2010
"BR","III",2,"plant_2",25,2010
"BR","III",2,"plant_3",2,2010
"BR","III",2,"plant_4",3,2010
"BR","III",3,"plant_1",4,2010
"BR","III",3,"plant_2",2,2010
"BR","III",4,"plant_1",6,2010
"BR","III",4,"plant_2",15,2010
"BR","III",4,"plant_3",8,2010
"BR","III",4,"plant_4",28,2010
"BR","III",4,"plant_5",9,2010
"BR","III",4,"plant_6",3,2010
"BR","III",4,"plant_7",6,2010
"BR","III",5,"plant_1",11,2010
"BR","III",5,"plant_2",13,2010
"BR","III",5,"plant_3",8,2010
"BR","III",5,"plant_4",16,2010
"BR","III",5,"plant_5",6,2010
"BR","III",5,"plant_6",6,2010
"BR","III",5,"plant_7",4,2010
"BR","III",5,"plant_8",4,2010
"BR","III",5,"plant_9",3,2010
"BR","III",5,"plant_10",4,2010
"BR","III",5,"plant_11",2,2010
"BR","III",6,"plant_1",5,2010
"BR","III",6,"plant_2",4,2010
"BR","III",6,"plant_3",2,2010
"BR","III",6,"plant_4",2,2010
"BR","III",6,"plant_5",2,2010
"BR","III",6,"plant_6",3,2010
"BR","III",6,"plant_7",3,2010
"BR","III",6,"plant_8",6,2010
"BR","III",6,"plant_9",5,2010
"BR","III",6,"plant_10",3,2010
"BR","III",6,"plant_11",6,2010
"BR","III",6,"plant_12",3,2010
"BR","III",7,"plant_1",9,2010
"BR","III",7,"plant_2",4,2010
"BR","III",7,"plant_3",3,2010
"BR","III",7,"plant_4",5,2010
"BR","III",7,"plant_5",6,2010
"BR","III",7,"plant_6",1,2010
"BR","III",7,"plant_7",7,2010
"BR","III",7,"plant_8",6,2010
"BR","III",7,"plant_9",4,2010
"BR","III",7,"plant_10",3,2010
"BR","III",7,"plant_11",1,2010
"BR","III",8,"plant_1",18,2010
"BR","III",8,"plant_2",5,2010
"BR","III",8,"plant_3",6,2010
"BR","III",8,"plant_4",5,2010
"BR","III",8,"plant_5",3,2010
"BR","III",8,"plant_6",7,2010
"BR","III",8,"plant_7",10,2010
"BR","III",8,"plant_8",17,2010
"BR","III",8,"plant_9",5,2010
"BR","IV",1,"plant_1",9,2010
"BR","IV",2,"plant_1",3,2010
"BR","IV",2,"plant_2",4,2010
"BR","IV",2,"plant_3",4,2010
"BR","IV",2,"plant_4",6,2010
"BR","IV",3,"plant_1",2,2010
"BR","IV",3,"plant_2",3,2010
"BR","IV",3,"plant_3",6,2010
"BR","IV",3,"plant_4",2,2010
"BR","IV",3,"plant_5",2,2010
"BR","IV",3,"plant_6",4,2010
"BR","IV",3,"plant_7",10,2010
"BR","IV",3,"plant_8",5,2010
"BR","IV",3,"plant_9",23,2010
"BR","IV",3,"plant_10",1,2010
"BR","IV",4,"plant_1",9,2010
"BR","IV",4,"plant_2",7,2010
"BR","IV",4,"plant_3",8,2010
"BR","IV",4,"plant_4",9,2010
"BR","IV",4,"plant_5",7,2010
"BR","IV",4,"plant_6",16,2010
"BR","IV",4,"plant_7",6,2010
"BR","IV",4,"plant_8",7,2010
"BR","IV",4,"plant_9",7,2010
"BR","IV",4,"plant_10",4,2010
"BR","IV",4,"plant_11",6,2010
"BR","IV",4,"plant_12",3,2010
"BR","IV",4,"plant_13",14,2010
"BR","IV",4,"plant_14",3,2010
"BR","IV",4,"plant_15",1,2010
"BR","IV",4,"plant_16",6,2010
"BR","IV",4,"plant_17",4,2010
"BR","IV",4,"plant_18",4,2010
"BR","IV",4,"plant_19",4,2010
"BR","IV",4,"plant_20",7,2010
"BR","IV",4,"plant_21",4,2010
"BR","IV",4,"plant_22",4,2010
"BR","IV",5,"plant_1",4,2010
"BR","IV",5,"plant_2",7,2010
"BR","IV",5,"plant_3",4,2010
"BR","IV",5,"plant_4",2,2010
"BR","IV",5,"plant_5",5,2010
"BR","IV",5,"plant_6",3,2010
"BR","IV",5,"plant_7",3,2010
"BR","IV",5,"plant_8",4,2010
"BR","IV",5,"plant_9",7,2010
"BR","IV",5,"plant_10",1,2010
"BR","IV",5,"plant_11",2,2010
"BR","IV",5,"plant_12",2,2010
"BR","IV",5,"plant_13",3,2010
"BR","IV",5,"plant_14",1,2010
"BR","IV",5,"plant_15",3,2010
"BR","IV",5,"plant_16",6,2010
"BR","IV",5,"plant_17",12,2010
"BR","IV",5,"plant_18",5,2010
"BR","IV",5,"plant_19",5,2010
"BR","IV",5,"plant_20",7,2010
"BR","IV",5,"plant_21",16,2010
"BR","IV",5,"plant_22",6,2010
"BR","IV",5,"plant_23",1,2010
"BR","IV",5,"plant_24",12,2010
"BR","IV",5,"plant_25",6,2010
"BR","IV",5,"plant_26",12,2010
"BR","IV",5,"plant_27",3,2010
"BR","IV",5,"plant_28",4,2010
"BR","IV",5,"plant_29",7,2010
"BR","IV",5,"plant_30",9,2010
"BR","IV",5,"plant_31",6,2010
"BR","IV",5,"plant_32",5,2010
"BR","IV",5,"plant_33",6,2010
"BR","IV",6,"plant_1",2,2010
"BR","IV",6,"plant_2",5,2010
"BR","IV",6,"plant_3",2,2010
"BR","IV",6,"plant_4",2,2010
"BR","IV",6,"plant_5",2,2010
"BR","IV",6,"plant_6",3,2010
"BR","IV",6,"plant_7",6,2010
"BR","IV",6,"plant_8",4,2010
"BR","IV",6,"plant_9",6,2010
"BR","IV",6,"plant_10",5,2010
"BR","IV",6,"plant_11",2,2010
"BR","IV",6,"plant_12",15,2010
"BR","IV",6,"plant_13",10,2010
"BR","IV",6,"plant_14",7,2010
"BR","IV",6,"plant_15",3,2010
"BR","IV",6,"plant_16",4,2010
"BR","IV",6,"plant_17",2,2010
"BR","IV",6,"plant_18",1,2010
"BR","IV",7,"plant_1",3,2010
"BR","IV",7,"plant_2",4,2010
"BR","IV",7,"plant_3",7,2010
"BR","IV",7,"plant_4",5,2010
"BR","IV",7,"plant_5",2,2010
"BR","IV",7,"plant_6",4,2010
"CF","I",1,"plant_1",3,2010
"CF","I",1,"plant_2",5,2010
"CF","I",1,"plant_3",4,2010
"CF","I",1,"plant_4",2,2010
"CF","I",1,"plant_5",2,2010
"CF","I",1,"plant_6",2,2010
"CF","I",2,"plant_1",6,2010
"CF","I",2,"plant_2",14,2010
"CF","I",2,"plant_3",21,2010
"CF","I",2,"plant_4",13,2010
"CF","I",2,"plant_5",4,2010
"CF","I",2,"plant_6",4,2010
"CF","I",2,"plant_7",7,2010
"CF","I",2,"plant_8",8,2010
"CF","I",2,"plant_9",4,2010
"CF","I",2,"plant_10",5,2010
"CF","I",2,"plant_11",10,2010
"CF","I",3,"plant_1",12,2010
"CF","I",3,"plant_2",3,2010
"CF","I",3,"plant_3",2,2010
"CF","I",3,"plant_4",2,2010
"CF","I",3,"plant_5",2,2010
"CF","I",3,"plant_6",2,2010
"CF","I",3,"plant_7",2,2010
"CF","I",3,"plant_8",2,2010
"CF","I",3,"plant_9",2,2010
"CF","I",3,"plant_10",3,2010
"CF","I",3,"plant_11",11,2010
"CF","I",3,"plant_12",8,2010
"CF","I",4,"plant_1",12,2010
"CF","I",4,"plant_2",7,2010
"CF","I",4,"plant_3",8,2010
"CF","I",4,"plant_4",8,2010
"CF","I",4,"plant_5",4,2010
"CF","I",4,"plant_6",3,2010
"CF","I",4,"plant_7",3,2010
"CF","I",4,"plant_8",5,2010
"CF","I",4,"plant_9",5,2010
"CF","I",4,"plant_10",13,2010
"CF","I",4,"plant_11",11,2010
"CF","I",4,"plant_12",14,2010
"CF","I",4,"plant_13",6,2010
"CF","I",4,"plant_14",9,2010
"CF","I",4,"plant_15",4,2010
"CF","I",4,"plant_16",4,2010
"CF","I",4,"plant_17",4,2010
"CF","I",4,"plant_18",4,2010
"CF","I",4,"plant_19",1,2010
"CF","I",4,"plant_20",1,2010
"CF","I",5,"plant_1",15,2010
"CF","I",5,"plant_2",6,2010
"CF","I",5,"plant_3",5,2010
"CF","I",5,"plant_4",3,2010
"CF","I",5,"plant_5",2,2010
"CF","I",5,"plant_6",3,2010
"CF","I",5,"plant_7",5,2010
"CF","I",5,"plant_8",5,2010
"CF","I",5,"plant_9",10,2010
"CF","I",5,"plant_10",5,2010
"CF","I",6,"plant_1",19,2010
"CF","I",6,"plant_2",11,2010
"CF","I",6,"plant_3",7,2010
"CF","I",6,"plant_4",5,2010
"CF","I",6,"plant_5",21,2010
"CF","I",6,"plant_6",5,2010
"CF","I",6,"plant_7",10,2010
"CF","I",6,"plant_8",11,2010
"CF","I",6,"plant_9",14,2010
"CF","I",6,"plant_10",16,2010
"CF","I",6,"plant_11",10,2010
"CF","I",6,"plant_12",6,2010
"CF","I",6,"plant_13",9,2010
"CF","I",7,"plant_1",4,2010
"CF","I",7,"plant_2",3,2010
"CF","II",2,"plant_1",3,2010
"CF","II",2,"plant_2",5,2010
"CF","II",2,"plant_3",2,2010
"CF","II",2,"plant_4",2,2010
"CF","II",2,"plant_5",6,2010
"CF","II",2,"plant_6",4,2010
"CF","II",2,"plant_7",2,2010
"CF","II",2,"plant_8",1,2010
"CF","II",2,"plant_9",4,2010
"CF","II",3,"plant_1",2,2010
"CF","II",3,"plant_2",1,2010
"CF","II",5,"plant_1",12,2010
"CF","II",5,"plant_2",6,2010
"CF","II",5,"plant_3",8,2010
"CF","II",5,"plant_4",4,2010
"CF","II",5,"plant_5",3,2010
"CF","II",5,"plant_6",2,2010
"CF","II",5,"plant_7",1,2010
"CF","II",5,"plant_8",1,2010
"CF","II",5,"plant_9",1,2010
"CF","II",5,"plant_10",1,2010
"CF","II",5,"plant_11",1,2010
"CF","II",6,"plant_1",14,2010
"CF","II",6,"plant_2",2,2010
"CF","II",6,"plant_3",7,2010
"CF","II",6,"plant_4",3,2010
"CF","II",6,"plant_5",3,2010
"CF","II",6,"plant_6",4,2010
"CF","II",6,"plant_7",7,2010
"CF","II",6,"plant_8",5,2010
"CF","II",6,"plant_9",2,2010
"CF","II",7,"plant_1",9,2010
"CF","II",7,"plant_2",10,2010
"CF","II",7,"plant_3",2,2010
"CF","II",7,"plant_4",2,2010
"CF","II",7,"plant_5",14,2010
"CF","II",7,"plant_6",2,2010
"CF","II",7,"plant_7",2,2010
"CF","II",7,"plant_8",4,2010
"CF","II",7,"plant_9",4,2010
"CF","II",7,"plant_10",1,2010
"CF","II",7,"plant_11",1,2010
"CF","II",7,"plant_12",1,2010
"CF","II",7,"plant_13",2,2010
"CF","II",8,"plant_1",6,2010
"CF","II",8,"plant_2",3,2010
"CF","II",8,"plant_3",2,2010
"CF","II",8,"plant_4",2,2010
"CF","II",8,"plant_5",4,2010
"CF","III",1,"plant_1",3,2010
"CF","III",1,"plant_2",2,2010
"CF","III",1,"plant_3",2,2010
"CF","III",1,"plant_4",3,2010
"CF","III",1,"plant_5",4,2010
"CF","III",1,"plant_6",2,2010
"CF","III",1,"plant_7",4,2010
"CF","III",1,"plant_8",6,2010
"CF","III",2,"plant_1",5,2010
"CF","III",2,"plant_2",3,2010
"CF","III",2,"plant_3",2,2010
"CF","III",2,"plant_4",2,2010
"CF","III",2,"plant_5",2,2010
"CF","III",2,"plant_6",3,2010
"CF","III",2,"plant_7",1,2010
"CF","III",2,"plant_8",1,2010
"CF","III",2,"plant_9",3,2010
"CF","III",2,"plant_10",5,2010
"CF","III",2,"plant_11",1,2010
"CF","III",2,"plant_12",1,2010
"CF","III",2,"plant_13",1,2010
"CF","III",2,"plant_14",2,2010
"CF","III",2,"plant_15",1,2010
"CF","III",3,"plant_1",6,2010
"CF","III",3,"plant_2",2,2010
"CF","III",3,"plant_3",6,2010
"CF","III",3,"plant_4",3,2010
"CF","III",3,"plant_5",7,2010
"CF","III",3,"plant_6",3,2010
"CF","III",3,"plant_7",2,2010
"CF","III",3,"plant_8",1,2010
"CF","III",3,"plant_9",18,2010
"CF","III",3,"plant_10",5,2010
"CF","III",3,"plant_11",3,2010
"CF","III",3,"plant_12",2,2010
"CF","III",3,"plant_13",5,2010
"CF","III",3,"plant_14",2,2010
"CF","III",3,"plant_15",3,2010
"CF","III",3,"plant_16",3,2010
"CF","III",3,"plant_17",2,2010
"CF","III",4,"plant_1",6,2010
"CF","III",4,"plant_2",5,2010
"CF","III",4,"plant_3",4,2010
"CF","III",4,"plant_4",4,2010
"CF","III",4,"plant_5",2,2010
"CF","III",4,"plant_6",2,2010
"CF","III",4,"plant_7",2,2010
"CF","III",4,"plant_8",1,2010
"CF","III",4,"plant_9",3,2010
"CF","III",4,"plant_10",2,2010
"CF","III",4,"plant_11",2,2010
"CF","III",4,"plant_12",2,2010
"CF","III",4,"plant_13",2,2010
"CF","III",4,"plant_14",2,2010
"CF","III",4,"plant_15",3,2010
"CF","III",4,"plant_16",2,2010
"CF","III",4,"plant_17",3,2010
"CF","III",4,"plant_18",1,2010
"CF","III",4,"plant_19",11,2010
"CF","III",5,"plant_1",2,2010
"CF","III",5,"plant_2",1,2010
"CF","III",5,"plant_3",5,2010
"CF","III",5,"plant_4",3,2010
"CF","III",5,"plant_5",1,2010
"CF","III",5,"plant_6",2,2010
"CF","III",5,"plant_7",2,2010
"CF","III",5,"plant_8",1,2010
"CF","III",5,"plant_9",4,2010
"CF","III",5,"plant_10",3,2010
"CF","III",5,"plant_11",2,2010
"CF","III",5,"plant_12",3,2010
"CF","III",5,"plant_13",2,2010
"CF","III",5,"plant_14",14,2010
"CF","III",5,"plant_15",4,2010
"CF","III",5,"plant_16",3,2010
"CF","III",5,"plant_17",3,2010
"CF","III",5,"plant_18",2,2010
"CF","III",5,"plant_19",6,2010
"CF","III",5,"plant_20",4,2010
"CF","III",5,"plant_21",2,2010
"CF","III",5,"plant_22",3,2010
"CF","III",5,"plant_23",5,2010
"CF","III",5,"plant_24",2,2010
"CF","III",5,"plant_25",3,2010
"CF","III",5,"plant_26",1,2010
"CF","III",6,"plant_1",2,2010
"CF","III",6,"plant_2",2,2010
"CF","III",6,"plant_3",1,2010
"CF","III",6,"plant_4",2,2010
"CF","III",6,"plant_5",5,2010
"CF","III",6,"plant_6",2,2010
"CF","III",6,"plant_7",4,2010
"CF","III",6,"plant_8",3,2010
"CF","III",6,"plant_9",2,2010
"CF","III",6,"plant_10",2,2010
"CF","III",6,"plant_11",3,2010
"CF","III",6,"plant_12",6,2010
"CF","III",6,"plant_13",2,2010
"CF","III",6,"plant_14",2,2010
"CF","III",6,"plant_15",4,2010
"CF","III",6,"plant_16",3,2010
"CF","III",6,"plant_17",5,2010
"CF","III",6,"plant_18",2,2010
"CF","III",6,"plant_19",2,2010
"CF","III",6,"plant_20",3,2010
"CF","III",6,"plant_21",3,2010
"CF","III",6,"plant_22",3,2010
"CF","III",6,"plant_23",2,2010
"CF","III",6,"plant_24",2,2010
"CF","III",6,"plant_25",2,2010
"CF","III",6,"plant_26",4,2010
"CF","III",6,"plant_27",2,2010
"CF","III",6,"plant_28",2,2010
"CF","III",6,"plant_29",3,2010
"CF","III",6,"plant_30",3,2010
"CF","III",6,"plant_31",2,2010
"CF","III",6,"plant_32",5,2010
"CF","III",7,"plant_1",2,2010
"CF","III",7,"plant_2",2,2010
"CF","III",7,"plant_3",4,2010
"CF","III",7,"plant_4",2,2010
"CF","III",7,"plant_5",3,2010
"CF","III",7,"plant_6",4,2010
"CF","III",7,"plant_7",2,2010
"CF","III",7,"plant_8",5,2010
"CF","III",7,"plant_9",4,2010
"CF","III",7,"plant_10",3,2010
"CF","IV",1,"plant_1",2,2010
"CF","IV",1,"plant_2",1,2010
"CF","IV",1,"plant_3",1,2010
"CF","IV",1,"plant_4",2,2010
"CF","IV",1,"plant_5",2,2010
"CF","IV",1,"plant_6",2,2010
"CF","IV",2,"plant_1",5,2010
"CF","IV",2,"plant_2",10,2010
"CF","IV",2,"plant_3",2,2010
"CF","IV",2,"plant_4",2,2010
"CF","IV",2,"plant_5",13,2010
"CF","IV",2,"plant_6",17,2010
"CF","IV",2,"plant_7",9,2010
"CF","IV",3,"plant_1",4,2010
"CF","IV",3,"plant_2",8,2010
"CF","IV",4,"plant_1",4,2010
"CF","IV",4,"plant_2",4,2010
"CF","IV",4,"plant_3",3,2010
"CF","IV",4,"plant_4",1,2010
"CF","IV",4,"plant_5",7,2010
"CF","IV",4,"plant_6",1,2010
"CF","IV",4,"plant_7",5,2010
"CF","IV",4,"plant_8",2,2010
"CF","IV",4,"plant_9",3,2010
"CF","IV",5,"plant_1",5,2010
"CF","IV",5,"plant_2",4,2010
"CF","IV",5,"plant_3",3,2010
"CF","IV",5,"plant_4",2,2010
"CF","IV",5,"plant_5",4,2010
"CF","IV",5,"plant_6",1,2010
"CF","IV",5,"plant_7",2,2010
"CF","IV",5,"plant_8",4,2010
"CF","IV",5,"plant_9",5,2010
"CF","IV",5,"plant_10",1,2010
"CF","IV",5,"plant_11",1,2010
"CF","IV",5,"plant_12",5,2010
"CF","IV",5,"plant_13",12,2010
"CF","IV",5,"plant_14",1,2010
"CF","IV",5,"plant_15",2,2010
"CF","IV",5,"plant_16",2,2010
"CF","IV",5,"plant_17",3,2010
"CF","IV",6,"plant_1",3,2010
"CF","IV",6,"plant_2",2,2010
"CF","IV",6,"plant_3",4,2010
"CF","IV",6,"plant_4",3,2010
"CF","IV",6,"plant_5",4,2010
"CF","IV",6,"plant_6",2,2010
"CF","IV",6,"plant_7",2,2010
"CF","IV",6,"plant_8",3,2010
"CF","IV",6,"plant_9",4,2010
"CF","IV",6,"plant_10",2,2010
"CF","IV",6,"plant_11",1,2010
"CF","IV",6,"plant_12",1,2010
"CF","IV",6,"plant_13",1,2010
"CF","IV",6,"plant_14",1,2010
"CF","IV",6,"plant_15",5,2010
"CF","IV",6,"plant_16",2,2010
"CF","IV",6,"plant_17",2,2010
"CF","IV",6,"plant_18",1,2010
"CF","IV",7,"plant_1",3,2010
"CF","IV",7,"plant_2",3,2010
"CF","IV",7,"plant_3",92,2010
"CF","IV",7,"plant_4",3,2010
"CF","IV",7,"plant_5",7,2010
"CF","IV",7,"plant_6",2,2010
"CF","IV",7,"plant_7",1,2010
"CF","IV",8,"plant_1",5,2010
"CF","IV",8,"plant_2",3,2010
"CF","IV",8,"plant_3",2,2010
"CF","IV",8,"plant_4",28,2010
"CF","IV",8,"plant_5",22,2010
"CP3","I",4,"plant_1",6,2010
"CP3","I",5,"plant_1",6,2010
"CP3","II",1,"plant_1",5,2010
"CP3","II",1,"plant_2",5,2010
"CP3","II",1,"plant_3",2,2010
"CP3","II",1,"plant_4",3,2010
"CP3","II",1,"plant_5",2,2010
"CP3","II",1,"plant_6",3,2010
"CP3","II",2,"plant_1",3,2010
"CP3","II",3,"plant_1",7,2010
"CP3","II",4,"plant_1",5,2010
"CP3","II",6,"plant_1",2,2010
"CP3","II",7,"plant_1",3,2010
"CP3","II",8,"plant_1",7,2010
"CP3","II",8,"plant_2",3,2010
"CP3","III",5,"plant_1",1,2010
"CP3","III",5,"plant_2",1,2010
"CP3","III",5,"plant_3",3,2010
"CP3","III",5,"plant_4",2,2010
"CP3","III",6,"plant_1",12,2010
"CP3","III",7,"plant_1",6,2010
"CP3","III",7,"plant_2",2,2010
"CP3","III",7,"plant_3",2,2010
"DEM","I",1,"plant_1",7,2010
"DEM","I",1,"plant_2",7,2010
"DEM","I",1,"plant_3",5,2010
"DEM","I",1,"plant_4",5,2010
"DEM","I",1,"plant_5",4,2010
"DEM","I",1,"plant_6",5,2010
"DEM","I",1,"plant_7",6,2010
"DEM","I",2,"plant_1",7,2010
"DEM","I",2,"plant_2",5,2010
"DEM","I",2,"plant_3",4,2010
"DEM","I",2,"plant_4",6,2010
"DEM","I",2,"plant_5",4,2010
"DEM","I",2,"plant_6",3,2010
"DEM","I",2,"plant_7",3,2010
"DEM","I",2,"plant_8",9,2010
"DEM","I",6,"plant_1",4,2010
"DEM","I",6,"plant_2",4,2010
"DEM","I",6,"plant_3",3,2010
"DEM","I",7,"plant_1",4,2010
"DEM","I",7,"plant_2",4,2010
"DEM","I",7,"plant_3",2,2010
"DEM","I",7,"plant_4",2,2010
"DEM","I",7,"plant_5",1,2010
"DEM","I",7,"plant_6",1,2010
"DEM","I",8,"plant_1",4,2010
"DEM","I",8,"plant_2",2,2010
"DEM","I",8,"plant_3",3,2010
"DEM","I",8,"plant_4",1,2010
"DEM","I",8,"plant_5",3,2010
"DEM","I",8,"plant_6",11,2010
"DEM","I",8,"plant_7",13,2010
"DEM","I",8,"plant_8",1,2010
"DEM","I",8,"plant_9",1,2010
"DEM","I",8,"plant_10",1,2010
"DEM","I",8,"plant_11",1,2010
"DEM","I",8,"plant_12",1,2010
"DEM","I",8,"plant_13",1,2010
"DEM","I",8,"plant_14",8,2010
"DEM","II",2,"plant_1",13,2010
"DEM","II",2,"plant_2",3,2010
"DEM","II",3,"plant_1",43,2010
"DEM","II",3,"plant_2",40,2010
"DEM","II",3,"plant_3",35,2010
"DEM","II",3,"plant_4",18,2010
"DEM","II",4,"plant_1",6,2010
"DEM","II",4,"plant_2",6,2010
"DEM","II",4,"plant_3",6,2010
"DEM","II",4,"plant_4",8,2010
"DEM","II",4,"plant_5",20,2010
"DEM","II",5,"plant_1",22,2010
"DEM","II",5,"plant_2",158,2010
"DEM","II",6,"plant_1",41,2010
"DEM","III",1,"plant_1",11,2010
"DEM","III",1,"plant_2",13,2010
"DEM","III",1,"plant_3",11,2010
"DEM","III",1,"plant_4",11,2010
"DEM","III",1,"plant_5",27,2010
"DEM","III",1,"plant_6",10,2010
"DEM","III",1,"plant_7",2,2010
"DEM","III",1,"plant_8",9,2010
"DEM","III",1,"plant_9",28,2010
"DEM","III",1,"plant_10",10,2010
"DEM","III",1,"plant_11",15,2010
"DEM","III",1,"plant_12",2,2010
"DEM","III",1,"plant_13",2,2010
"DEM","III",1,"plant_14",1,2010
"DEM","III",1,"plant_15",1,2010
"DEM","III",1,"plant_16",3,2010
"DEM","III",1,"plant_17",2,2010
"DEM","III",1,"plant_18",3,2010
"DEM","III",2,"plant_1",2,2010
"DEM","III",2,"plant_2",2,2010
"DEM","III",2,"plant_3",3,2010
"DEM","III",2,"plant_4",3,2010
"DEM","III",2,"plant_5",7,2010
"DEM","III",2,"plant_6",6,2010
"DEM","III",2,"plant_7",2,2010
"DEM","III",2,"plant_8",2,2010
"DEM","III",2,"plant_9",2,2010
"DEM","III",2,"plant_10",2,2010
"DEM","III",2,"plant_11",3,2010
"DEM","III",2,"plant_12",3,2010
"DEM","III",2,"plant_13",4,2010
"DEM","III",2,"plant_14",3,2010
"DEM","III",2,"plant_15",2,2010
"DEM","III",2,"plant_16",1,2010
"DEM","III",2,"plant_17",1,2010
"DEM","III",2,"plant_18",1,2010
"DEM","III",2,"plant_19",1,2010
