"site","transect","position","year","seedlingNumber","fruitplNumber"
"KYE","III",2,2019,0,0
"KYE","III",2,2020,4,2
"KYE","III",2,2021,1,0
"KYE","III",3,2006,4,0
"KYE","III",3,2007,6,0
"KYE","III",3,2008,0,1
"KYE","III",3,2009,21,4
"KYE","III",3,2010,13,1
"KYE","III",3,2011,31,5
"KYE","III",3,2012,9,0
"KYE","III",3,2013,4,0
"KYE","III",3,2014,0,0
"KYE","III",3,2015,4,0
"KYE","III",3,2016,0,0
"KYE","III",3,2017,0,0
"KYE","III",3,2018,1,1
"KYE","III",3,2019,3,3
"KYE","III",3,2020,10,2
"KYE","III",3,2021,2,0
"KYE","III",4,2006,24,2
"KYE","III",4,2007,17,0
"KYE","III",4,2008,2,14
"KYE","III",4,2009,52,10
"KYE","III",4,2010,16,17
"KYE","III",4,2011,27,13
"KYE","III",4,2012,33,0
"KYE","III",4,2013,3,0
"KYE","III",4,2014,0,0
"KYE","III",4,2015,13,1
"KYE","III",4,2016,5,0
"KYE","III",4,2017,5,2
"KYE","III",4,2018,0,1
"KYE","III",4,2019,8,5
"KYE","III",4,2020,8,1
"KYE","III",4,2021,1,0
"KYE","III",5,2006,1,0
"KYE","III",5,2007,4,2
"KYE","III",5,2008,15,8
"KYE","III",5,2009,49,11
"KYE","III",5,2010,16,8
"KYE","III",5,2011,17,1
"KYE","III",5,2012,7,0
"KYE","III",5,2013,3,0
"KYE","III",5,2014,0,0
"KYE","III",5,2015,6,0
"KYE","III",5,2016,0,0
"KYE","III",5,2017,1,0
"KYE","III",5,2018,0,0
"KYE","III",5,2019,1,0
"KYE","III",5,2020,1,0
"KYE","III",5,2021,0,0
"KYE","III",6,2006,NA,0
"KYE","III",6,2007,4,1
"KYE","III",6,2008,18,9
"KYE","III",6,2009,41,6
"KYE","III",6,2010,10,13
"KYE","III",6,2011,17,7
"KYE","III",6,2012,21,0
"KYE","III",6,2013,10,0
"KYE","III",6,2014,0,0
"KYE","III",6,2015,18,2
"KYE","III",6,2016,1,0
"KYE","III",6,2017,2,0
"KYE","III",6,2018,3,1
"KYE","III",6,2019,1,0
"KYE","III",6,2020,1,0
"KYE","III",6,2021,4,0
"KYE","III",7,2006,NA,1
"KYE","III",7,2007,2,0
"KYE","III",7,2008,3,7
"KYE","III",7,2009,70,5
"KYE","III",7,2010,12,16
"KYE","III",7,2011,33,11
"KYE","III",7,2012,62,0
"KYE","III",7,2013,7,3
"KYE","III",7,2014,0,0
"KYE","III",7,2015,25,1
"KYE","III",7,2016,6,0
"KYE","III",7,2017,1,0
"KYE","III",7,2018,1,1
"KYE","III",7,2019,5,2
"KYE","III",7,2020,0,0
"KYE","III",7,2021,0,0
"KYE","IV",1,2006,17,2
"KYE","IV",1,2007,20,5
"KYE","IV",1,2008,10,3
"KYE","IV",1,2009,13,5
"KYE","IV",1,2010,7,0
"KYE","IV",1,2011,1,1
"KYE","IV",1,2012,0,0
"KYE","IV",1,2013,0,0
"KYE","IV",1,2014,0,0
"KYE","IV",1,2015,1,0
"KYE","IV",1,2016,0,0
"KYE","IV",1,2017,0,0
"KYE","IV",1,2018,0,0
"KYE","IV",1,2019,0,0
"KYE","IV",1,2020,0,0
"KYE","IV",1,2021,0,0
"KYE","IV",2,2006,40,0
"KYE","IV",2,2007,3,1
"KYE","IV",2,2008,2,1
"KYE","IV",2,2009,27,3
"KYE","IV",2,2010,17,6
"KYE","IV",2,2011,39,3
"KYE","IV",2,2012,11,1
"KYE","IV",2,2013,4,0
"KYE","IV",2,2014,0,0
"KYE","IV",2,2015,3,0
"KYE","IV",2,2016,0,0
"KYE","IV",2,2017,0,0
"KYE","IV",2,2018,0,0
"KYE","IV",2,2019,0,0
"KYE","IV",2,2020,0,0
"KYE","IV",2,2021,0,0
"KYE","IV",3,2006,46,2
"KYE","IV",3,2007,7,2
"KYE","IV",3,2008,10,8
"KYE","IV",3,2009,77,4
"KYE","IV",3,2010,3,4
"KYE","IV",3,2011,38,7
"KYE","IV",3,2012,5,0
"KYE","IV",3,2013,1,2
"KYE","IV",3,2014,0,0
"KYE","IV",3,2015,5,0
"KYE","IV",3,2016,0,0
"KYE","IV",3,2017,0,0
"KYE","IV",3,2018,0,0
"KYE","IV",3,2019,0,0
"KYE","IV",3,2020,0,0
"KYE","IV",3,2021,0,0
"KYE","IV",4,2006,16,4
"KYE","IV",4,2007,3,0
"KYE","IV",4,2008,12,1
"KYE","IV",4,2009,40,9
"KYE","IV",4,2010,7,9
"KYE","IV",4,2011,33,21
"KYE","IV",4,2012,1,0
"KYE","IV",4,2013,0,0
"KYE","IV",4,2014,0,1
"KYE","IV",4,2015,7,2
"KYE","IV",4,2016,4,0
"KYE","IV",4,2017,3,0
"KYE","IV",4,2018,0,0
"KYE","IV",4,2019,0,2
"KYE","IV",4,2020,0,1
"KYE","IV",4,2021,0,0
"KYE","IV",5,2006,7,0
"KYE","IV",5,2007,1,1
"KYE","IV",5,2008,12,6
"KYE","IV",5,2009,31,1
"KYE","IV",5,2010,5,20
"KYE","IV",5,2011,75,11
"KYE","IV",5,2012,20,0
"KYE","IV",5,2013,2,0
"KYE","IV",5,2014,0,0
"KYE","IV",5,2015,1,2
"KYE","IV",5,2016,3,0
"KYE","IV",5,2017,0,0
"KYE","IV",5,2018,0,0
"KYE","IV",5,2019,0,1
"KYE","IV",5,2020,2,1
"KYE","IV",5,2021,0,0
"KYE","IV",6,2006,NA,4
"KYE","IV",6,2007,0,2
"KYE","IV",6,2008,16,5
"KYE","IV",6,2009,47,2
"KYE","IV",6,2010,8,12
"KYE","IV",6,2011,7,9
"KYE","IV",6,2012,2,0
"KYE","IV",6,2013,6,0
"KYE","IV",6,2014,0,0
"KYE","IV",6,2015,5,1
"KYE","IV",6,2016,3,0
"KYE","IV",6,2017,1,0
"KYE","IV",6,2018,0,0
"KYE","IV",6,2019,0,0
"KYE","IV",6,2020,1,0
"KYE","IV",6,2021,0,0
"KYE","IV",7,2006,NA,1
"KYE","IV",7,2007,0,0
"KYE","IV",7,2008,14,7
"KYE","IV",7,2009,19,3
"KYE","IV",7,2010,18,7
"KYE","IV",7,2011,26,16
"KYE","IV",7,2012,5,0
"KYE","IV",7,2013,7,0
"KYE","IV",7,2014,0,0
"KYE","IV",7,2015,5,0
"KYE","IV",7,2016,0,0
"KYE","IV",7,2017,3,1
"KYE","IV",7,2018,0,0
"KYE","IV",7,2019,0,0
"KYE","IV",7,2020,0,0
"KYE","IV",7,2021,0,0
"LCE","I",1,2006,4,0
"LCE","I",1,2007,7,4
"LCE","I",1,2008,12,1
"LCE","I",1,2009,0,0
"LCE","I",1,2010,3,0
"LCE","I",1,2011,0,0
"LCE","I",1,2012,3,0
"LCE","I",1,2013,0,0
"LCE","I",1,2014,0,0
"LCE","I",1,2015,0,0
"LCE","I",1,2016,0,0
"LCE","I",1,2017,9,3
"LCE","I",1,2018,33,10
"LCE","I",1,2019,37,11
"LCE","I",1,2020,57,31
"LCE","I",1,2021,17,0
"LCE","I",2,2006,8,0
"LCE","I",2,2007,0,0
"LCE","I",2,2008,6,0
"LCE","I",2,2009,6,1
"LCE","I",2,2010,4,0
"LCE","I",2,2011,0,0
"LCE","I",2,2012,0,0
"LCE","I",2,2013,0,0
"LCE","I",2,2014,0,0
"LCE","I",2,2015,0,0
"LCE","I",2,2016,0,0
"LCE","I",2,2017,8,2
"LCE","I",2,2018,8,5
"LCE","I",2,2019,15,1
"LCE","I",2,2020,5,1
"LCE","I",2,2021,5,0
"LCE","I",3,2006,1,0
"LCE","I",3,2007,0,0
"LCE","I",3,2008,4,1
"LCE","I",3,2009,3,0
"LCE","I",3,2010,3,0
"LCE","I",3,2011,0,0
"LCE","I",3,2012,0,0
"LCE","I",3,2013,0,0
"LCE","I",3,2014,0,0
"LCE","I",3,2015,0,0
"LCE","I",3,2016,0,0
"LCE","I",3,2017,1,0
"LCE","I",3,2018,0,0
"LCE","I",3,2019,9,1
"LCE","I",3,2020,0,0
"LCE","I",3,2021,2,0
"LCE","I",4,2006,8,2
"LCE","I",4,2007,0,0
"LCE","I",4,2008,5,1
"LCE","I",4,2009,5,0
"LCE","I",4,2010,0,0
"LCE","I",4,2011,0,0
"LCE","I",4,2012,0,0
"LCE","I",4,2013,0,0
"LCE","I",4,2014,0,0
"LCE","I",4,2015,1,0
"LCE","I",4,2016,0,0
"LCE","I",4,2017,0,0
"LCE","I",4,2018,1,1
"LCE","I",4,2019,3,1
"LCE","I",4,2020,0,1
"LCE","I",4,2021,0,0
"LCE","I",5,2006,2,0
"LCE","I",5,2007,2,1
"LCE","I",5,2008,4,0
"LCE","I",5,2009,0,1
"LCE","I",5,2010,0,0
"LCE","I",5,2011,0,0
"LCE","I",5,2012,0,0
"LCE","I",5,2013,0,0
"LCE","I",5,2014,0,0
"LCE","I",5,2015,0,0
"LCE","I",5,2016,1,1
"LCE","I",5,2017,3,1
"LCE","I",5,2018,0,0
"LCE","I",5,2019,1,0
"LCE","I",5,2020,0,0
"LCE","I",5,2021,0,0
"LCE","I",6,2006,NA,2
"LCE","I",6,2007,0,0
"LCE","I",6,2008,0,0
"LCE","I",6,2009,0,0
"LCE","I",6,2010,3,0
"LCE","I",6,2011,0,0
"LCE","I",6,2012,0,0
"LCE","I",6,2013,0,0
"LCE","I",6,2014,0,0
"LCE","I",6,2015,0,0
"LCE","I",6,2016,0,0
"LCE","I",6,2017,1,0
"LCE","I",6,2018,0,0
"LCE","I",6,2019,14,1
"LCE","I",6,2020,2,0
"LCE","I",6,2021,3,0
"LCE","I",7,2006,NA,0
"LCE","I",7,2007,3,1
"LCE","I",7,2008,3,1
"LCE","I",7,2009,0,0
"LCE","I",7,2010,0,0
"LCE","I",7,2011,0,0
"LCE","I",7,2012,0,0
"LCE","I",7,2013,0,0
"LCE","I",7,2014,0,0
"LCE","I",7,2015,0,0
"LCE","I",7,2016,0,0
"LCE","I",7,2017,0,2
"LCE","I",7,2018,0,1
"LCE","I",7,2019,64,5
"LCE","I",7,2020,21,12
"LCE","I",7,2021,7,0
"LCE","I",8,2006,NA,1
"LCE","I",8,2007,0,0
"LCE","I",8,2008,2,1
"LCE","I",8,2009,2,0
"LCE","I",8,2010,0,0
"LCE","I",8,2011,0,0
"LCE","I",8,2012,0,0
"LCE","I",8,2013,0,0
"LCE","I",8,2014,0,0
"LCE","I",8,2015,0,0
"LCE","I",8,2016,0,0
"LCE","I",8,2017,0,0
"LCE","I",8,2018,0,0
"LCE","I",8,2019,5,0
"LCE","I",8,2020,14,4
"LCE","I",8,2021,6,2
"LCE","II",1,2006,11,2
"LCE","II",1,2007,0,0
"LCE","II",1,2008,15,0
"LCE","II",1,2009,7,0
"LCE","II",1,2010,4,0
"LCE","II",1,2011,0,0
"LCE","II",1,2012,0,0
"LCE","II",1,2013,0,0
"LCE","II",1,2014,0,0
"LCE","II",1,2015,1,0
"LCE","II",1,2016,1,1
"LCE","II",1,2017,13,3
"LCE","II",1,2018,25,16
"LCE","II",1,2019,101,8
"LCE","II",1,2020,61,29
"LCE","II",1,2021,9,2
"LCE","II",2,2006,7,0
"LCE","II",2,2007,1,1
"LCE","II",2,2008,5,1
"LCE","II",2,2009,2,1
"LCE","II",2,2010,1,0
"LCE","II",2,2011,0,0
"LCE","II",2,2012,0,0
"LCE","II",2,2013,0,0
"LCE","II",2,2014,0,0
"LCE","II",2,2015,1,0
"LCE","II",2,2016,4,4
"LCE","II",2,2017,11,1
"LCE","II",2,2018,34,19
"LCE","II",2,2019,147,12
"LCE","II",2,2020,38,7
"LCE","II",2,2021,1,1
"LCE","II",3,2006,6,0
"LCE","II",3,2007,0,0
"LCE","II",3,2008,0,0
"LCE","II",3,2009,0,0
"LCE","II",3,2010,2,0
"LCE","II",3,2011,0,0
"LCE","II",3,2012,0,0
"LCE","II",3,2013,0,0
"LCE","II",3,2014,0,0
"LCE","II",3,2015,0,0
"LCE","II",3,2016,4,3
"LCE","II",3,2017,9,0
"LCE","II",3,2018,6,5
"LCE","II",3,2019,34,2
"LCE","II",3,2020,12,8
"LCE","II",3,2021,2,0
"LCE","II",4,2006,1,0
"LCE","II",4,2007,0,0
"LCE","II",4,2008,5,1
"LCE","II",4,2009,0,1
"LCE","II",4,2010,0,0
"LCE","II",4,2011,0,0
"LCE","II",4,2012,0,0
"LCE","II",4,2013,0,0
"LCE","II",4,2014,0,0
"LCE","II",4,2015,0,0
"LCE","II",4,2016,0,0
"LCE","II",4,2017,5,1
"LCE","II",4,2018,0,0
"LCE","II",4,2019,8,1
"LCE","II",4,2020,6,2
"LCE","II",4,2021,0,0
"LCE","II",5,2006,2,1
"LCE","II",5,2007,0,0
"LCE","II",5,2008,0,0
"LCE","II",5,2009,0,1
"LCE","II",5,2010,0,0
"LCE","II",5,2011,0,0
"LCE","II",5,2012,0,0
"LCE","II",5,2013,0,0
"LCE","II",5,2014,0,0
"LCE","II",5,2015,0,0
"LCE","II",5,2016,0,0
"LCE","II",5,2017,3,0
"LCE","II",5,2018,1,0
"LCE","II",5,2019,0,0
"LCE","II",5,2020,3,0
"LCE","II",5,2021,0,0
"LCE","II",6,2006,NA,1
"LCE","II",6,2007,0,0
"LCE","II",6,2008,0,0
"LCE","II",6,2009,0,1
"LCE","II",6,2010,0,0
"LCE","II",6,2011,0,0
"LCE","II",6,2012,0,0
"LCE","II",6,2013,0,0
"LCE","II",6,2014,0,0
"LCE","II",6,2015,0,0
"LCE","II",6,2016,0,0
"LCE","II",6,2017,0,0
"LCE","II",6,2018,0,0
"LCE","II",6,2019,0,0
"LCE","II",6,2020,0,0
"LCE","II",6,2021,0,0
"LCE","II",7,2006,NA,0
"LCE","II",7,2007,0,0
"LCE","II",7,2008,0,0
"LCE","II",7,2009,0,0
"LCE","II",7,2010,2,0
"LCE","II",7,2011,0,0
"LCE","II",7,2012,0,0
"LCE","II",7,2013,0,0
"LCE","II",7,2014,0,0
"LCE","II",7,2015,0,0
"LCE","II",7,2016,0,0
"LCE","II",7,2017,0,0
"LCE","II",7,2018,0,0
"LCE","II",7,2019,1,0
"LCE","II",7,2020,2,1
"LCE","II",7,2021,1,0
"LCE","III",1,2006,7,1
"LCE","III",1,2007,0,0
"LCE","III",1,2008,0,0
"LCE","III",1,2009,3,0
"LCE","III",1,2010,4,0
"LCE","III",1,2011,0,0
"LCE","III",1,2012,0,0
"LCE","III",1,2013,0,0
"LCE","III",1,2014,0,0
"LCE","III",1,2015,0,0
"LCE","III",1,2016,0,0
"LCE","III",1,2017,1,0
"LCE","III",1,2018,0,0
"LCE","III",1,2019,12,0
"LCE","III",1,2020,18,13
"LCE","III",1,2021,1,0
"LCE","III",2,2006,15,3
"LCE","III",2,2007,6,4
"LCE","III",2,2008,26,4
"LCE","III",2,2009,12,4
"LCE","III",2,2010,7,0
"LCE","III",2,2011,0,0
"LCE","III",2,2012,0,0
"LCE","III",2,2013,0,0
"LCE","III",2,2014,0,0
"LCE","III",2,2015,1,0
"LCE","III",2,2016,0,0
"LCE","III",2,2017,28,3
"LCE","III",2,2018,2,0
"LCE","III",2,2019,33,0
"LCE","III",2,2020,3,1
"LCE","III",2,2021,0,1
"LCE","III",3,2006,1,1
"LCE","III",3,2007,0,1
"LCE","III",3,2008,12,4
"LCE","III",3,2009,0,2
"LCE","III",3,2010,2,0
"LCE","III",3,2011,0,0
"LCE","III",3,2012,0,0
"LCE","III",3,2013,1,0
"LCE","III",3,2014,0,0
"LCE","III",3,2015,0,0
"LCE","III",3,2016,0,0
"LCE","III",3,2017,1,0
"LCE","III",3,2018,0,0
"LCE","III",3,2019,7,4
"LCE","III",3,2020,5,0
"LCE","III",3,2021,0,0
"LCE","III",4,2006,2,0
"LCE","III",4,2007,0,1
"LCE","III",4,2008,5,1
"LCE","III",4,2009,2,13
"LCE","III",4,2010,4,2
"LCE","III",4,2011,0,0
"LCE","III",4,2012,0,0
"LCE","III",4,2013,1,0
"LCE","III",4,2014,0,0
"LCE","III",4,2015,2,0
"LCE","III",4,2016,0,0
"LCE","III",4,2017,0,0
"LCE","III",4,2018,1,0
"LCE","III",4,2019,0,2
"LCE","III",4,2020,8,1
"LCE","III",4,2021,3,0
"LCE","III",5,2006,8,1
"LCE","III",5,2007,2,1
"LCE","III",5,2008,6,4
"LCE","III",5,2009,4,8
"LCE","III",5,2010,4,2
"LCE","III",5,2011,0,0
"LCE","III",5,2012,0,0
"LCE","III",5,2013,0,0
"LCE","III",5,2014,0,0
"LCE","III",5,2015,4,0
"LCE","III",5,2016,0,0
"LCE","III",5,2017,1,0
"LCE","III",5,2018,0,0
"LCE","III",5,2019,3,2
"LCE","III",5,2020,7,2
"LCE","III",5,2021,3,0
"LCE","III",6,2006,NA,1
"LCE","III",6,2007,0,0
"LCE","III",6,2008,0,17
"LCE","III",6,2009,9,0
"LCE","III",6,2010,5,1
"LCE","III",6,2011,0,0
"LCE","III",6,2012,0,0
"LCE","III",6,2013,0,0
"LCE","III",6,2014,0,0
"LCE","III",6,2015,1,0
"LCE","III",6,2016,0,0
"LCE","III",6,2017,7,1
"LCE","III",6,2018,0,0
"LCE","III",6,2019,10,0
"LCE","III",6,2020,5,2
"LCE","III",6,2021,2,1
"LCE","III",7,2006,NA,0
"LCE","III",7,2007,0,1
"LCE","III",7,2008,48,15
"LCE","III",7,2009,7,0
"LCE","III",7,2010,5,0
"LCE","III",7,2011,0,0
"LCE","III",7,2012,0,0
"LCE","III",7,2013,1,0
"LCE","III",7,2014,0,0
"LCE","III",7,2015,0,0
"LCE","III",7,2016,0,1
"LCE","III",7,2017,5,3
"LCE","III",7,2018,45,5
"LCE","III",7,2019,30,1
"LCE","III",7,2020,17,10
"LCE","III",7,2021,6,0
"LCE","III",8,2006,NA,1
"LCE","III",8,2007,1,3
"LCE","III",8,2008,46,4
"LCE","III",8,2009,3,3
"LCE","III",8,2010,17,0
"LCE","III",8,2011,0,0
"LCE","III",8,2012,0,0
"LCE","III",8,2013,0,0
"LCE","III",8,2014,1,0
"LCE","III",8,2015,0,0
"LCE","III",8,2016,2,0
"LCE","III",8,2017,5,1
"LCE","III",8,2018,14,3
"LCE","III",8,2019,48,2
"LCE","III",8,2020,15,9
"LCE","III",8,2021,4,0
"LCE","IV",1,2006,3,0
"LCE","IV",1,2007,0,0
"LCE","IV",1,2008,0,0
"LCE","IV",1,2009,0,0
"LCE","IV",1,2010,0,0
"LCE","IV",1,2011,1,0
"LCE","IV",1,2012,0,0
"LCE","IV",1,2013,0,0
"LCE","IV",1,2014,0,0
"LCE","IV",1,2015,0,0
"LCE","IV",1,2016,0,0
"LCE","IV",1,2017,0,0
"LCE","IV",1,2018,0,1
"LCE","IV",1,2019,0,0
"LCE","IV",1,2020,0,0
"LCE","IV",1,2021,0,0
"LCE","IV",2,2006,1,0
"LCE","IV",2,2007,0,0
"LCE","IV",2,2008,0,0
"LCE","IV",2,2009,0,0
"LCE","IV",2,2010,0,0
"LCE","IV",2,2011,0,0
"LCE","IV",2,2012,0,0
"LCE","IV",2,2013,0,0
"LCE","IV",2,2014,0,0
"LCE","IV",2,2015,0,0
"LCE","IV",2,2016,0,0
"LCE","IV",2,2017,0,0
"LCE","IV",2,2018,0,0
"LCE","IV",2,2019,0,0
"LCE","IV",2,2020,0,0
"LCE","IV",2,2021,0,0
"LCE","IV",3,2006,1,1
"LCE","IV",3,2007,0,0
"LCE","IV",3,2008,0,0
"LCE","IV",3,2009,0,0
"LCE","IV",3,2010,2,0
"LCE","IV",3,2011,0,0
"LCE","IV",3,2012,0,0
"LCE","IV",3,2013,0,0
"LCE","IV",3,2014,0,0
"LCE","IV",3,2015,0,0
"LCE","IV",3,2016,0,0
"LCE","IV",3,2017,0,0
"LCE","IV",3,2018,0,2
"LCE","IV",3,2019,0,0
"LCE","IV",3,2020,0,0
"LCE","IV",3,2021,0,1
"LCE","IV",4,2006,1,0
"LCE","IV",4,2007,0,0
"LCE","IV",4,2008,0,0
"LCE","IV",4,2009,0,0
"LCE","IV",4,2010,0,0
"LCE","IV",4,2011,0,0
"LCE","IV",4,2012,0,0
"LCE","IV",4,2013,0,0
"LCE","IV",4,2014,0,0
"LCE","IV",4,2015,0,0
"LCE","IV",4,2016,0,0
"LCE","IV",4,2017,0,0
"LCE","IV",4,2018,0,0
"LCE","IV",4,2019,0,0
"LCE","IV",4,2020,0,0
"LCE","IV",4,2021,0,0
"LCE","IV",5,2006,1,0
"LCE","IV",5,2007,0,1
"LCE","IV",5,2008,0,0
"LCE","IV",5,2009,0,0
"LCE","IV",5,2010,0,0
"LCE","IV",5,2011,0,0
"LCE","IV",5,2012,0,0
"LCE","IV",5,2013,0,0
"LCE","IV",5,2014,0,0
"LCE","IV",5,2015,0,0
"LCE","IV",5,2016,0,0
"LCE","IV",5,2017,0,0
"LCE","IV",5,2018,0,1
"LCE","IV",5,2019,3,1
"LCE","IV",5,2020,0,0
"LCE","IV",5,2021,0,0
"LCE","IV",6,2006,NA,0
"LCE","IV",6,2007,0,0
"LCE","IV",6,2008,0,0
"LCE","IV",6,2009,0,0
"LCE","IV",6,2010,2,1
"LCE","IV",6,2011,0,0
"LCE","IV",6,2012,0,0
"LCE","IV",6,2013,0,0
"LCE","IV",6,2014,0,0
"LCE","IV",6,2015,0,0
"LCE","IV",6,2016,0,0
"LCE","IV",6,2017,0,0
"LCE","IV",6,2018,0,1
"LCE","IV",6,2019,5,0
"LCE","IV",6,2020,0,0
"LCE","IV",6,2021,0,0
"LCE","IV",7,2006,NA,1
"LCE","IV",7,2007,0,6
"LCE","IV",7,2008,38,10
"LCE","IV",7,2009,42,11
"LCE","IV",7,2010,21,0
"LCE","IV",7,2011,0,0
"LCE","IV",7,2012,0,0
"LCE","IV",7,2013,0,0
"LCE","IV",7,2014,0,0
"LCE","IV",7,2015,3,1
"LCE","IV",7,2016,10,4
"LCE","IV",7,2017,12,3
"LCE","IV",7,2018,17,8
"LCE","IV",7,2019,4,0
"LCE","IV",7,2020,0,0
"LCE","IV",7,2021,0,0
"LCW","I",1,2006,0,0
"LCW","I",1,2007,0,0
"LCW","I",1,2008,0,0
"LCW","I",1,2009,0,0
"LCW","I",1,2010,0,0
"LCW","I",1,2011,0,0
"LCW","I",1,2012,0,0
"LCW","I",1,2013,0,0
"LCW","I",1,2014,0,0
"LCW","I",1,2015,0,0
"LCW","I",1,2016,0,0
"LCW","I",1,2017,0,0
"LCW","I",1,2018,0,0
"LCW","I",1,2019,0,0
"LCW","I",1,2020,0,0
"LCW","I",1,2021,1,0
"LCW","I",2,2006,1,1
"LCW","I",2,2007,9,3
"LCW","I",2,2008,160,18
"LCW","I",2,2009,16,1
"LCW","I",2,2010,4,1
"LCW","I",2,2011,0,0
"LCW","I",2,2012,0,0
"LCW","I",2,2013,0,0
"LCW","I",2,2014,0,0
"LCW","I",2,2015,0,0
"LCW","I",2,2016,0,0
"LCW","I",2,2017,0,0
"LCW","I",2,2018,0,0
"LCW","I",2,2019,0,0
"LCW","I",2,2020,0,0
"LCW","I",2,2021,0,0
"LCW","I",3,2006,10,7
"LCW","I",3,2007,43,16
"LCW","I",3,2008,461,31
"LCW","I",3,2009,56,0
"LCW","I",3,2010,1,1
"LCW","I",3,2011,0,0
"LCW","I",3,2012,0,0
"LCW","I",3,2013,0,0
"LCW","I",3,2014,0,0
"LCW","I",3,2015,0,0
"LCW","I",3,2016,0,0
"LCW","I",3,2017,0,0
"LCW","I",3,2018,0,0
"LCW","I",3,2019,1,0
"LCW","I",3,2020,0,0
"LCW","I",3,2021,1,0
"LCW","I",4,2006,25,12
"LCW","I",4,2007,148,44
"LCW","I",4,2008,1225,18
"LCW","I",4,2009,26,1
"LCW","I",4,2010,7,2
"LCW","I",4,2011,0,0
"LCW","I",4,2012,0,0
"LCW","I",4,2013,0,0
"LCW","I",4,2014,0,0
"LCW","I",4,2015,0,0
"LCW","I",4,2016,0,0
"LCW","I",4,2017,0,0
"LCW","I",4,2018,0,0
"LCW","I",4,2019,67,1
"LCW","I",4,2020,7,1
"LCW","I",4,2021,0,0
"LCW","I",5,2006,NA,4
"LCW","I",5,2007,83,75
"LCW","I",5,2008,1275,21
"LCW","I",5,2009,77,1
"LCW","I",5,2010,15,3
"LCW","I",5,2011,0,0
"LCW","I",5,2012,0,0
"LCW","I",5,2013,8,0
"LCW","I",5,2014,0,0
"LCW","I",5,2015,0,0
"LCW","I",5,2016,0,0
"LCW","I",5,2017,3,0
"LCW","I",5,2018,3,0
"LCW","I",5,2019,145,5
"LCW","I",5,2020,12,5
"LCW","I",5,2021,0,0
"LCW","I",6,2006,75,2
"LCW","I",6,2007,29,13
"LCW","I",6,2008,276,23
"LCW","I",6,2009,82,1
"LCW","I",6,2010,21,6
"LCW","I",6,2011,0,0
"LCW","I",6,2012,0,0
"LCW","I",6,2013,2,0
"LCW","I",6,2014,0,0
"LCW","I",6,2015,0,0
"LCW","I",6,2016,0,0
"LCW","I",6,2017,0,0
"LCW","I",6,2018,0,0
"LCW","I",6,2019,10,0
"LCW","I",6,2020,1,0
"LCW","I",6,2021,1,0
"LCW","I",7,2006,NA,0
"LCW","I",7,2007,13,6
"LCW","I",7,2008,342,12
"LCW","I",7,2009,93,3
"LCW","I",7,2010,10,8
"LCW","I",7,2011,0,0
"LCW","I",7,2012,0,0
"LCW","I",7,2013,1,0
"LCW","I",7,2014,0,0
"LCW","I",7,2015,0,0
"LCW","I",7,2016,0,0
"LCW","I",7,2017,1,0
"LCW","I",7,2018,3,0
"LCW","I",7,2019,10,0
"LCW","I",7,2020,5,0
"LCW","I",7,2021,3,0
"LCW","I",8,2006,NA,1
"LCW","I",8,2007,3,0
"LCW","I",8,2008,83,7
"LCW","I",8,2009,41,1
"LCW","I",8,2010,0,0
"LCW","I",8,2011,0,0
"LCW","I",8,2012,0,0
"LCW","I",8,2013,1,0
"LCW","I",8,2014,0,0
"LCW","I",8,2015,0,0
"LCW","I",8,2016,0,0
"LCW","I",8,2017,0,0
"LCW","I",8,2018,0,0
"LCW","I",8,2019,1,0
"LCW","I",8,2020,4,0
"LCW","I",8,2021,0,0
"LCW","II",1,2006,0,0
"LCW","II",1,2007,0,0
"LCW","II",1,2008,8,1
"LCW","II",1,2009,0,0
"LCW","II",1,2010,0,0
"LCW","II",1,2011,0,0
"LCW","II",1,2012,0,0
"LCW","II",1,2013,0,0
"LCW","II",1,2014,0,0
"LCW","II",1,2015,0,0
"LCW","II",1,2016,0,0
"LCW","II",1,2017,0,0
"LCW","II",1,2018,0,0
"LCW","II",1,2019,0,0
"LCW","II",1,2020,0,0
"LCW","II",1,2021,0,0
"LCW","II",2,2006,1,1
"LCW","II",2,2007,10,7
"LCW","II",2,2008,204,10
"LCW","II",2,2009,5,1
"LCW","II",2,2010,12,4
"LCW","II",2,2011,0,0
"LCW","II",2,2012,0,0
"LCW","II",2,2013,5,0
"LCW","II",2,2014,0,0
"LCW","II",2,2015,0,0
"LCW","II",2,2016,0,0
"LCW","II",2,2017,0,0
"LCW","II",2,2018,0,0
"LCW","II",2,2019,0,0
"LCW","II",2,2020,0,0
"LCW","II",2,2021,0,0
"LCW","II",3,2006,4,2
"LCW","II",3,2007,41,7
"LCW","II",3,2008,366,5
"LCW","II",3,2009,32,0
"LCW","II",3,2010,1,0
"LCW","II",3,2011,0,0
"LCW","II",3,2012,0,0
"LCW","II",3,2013,0,0
"LCW","II",3,2014,0,0
"LCW","II",3,2015,0,0
"LCW","II",3,2016,0,0
"LCW","II",3,2017,0,0
"LCW","II",3,2018,0,0
"LCW","II",3,2019,0,0
"LCW","II",3,2020,3,0
"LCW","II",3,2021,0,0
"LCW","II",4,2006,15,5
"LCW","II",4,2007,86,21
"LCW","II",4,2008,693,9
"LCW","II",4,2009,98,0
"LCW","II",4,2010,8,0
"LCW","II",4,2011,0,0
"LCW","II",4,2012,0,0
