"site","transect","position","year","seedlingNumber","fruitplNumber"
"DEM","II",4,2006,1,0
"DEM","II",4,2007,4,1
"DEM","II",4,2008,0,1
"DEM","II",4,2009,31,3
"DEM","II",4,2010,4,5
"DEM","II",4,2011,17,0
"DEM","II",4,2012,0,0
"DEM","II",4,2013,2,0
"DEM","II",4,2014,0,0
"DEM","II",4,2015,0,0
"DEM","II",4,2016,0,0
"DEM","II",4,2017,10,0
"DEM","II",4,2018,4,4
"DEM","II",4,2019,126,38
"DEM","II",4,2020,264,31
"DEM","II",4,2021,33,0
"DEM","II",5,2006,28,0
"DEM","II",5,2007,2,0
"DEM","II",5,2008,0,0
"DEM","II",5,2009,1,0
"DEM","II",5,2010,1,2
"DEM","II",5,2011,16,0
"DEM","II",5,2012,0,0
"DEM","II",5,2013,2,0
"DEM","II",5,2014,0,0
"DEM","II",5,2015,0,0
"DEM","II",5,2016,0,0
"DEM","II",5,2017,1,0
"DEM","II",5,2018,0,0
"DEM","II",5,2019,34,9
"DEM","II",5,2020,75,5
"DEM","II",5,2021,9,0
"DEM","II",6,2006,NA,0
"DEM","II",6,2007,1,0
"DEM","II",6,2008,0,0
"DEM","II",6,2009,4,0
"DEM","II",6,2010,0,1
"DEM","II",6,2011,0,0
"DEM","II",6,2012,2,0
"DEM","II",6,2013,0,0
"DEM","II",6,2014,0,0
"DEM","II",6,2015,0,0
"DEM","II",6,2016,0,0
"DEM","II",6,2017,0,0
"DEM","II",6,2018,1,1
"DEM","II",6,2019,36,8
"DEM","II",6,2020,112,7
"DEM","II",6,2021,5,0
"DEM","II",7,2006,NA,0
"DEM","II",7,2007,0,0
"DEM","II",7,2008,0,0
"DEM","II",7,2009,1,0
"DEM","II",7,2010,0,0
"DEM","II",7,2011,1,0
"DEM","II",7,2012,2,0
"DEM","II",7,2013,0,0
"DEM","II",7,2014,0,0
"DEM","II",7,2015,0,0
"DEM","II",7,2016,0,0
"DEM","II",7,2017,0,0
"DEM","II",7,2018,0,0
"DEM","II",7,2019,27,8
"DEM","II",7,2020,183,2
"DEM","II",7,2021,0,0
"DEM","II",8,2006,NA,0
"DEM","II",8,2007,0,0
"DEM","II",8,2008,0,0
"DEM","II",8,2009,0,0
"DEM","II",8,2010,9,0
"DEM","II",8,2011,0,0
"DEM","II",8,2012,0,0
"DEM","II",8,2013,0,0
"DEM","II",8,2014,0,0
"DEM","II",8,2015,0,0
"DEM","II",8,2016,0,0
"DEM","II",8,2017,0,0
"DEM","II",8,2018,0,0
"DEM","II",8,2019,0,1
"DEM","II",8,2020,0,0
"DEM","II",8,2021,0,0
"DEM","III",1,2006,167,35
"DEM","III",1,2007,27,1
"DEM","III",1,2008,0,0
"DEM","III",1,2009,23,3
"DEM","III",1,2010,169,18
"DEM","III",1,2011,4,1
"DEM","III",1,2012,30,8
"DEM","III",1,2013,57,5
"DEM","III",1,2014,0,0
"DEM","III",1,2015,0,0
"DEM","III",1,2016,0,0
"DEM","III",1,2017,39,6
"DEM","III",1,2018,143,50
"DEM","III",1,2019,484,46
"DEM","III",1,2020,530,43
"DEM","III",1,2021,25,0
"DEM","III",2,2006,222,62
"DEM","III",2,2007,39,6
"DEM","III",2,2008,13,0
"DEM","III",2,2009,53,27
"DEM","III",2,2010,362,56
"DEM","III",2,2011,20,14
"DEM","III",2,2012,16,4
"DEM","III",2,2013,45,1
"DEM","III",2,2014,0,0
"DEM","III",2,2015,4,0
"DEM","III",2,2016,0,0
"DEM","III",2,2017,308,115
"DEM","III",2,2018,156,38
"DEM","III",2,2019,461,16
"DEM","III",2,2020,233,14
"DEM","III",2,2021,10,0
"DEM","III",3,2006,32,28
"DEM","III",3,2007,48,27
"DEM","III",3,2008,106,0
"DEM","III",3,2009,70,9
"DEM","III",3,2010,258,43
"DEM","III",3,2011,46,24
"DEM","III",3,2012,14,0
"DEM","III",3,2013,94,1
"DEM","III",3,2014,0,0
"DEM","III",3,2015,9,0
"DEM","III",3,2016,3,3
"DEM","III",3,2017,68,28
"DEM","III",3,2018,186,21
"DEM","III",3,2019,302,3
"DEM","III",3,2020,156,7
"DEM","III",3,2021,9,0
"DEM","III",4,2006,37,18
"DEM","III",4,2007,55,9
"DEM","III",4,2008,142,0
"DEM","III",4,2009,16,2
"DEM","III",4,2010,75,9
"DEM","III",4,2011,125,4
"DEM","III",4,2012,17,0
"DEM","III",4,2013,4,0
"DEM","III",4,2014,2,1
"DEM","III",4,2015,7,2
"DEM","III",4,2016,5,0
"DEM","III",4,2017,94,22
"DEM","III",4,2018,162,25
"DEM","III",4,2019,429,5
"DEM","III",4,2020,68,3
"DEM","III",4,2021,4,0
"DEM","III",5,2006,134,1
"DEM","III",5,2007,0,0
"DEM","III",5,2008,34,0
"DEM","III",5,2009,52,8
"DEM","III",5,2010,187,30
"DEM","III",5,2011,45,6
"DEM","III",5,2012,4,0
"DEM","III",5,2013,11,0
"DEM","III",5,2014,0,0
"DEM","III",5,2015,2,0
"DEM","III",5,2016,0,0
"DEM","III",5,2017,52,10
"DEM","III",5,2018,147,27
"DEM","III",5,2019,422,7
"DEM","III",5,2020,83,5
"DEM","III",5,2021,7,0
"DEM","III",6,2006,NA,0
"DEM","III",6,2007,0,1
"DEM","III",6,2008,1,0
"DEM","III",6,2009,50,22
"DEM","III",6,2010,562,68
"DEM","III",6,2011,55,3
"DEM","III",6,2012,0,0
"DEM","III",6,2013,15,0
"DEM","III",6,2014,0,0
"DEM","III",6,2015,0,0
"DEM","III",6,2016,3,2
"DEM","III",6,2017,19,6
"DEM","III",6,2018,156,56
"DEM","III",6,2019,704,69
"DEM","III",6,2020,294,11
"DEM","III",6,2021,7,0
"DEM","III",7,2006,NA,0
"DEM","III",7,2007,0,0
"DEM","III",7,2008,0,0
"DEM","III",7,2009,0,0
"DEM","III",7,2010,0,0
"DEM","III",7,2011,6,0
"DEM","III",7,2012,0,0
"DEM","III",7,2013,3,0
"DEM","III",7,2014,0,0
"DEM","III",7,2015,0,0
"DEM","III",7,2016,0,0
"DEM","III",7,2017,12,2
"DEM","III",7,2018,2,0
"DEM","III",7,2019,102,49
"DEM","III",7,2020,277,8
"DEM","III",7,2021,5,0
"DEM","III",8,2006,NA,0
"DEM","III",8,2007,0,0
"DEM","III",8,2008,0,0
"DEM","III",8,2009,0,0
"DEM","III",8,2010,0,1
"DEM","III",8,2011,4,0
"DEM","III",8,2012,0,0
"DEM","III",8,2013,0,0
"DEM","III",8,2014,0,0
"DEM","III",8,2015,0,0
"DEM","III",8,2016,0,0
"DEM","III",8,2017,12,8
"DEM","III",8,2018,128,48
"DEM","III",8,2019,420,53
"DEM","III",8,2020,306,12
"DEM","III",8,2021,8,0
"DEM","IV",1,2006,77,11
"DEM","IV",1,2007,0,8
"DEM","IV",1,2008,28,11
"DEM","IV",1,2009,76,27
"DEM","IV",1,2010,49,0
"DEM","IV",1,2011,3,0
"DEM","IV",1,2012,2,0
"DEM","IV",1,2013,13,0
"DEM","IV",1,2014,0,0
"DEM","IV",1,2015,0,0
"DEM","IV",1,2016,0,0
"DEM","IV",1,2017,172,6
"DEM","IV",1,2018,0,0
"DEM","IV",1,2019,16,0
"DEM","IV",1,2020,6,1
"DEM","IV",1,2021,0,0
"DEM","IV",2,2006,64,10
"DEM","IV",2,2007,1,2
"DEM","IV",2,2008,31,10
"DEM","IV",2,2009,28,10
"DEM","IV",2,2010,63,12
"DEM","IV",2,2011,0,1
"DEM","IV",2,2012,2,0
"DEM","IV",2,2013,9,2
"DEM","IV",2,2014,0,0
"DEM","IV",2,2015,0,0
"DEM","IV",2,2016,0,0
"DEM","IV",2,2017,121,12
"DEM","IV",2,2018,0,0
"DEM","IV",2,2019,34,0
"DEM","IV",2,2020,3,0
"DEM","IV",2,2021,0,0
"DEM","IV",3,2006,107,1
"DEM","IV",3,2007,0,3
"DEM","IV",3,2008,59,14
"DEM","IV",3,2009,81,17
"DEM","IV",3,2010,61,5
"DEM","IV",3,2011,4,0
"DEM","IV",3,2012,3,0
"DEM","IV",3,2013,11,1
"DEM","IV",3,2014,0,0
"DEM","IV",3,2015,0,0
"DEM","IV",3,2016,0,0
"DEM","IV",3,2017,124,1
"DEM","IV",3,2018,1,1
"DEM","IV",3,2019,10,0
"DEM","IV",3,2020,4,0
"DEM","IV",3,2021,2,0
"DEM","IV",4,2006,37,6
"DEM","IV",4,2007,0,3
"DEM","IV",4,2008,30,11
"DEM","IV",4,2009,38,0
"DEM","IV",4,2010,12,0
"DEM","IV",4,2011,8,4
"DEM","IV",4,2012,5,0
"DEM","IV",4,2013,9,2
"DEM","IV",4,2014,1,1
"DEM","IV",4,2015,0,0
"DEM","IV",4,2016,1,0
"DEM","IV",4,2017,41,2
"DEM","IV",4,2018,0,0
"DEM","IV",4,2019,9,0
"DEM","IV",4,2020,3,1
"DEM","IV",4,2021,0,0
"DEM","IV",5,2006,146,15
"DEM","IV",5,2007,0,8
"DEM","IV",5,2008,66,5
"DEM","IV",5,2009,19,3
"DEM","IV",5,2010,31,3
"DEM","IV",5,2011,22,0
"DEM","IV",5,2012,1,0
"DEM","IV",5,2013,9,0
"DEM","IV",5,2014,0,0
"DEM","IV",5,2015,0,0
"DEM","IV",5,2016,0,0
"DEM","IV",5,2017,8,1
"DEM","IV",5,2018,0,0
"DEM","IV",5,2019,7,0
"DEM","IV",5,2020,0,0
"DEM","IV",5,2021,0,0
"DEM","IV",6,2006,NA,6
"DEM","IV",6,2007,0,0
"DEM","IV",6,2008,5,1
"DEM","IV",6,2009,5,0
"DEM","IV",6,2010,16,0
"DEM","IV",6,2011,1,0
"DEM","IV",6,2012,0,0
"DEM","IV",6,2013,17,0
"DEM","IV",6,2014,0,0
"DEM","IV",6,2015,0,0
"DEM","IV",6,2016,0,0
"DEM","IV",6,2017,9,0
"DEM","IV",6,2018,0,0
"DEM","IV",6,2019,3,0
"DEM","IV",6,2020,1,0
"DEM","IV",6,2021,0,0
"DLW","I",1,2006,2,0
"DLW","I",1,2007,2,1
"DLW","I",1,2008,2,0
"DLW","I",1,2009,3,0
"DLW","I",1,2010,0,0
"DLW","I",1,2011,4,0
"DLW","I",1,2012,3,0
"DLW","I",1,2013,1,0
"DLW","I",1,2014,0,0
"DLW","I",1,2015,1,0
"DLW","I",1,2016,0,0
"DLW","I",1,2017,0,0
"DLW","I",1,2018,0,0
"DLW","I",1,2019,0,0
"DLW","I",1,2020,2,0
"DLW","I",1,2021,0,0
"DLW","I",2,2006,6,1
"DLW","I",2,2007,0,1
"DLW","I",2,2008,1,1
"DLW","I",2,2009,10,1
"DLW","I",2,2010,6,5
"DLW","I",2,2011,3,1
"DLW","I",2,2012,7,2
"DLW","I",2,2013,3,0
"DLW","I",2,2014,0,0
"DLW","I",2,2015,0,0
"DLW","I",2,2016,0,0
"DLW","I",2,2017,1,0
"DLW","I",2,2018,0,0
"DLW","I",2,2019,5,1
"DLW","I",2,2020,5,3
"DLW","I",2,2021,0,0
"DLW","I",3,2006,7,1
"DLW","I",3,2007,0,0
"DLW","I",3,2008,0,1
"DLW","I",3,2009,3,0
"DLW","I",3,2010,0,0
"DLW","I",3,2011,4,4
"DLW","I",3,2012,7,5
"DLW","I",3,2013,6,0
"DLW","I",3,2014,0,0
"DLW","I",3,2015,0,0
"DLW","I",3,2016,0,0
"DLW","I",3,2017,1,0
"DLW","I",3,2018,0,0
"DLW","I",3,2019,2,2
"DLW","I",3,2020,27,6
"DLW","I",3,2021,0,0
"DLW","I",4,2006,6,1
"DLW","I",4,2007,1,0
"DLW","I",4,2008,0,0
"DLW","I",4,2009,0,0
"DLW","I",4,2010,0,0
"DLW","I",4,2011,3,1
"DLW","I",4,2012,5,1
"DLW","I",4,2013,24,0
"DLW","I",4,2014,0,0
"DLW","I",4,2015,4,0
"DLW","I",4,2016,0,0
"DLW","I",4,2017,0,0
"DLW","I",4,2018,0,0
"DLW","I",4,2019,10,6
"DLW","I",4,2020,39,7
"DLW","I",4,2021,0,0
"DLW","I",5,2006,NA,0
"DLW","I",5,2007,1,1
"DLW","I",5,2008,0,2
"DLW","I",5,2009,0,0
"DLW","I",5,2010,0,0
"DLW","I",5,2011,1,0
"DLW","I",5,2012,0,0
"DLW","I",5,2013,1,0
"DLW","I",5,2014,0,0
"DLW","I",5,2015,0,0
"DLW","I",5,2016,0,0
"DLW","I",5,2017,0,0
"DLW","I",5,2018,0,0
"DLW","I",5,2019,0,0
"DLW","I",5,2020,1,0
"DLW","I",5,2021,0,0
"DLW","I",6,2006,NA,0
"DLW","I",6,2007,1,1
"DLW","I",6,2008,1,0
"DLW","I",6,2009,1,0
"DLW","I",6,2010,3,4
"DLW","I",6,2011,5,0
"DLW","I",6,2012,0,0
"DLW","I",6,2013,0,0
"DLW","I",6,2014,0,0
"DLW","I",6,2015,0,0
"DLW","I",6,2016,0,0
"DLW","I",6,2017,0,0
"DLW","I",6,2018,0,0
"DLW","I",6,2019,1,1
"DLW","I",6,2020,0,0
"DLW","I",6,2021,0,0
"DLW","II",1,2006,12,0
"DLW","II",1,2007,2,1
"DLW","II",1,2008,0,0
"DLW","II",1,2009,17,0
"DLW","II",1,2010,1,1
"DLW","II",1,2011,0,0
"DLW","II",1,2012,0,0
"DLW","II",1,2013,2,0
"DLW","II",1,2014,0,0
"DLW","II",1,2015,0,0
"DLW","II",1,2016,0,0
"DLW","II",1,2017,10,6
"DLW","II",1,2018,7,7
"DLW","II",1,2019,218,5
"DLW","II",1,2020,25,6
"DLW","II",1,2021,0,0
"DLW","II",2,2006,6,1
"DLW","II",2,2007,1,0
"DLW","II",2,2008,0,0
"DLW","II",2,2009,3,0
"DLW","II",2,2010,0,1
"DLW","II",2,2011,0,1
"DLW","II",2,2012,0,0
"DLW","II",2,2013,4,0
"DLW","II",2,2014,0,0
"DLW","II",2,2015,0,0
"DLW","II",2,2016,0,0
"DLW","II",2,2017,0,0
"DLW","II",2,2018,0,1
"DLW","II",2,2019,52,8
"DLW","II",2,2020,18,3
"DLW","II",2,2021,0,0
"DLW","II",3,2006,2,0
"DLW","II",3,2007,0,0
"DLW","II",3,2008,2,1
"DLW","II",3,2009,2,0
"DLW","II",3,2010,1,0
"DLW","II",3,2011,0,0
"DLW","II",3,2012,0,0
"DLW","II",3,2013,0,0
"DLW","II",3,2014,0,0
"DLW","II",3,2015,0,0
"DLW","II",3,2016,0,0
"DLW","II",3,2017,0,0
"DLW","II",3,2018,0,3
"DLW","II",3,2019,34,8
"DLW","II",3,2020,63,22
"DLW","II",3,2021,1,0
"DLW","II",4,2006,0,0
"DLW","II",4,2007,0,0
"DLW","II",4,2008,2,0
"DLW","II",4,2009,0,0
"DLW","II",4,2010,0,0
"DLW","II",4,2011,1,0
"DLW","II",4,2012,0,0
"DLW","II",4,2013,0,0
"DLW","II",4,2014,0,0
"DLW","II",4,2015,0,0
"DLW","II",4,2016,0,0
"DLW","II",4,2017,0,0
"DLW","II",4,2018,0,0
"DLW","II",4,2019,0,0
"DLW","II",4,2020,1,0
"DLW","II",4,2021,0,0
"DLW","II",5,2006,NA,0
"DLW","II",5,2007,0,0
"DLW","II",5,2008,0,0
"DLW","II",5,2009,0,0
"DLW","II",5,2010,0,0
"DLW","II",5,2011,0,0
"DLW","II",5,2012,0,0
"DLW","II",5,2013,0,0
"DLW","II",5,2014,0,0
"DLW","II",5,2015,0,0
"DLW","II",5,2016,0,0
"DLW","II",5,2017,0,0
"DLW","II",5,2018,0,0
"DLW","II",5,2019,0,0
"DLW","II",5,2020,1,1
"DLW","II",5,2021,0,0
"DLW","II",6,2006,NA,0
"DLW","II",6,2007,0,0
"DLW","II",6,2008,0,0
"DLW","II",6,2009,0,0
"DLW","II",6,2010,0,0
"DLW","II",6,2011,0,0
"DLW","II",6,2012,0,0
"DLW","II",6,2013,0,0
"DLW","II",6,2014,0,0
"DLW","II",6,2015,0,0
"DLW","II",6,2016,0,0
"DLW","II",6,2017,0,0
"DLW","II",6,2018,0,0
"DLW","II",6,2019,0,0
"DLW","II",6,2020,0,0
"DLW","II",6,2021,0,0
"DLW","III",1,2006,NA,0
"DLW","III",1,2007,0,0
"DLW","III",1,2008,0,0
"DLW","III",1,2009,0,0
"DLW","III",1,2010,0,0
"DLW","III",1,2011,4,2
"DLW","III",1,2012,1,0
"DLW","III",1,2013,0,0
"DLW","III",1,2014,0,0
"DLW","III",1,2015,0,0
"DLW","III",1,2016,0,0
"DLW","III",1,2017,0,0
"DLW","III",1,2018,0,0
"DLW","III",1,2019,3,0
"DLW","III",1,2020,0,0
"DLW","III",1,2021,0,0
"DLW","III",2,2006,25,1
"DLW","III",2,2007,3,0
"DLW","III",2,2008,4,0
"DLW","III",2,2009,12,3
"DLW","III",2,2010,9,4
"DLW","III",2,2011,5,3
"DLW","III",2,2012,0,0
"DLW","III",2,2013,1,0
"DLW","III",2,2014,0,0
"DLW","III",2,2015,4,0
"DLW","III",2,2016,1,1
"DLW","III",2,2017,26,0
"DLW","III",2,2018,2,0
"DLW","III",2,2019,10,4
"DLW","III",2,2020,11,7
"DLW","III",2,2021,0,0
"DLW","III",3,2006,18,1
"DLW","III",3,2007,2,1
"DLW","III",3,2008,4,1
"DLW","III",3,2009,14,4
"DLW","III",3,2010,4,2
"DLW","III",3,2011,3,1
"DLW","III",3,2012,0,1
"DLW","III",3,2013,17,1
"DLW","III",3,2014,0,0
"DLW","III",3,2015,1,0
"DLW","III",3,2016,0,1
"DLW","III",3,2017,48,1
"DLW","III",3,2018,0,0
"DLW","III",3,2019,7,0
"DLW","III",3,2020,0,2
"DLW","III",3,2021,0,0
"DLW","III",4,2006,3,0
"DLW","III",4,2007,0,0
"DLW","III",4,2008,1,0
"DLW","III",4,2009,0,1
"DLW","III",4,2010,3,5
"DLW","III",4,2011,6,6
"DLW","III",4,2012,2,0
"DLW","III",4,2013,13,0
"DLW","III",4,2014,2,0
"DLW","III",4,2015,1,0
"DLW","III",4,2016,0,0
"DLW","III",4,2017,17,1
"DLW","III",4,2018,0,0
"DLW","III",4,2019,5,2
"DLW","III",4,2020,1,1
"DLW","III",4,2021,0,0
"DLW","III",5,2006,6,0
"DLW","III",5,2007,2,0
"DLW","III",5,2008,2,1
"DLW","III",5,2009,3,1
"DLW","III",5,2010,5,3
"DLW","III",5,2011,7,3
"DLW","III",5,2012,2,0
"DLW","III",5,2013,3,0
"DLW","III",5,2014,0,0
"DLW","III",5,2015,0,0
"DLW","III",5,2016,0,0
"DLW","III",5,2017,4,0
"DLW","III",5,2018,0,0
"DLW","III",5,2019,1,2
"DLW","III",5,2020,3,5
"DLW","III",5,2021,1,0
"DLW","III",6,2006,NA,0
"DLW","III",6,2007,1,0
"DLW","III",6,2008,0,0
"DLW","III",6,2009,0,0
"DLW","III",6,2010,2,1
"DLW","III",6,2011,3,0
"DLW","III",6,2012,0,0
"DLW","III",6,2013,0,0
"DLW","III",6,2014,0,0
"DLW","III",6,2015,0,0
"DLW","III",6,2016,0,0
"DLW","III",6,2017,0,0
"DLW","III",6,2018,0,0
"DLW","III",6,2019,0,0
"DLW","III",6,2020,1,1
"DLW","III",6,2021,0,0
"DLW","IV",1,2006,NA,0
"DLW","IV",1,2007,0,0
"DLW","IV",1,2008,0,0
"DLW","IV",1,2009,0,0
"DLW","IV",1,2010,0,0
"DLW","IV",1,2011,0,0
"DLW","IV",1,2012,2,0
"DLW","IV",1,2013,2,0
"DLW","IV",1,2014,0,0
"DLW","IV",1,2015,1,0
"DLW","IV",1,2016,1,0
"DLW","IV",1,2017,0,0
"DLW","IV",1,2018,0,0
"DLW","IV",1,2019,0,0
"DLW","IV",1,2020,0,0
"DLW","IV",1,2021,0,0
"DLW","IV",2,2006,0,0
"DLW","IV",2,2007,0,0
"DLW","IV",2,2008,0,0
"DLW","IV",2,2009,0,0
"DLW","IV",2,2010,0,0
"DLW","IV",2,2011,0,0
"DLW","IV",2,2012,0,0
"DLW","IV",2,2013,10,0
"DLW","IV",2,2014,0,0
"DLW","IV",2,2015,1,0
"DLW","IV",2,2016,0,0
"DLW","IV",2,2017,0,0
"DLW","IV",2,2018,0,0
"DLW","IV",2,2019,0,0
"DLW","IV",2,2020,0,0
"DLW","IV",2,2021,0,0
"DLW","IV",3,2006,1,1
"DLW","IV",3,2007,4,1
"DLW","IV",3,2008,3,1
"DLW","IV",3,2009,0,0
"DLW","IV",3,2010,1,1
"DLW","IV",3,2011,3,3
"DLW","IV",3,2012,34,6
"DLW","IV",3,2013,3,0
"DLW","IV",3,2014,0,0
"DLW","IV",3,2015,2,0
"DLW","IV",3,2016,0,0
"DLW","IV",3,2017,0,0
"DLW","IV",3,2018,0,0
"DLW","IV",3,2019,3,0
"DLW","IV",3,2020,8,3
"DLW","IV",3,2021,0,0
"DLW","IV",4,2006,3,0
"DLW","IV",4,2007,4,0
"DLW","IV",4,2008,0,0
"DLW","IV",4,2009,0,1
"DLW","IV",4,2010,1,1
"DLW","IV",4,2011,2,1
"DLW","IV",4,2012,4,2
"DLW","IV",4,2013,0,0
"DLW","IV",4,2014,0,0
"DLW","IV",4,2015,0,0
"DLW","IV",4,2016,0,0
"DLW","IV",4,2017,0,0
"DLW","IV",4,2018,0,0
"DLW","IV",4,2019,0,0
"DLW","IV",4,2020,0,0
"DLW","IV",4,2021,0,0
"DLW","IV",5,2006,6,0
"DLW","IV",5,2007,1,0
"DLW","IV",5,2008,4,0
"DLW","IV",5,2009,1,0
"DLW","IV",5,2010,0,1
"DLW","IV",5,2011,3,0
"DLW","IV",5,2012,0,0
"DLW","IV",5,2013,0,0
"DLW","IV",5,2014,0,0
"DLW","IV",5,2015,0,0
"DLW","IV",5,2016,0,0
"DLW","IV",5,2017,0,0
"DLW","IV",5,2018,0,0
"DLW","IV",5,2019,0,0
"DLW","IV",5,2020,0,0
"DLW","IV",5,2021,0,0
"DLW","IV",6,2006,NA,0
"DLW","IV",6,2007,0,0
"DLW","IV",6,2008,0,0
"DLW","IV",6,2009,0,0
"DLW","IV",6,2010,0,0
"DLW","IV",6,2011,0,0
"DLW","IV",6,2012,0,0
"DLW","IV",6,2013,0,0
"DLW","IV",6,2014,0,0
"DLW","IV",6,2015,1,0
"DLW","IV",6,2016,0,0
"DLW","IV",6,2017,0,0
"DLW","IV",6,2018,0,0
"DLW","IV",6,2019,0,0
"DLW","IV",6,2020,0,0
"DLW","IV",6,2021,0,0
"DLW","V",1,2006,0,0
"DLW","V",1,2007,0,0
"DLW","V",1,2008,0,0
"DLW","V",1,2009,0,0
"DLW","V",1,2010,0,0
"DLW","V",1,2011,1,0
"DLW","V",1,2012,0,0
"DLW","V",1,2013,1,0
"DLW","V",1,2014,0,0
"DLW","V",1,2015,0,0
"DLW","V",1,2016,0,0
"DLW","V",1,2017,1,0
"DLW","V",1,2018,0,0
"DLW","V",1,2019,1,0
"DLW","V",1,2020,8,2
"DLW","V",1,2021,0,0
"DLW","V",2,2006,0,0
"DLW","V",2,2007,0,0
"DLW","V",2,2008,0,0
"DLW","V",2,2009,0,0
"DLW","V",2,2010,1,0
"DLW","V",2,2011,12,2
"DLW","V",2,2012,3,0
"DLW","V",2,2013,6,0
"DLW","V",2,2014,0,0
"DLW","V",2,2015,1,0
"DLW","V",2,2016,0,0
"DLW","V",2,2017,1,0
"DLW","V",2,2018,0,0
"DLW","V",2,2019,9,3
"DLW","V",2,2020,7,1
"DLW","V",2,2021,0,0
"DLW","V",3,2006,2,0
"DLW","V",3,2007,0,1
"DLW","V",3,2008,0,0
"DLW","V",3,2009,1,1
"DLW","V",3,2010,17,7
"DLW","V",3,2011,9,0
"DLW","V",3,2012,2,0
"DLW","V",3,2013,16,1
"DLW","V",3,2014,0,0
"DLW","V",3,2015,1,0
"DLW","V",3,2016,0,0
"DLW","V",3,2017,10,2
"DLW","V",3,2018,0,0
"DLW","V",3,2019,15,5
"DLW","V",3,2020,12,2
"DLW","V",3,2021,0,0
"DLW","V",4,2006,4,0
"DLW","V",4,2007,3,0
"DLW","V",4,2008,0,0
"DLW","V",4,2009,0,0
"DLW","V",4,2010,1,2
"DLW","V",4,2011,12,6
"DLW","V",4,2012,4,1
"DLW","V",4,2013,17,0
"DLW","V",4,2014,0,0
"DLW","V",4,2015,2,0
"DLW","V",4,2016,0,2
"DLW","V",4,2017,7,1
"DLW","V",4,2018,0,0
"DLW","V",4,2019,22,5
"DLW","V",4,2020,39,3
"DLW","V",4,2021,0,0
"DLW","V",5,2006,NA,0
"DLW","V",5,2007,4,0
"DLW","V",5,2008,1,0
"DLW","V",5,2009,3,0
"DLW","V",5,2010,2,2
"DLW","V",5,2011,4,0
"DLW","V",5,2012,3,1
"DLW","V",5,2013,3,0
"DLW","V",5,2014,0,0
"DLW","V",5,2015,0,0
"DLW","V",5,2016,0,0
"DLW","V",5,2017,0,0
"DLW","V",5,2018,0,0
"DLW","V",5,2019,4,0
"DLW","V",5,2020,1,0
"DLW","V",5,2021,0,0
"DLW","V",6,2006,NA,1
"DLW","V",6,2007,1,0
"DLW","V",6,2008,0,0
"DLW","V",6,2009,0,0
"DLW","V",6,2010,0,0
"DLW","V",6,2011,0,0
"DLW","V",6,2012,2,0
"DLW","V",6,2013,0,0
"DLW","V",6,2014,0,0
"DLW","V",6,2015,2,0
"DLW","V",6,2016,1,0
"DLW","V",6,2017,0,0
"DLW","V",6,2018,0,0
"DLW","V",6,2019,23,0
"DLW","V",6,2020,8,0
"DLW","V",6,2021,0,0
"EC","I",1,2006,17,8
"EC","I",1,2007,13,3
"EC","I",1,2008,9,2
"EC","I",1,2009,31,8
"EC","I",1,2010,34,8
"EC","I",1,2011,20,10
"EC","I",1,2012,16,0
"EC","I",1,2013,5,0
"EC","I",1,2014,0,0
"EC","I",1,2015,0,0
"EC","I",1,2016,1,0
"EC","I",1,2017,0,0
"EC","I",1,2018,0,0
"EC","I",1,2019,0,0
"EC","I",1,2020,1,0
"EC","I",1,2021,0,0
"EC","I",2,2006,28,6
"EC","I",2,2007,18,4
"EC","I",2,2008,0,6
"EC","I",2,2009,102,18
"EC","I",2,2010,36,10
"EC","I",2,2011,128,35
"EC","I",2,2012,7,0
"EC","I",2,2013,10,2
"EC","I",2,2014,0,0
"EC","I",2,2015,0,0
"EC","I",2,2016,4,0
"EC","I",2,2017,0,0
"EC","I",2,2018,0,0
"EC","I",2,2019,1,0
"EC","I",2,2020,3,2
"EC","I",2,2021,0,0
"EC","I",3,2006,65,14
"EC","I",3,2007,17,12
"EC","I",3,2008,3,2
"EC","I",3,2009,12,3
"EC","I",3,2010,9,7
"EC","I",3,2011,16,6
"EC","I",3,2012,17,0
"EC","I",3,2013,0,1
"EC","I",3,2014,0,0
"EC","I",3,2015,2,0
"EC","I",3,2016,1,0
"EC","I",3,2017,1,0
"EC","I",3,2018,2,0
"EC","I",3,2019,41,35
"EC","I",3,2020,179,103
"EC","I",3,2021,96,0
"EC","I",4,2006,40,5
"EC","I",4,2007,6,2
"EC","I",4,2008,5,2
"EC","I",4,2009,17,4
"EC","I",4,2010,2,5
"EC","I",4,2011,41,13
"EC","I",4,2012,3,0
"EC","I",4,2013,1,2
"EC","I",4,2014,0,0
"EC","I",4,2015,10,2
"EC","I",4,2016,1,0
"EC","I",4,2017,1,1
"EC","I",4,2018,2,0
"EC","I",4,2019,20,9
"EC","I",4,2020,135,48
"EC","I",4,2021,39,0
"EC","I",5,2006,43,4
"EC","I",5,2007,7,5
"EC","I",5,2008,3,6
"EC","I",5,2009,57,1
"EC","I",5,2010,12,0
"EC","I",5,2011,6,0
"EC","I",5,2012,6,0
"EC","I",5,2013,0,0
"EC","I",5,2014,0,0
"EC","I",5,2015,11,1
"EC","I",5,2016,1,2
"EC","I",5,2017,9,7
"EC","I",5,2018,0,0
"EC","I",5,2019,2,1
"EC","I",5,2020,77,13
"EC","I",5,2021,31,0
"EC","I",6,2006,NA,11
