"site","year","damaged","sdno"
"CP3",2008,0,3
"CP3",2008,0,14
"CP3",2008,0,14
"CP3",2008,0,19
"CP3",2008,0,20
"CP3",2008,0,21
"CP3",2008,0,22
"CP3",2008,0,22
"CP3",2008,0,23
"CP3",2008,0,26
"CP3",2008,0,28
"CP3",2008,0,31
"CP3",2008,0,33
"CP3",2008,0,33
"CP3",2008,0,33
"CP3",2008,0,33
"CP3",2008,0,35
"CP3",2008,0,37
"CP3",2008,0,37
"CP3",2008,0,37
"CP3",2008,0,39
"CP3",2008,0,40
"CP3",2008,0,42
"CP3",2008,0,43
"CP3",2008,0,45
"CP3",2008,0,46
"CP3",2008,0,47
"CP3",2008,0,47
"CP3",2008,0,47
"CP3",2008,0,48
"CP3",2008,0,49
"CP3",2008,0,49
"CP3",2008,0,49
"CP3",2008,0,55
"CP3",2008,0,60
"CP3",2008,0,64
"CP3",2008,0,79
"DEM",2008,0,6
"DEM",2008,0,12
"DEM",2008,0,13
"DEM",2008,0,14
"DEM",2008,0,15
"DEM",2008,0,15
"DEM",2008,0,16
"DEM",2008,0,19
"DEM",2008,0,21
"DEM",2008,0,24
"DEM",2008,0,25
"DEM",2008,0,25
"DEM",2008,0,28
"DEM",2008,0,33
"DEM",2008,0,34
"DEM",2008,0,35
"DEM",2008,0,37
"DEM",2008,0,38
"DEM",2008,0,39
"DEM",2008,0,41
"DEM",2008,0,41
"DEM",2008,0,41
"DEM",2008,0,43
"DEM",2008,0,48
"DEM",2008,0,53
"DEM",2008,0,56
"DEM",2008,0,58
"DEM",2008,0,60
"DEM",2008,0,67
"DLW",2008,0,0
"DLW",2008,0,0
"DLW",2008,0,10
"DLW",2008,0,14
"DLW",2008,0,15
"DLW",2008,0,15
"DLW",2008,0,17
"DLW",2008,0,21
"DLW",2008,0,26
"DLW",2008,0,27
"DLW",2008,0,28
"DLW",2008,0,28
"DLW",2008,0,31
"DLW",2008,0,33
"DLW",2008,0,34
"DLW",2008,0,34
"DLW",2008,0,41
"DLW",2008,0,42
"DLW",2008,0,45
"DLW",2008,0,48
"DLW",2008,0,51
"DLW",2008,0,65
"EC",2008,0,16
"EC",2008,0,16
"EC",2008,0,17
"EC",2008,0,18
"EC",2008,0,19
"EC",2008,0,21
"EC",2008,0,21
"EC",2008,0,22
"EC",2008,0,22
"EC",2008,0,22
"EC",2008,0,26
"EC",2008,0,28
"EC",2008,0,30
"EC",2008,0,34
"EC",2008,0,35
"EC",2008,0,35
"EC",2008,0,39
"EC",2008,0,39
"EC",2008,0,41
"EC",2008,0,41
"EC",2008,0,42
"EC",2008,0,42
"EC",2008,0,42
"EC",2008,0,43
"EC",2008,0,44
"EC",2008,0,45
"EC",2008,0,50
"EC",2008,0,53
"EC",2008,0,55
"FR",2008,0,2
"FR",2008,0,11
"FR",2008,0,11
"FR",2008,0,12
"FR",2008,0,15
"FR",2008,0,18
"FR",2008,0,21
"FR",2008,0,24
"FR",2008,0,25
"FR",2008,0,28
"FR",2008,0,29
"FR",2008,0,32
"FR",2008,0,33
"FR",2008,0,33
"FR",2008,0,36
"FR",2008,0,37
"FR",2008,0,38
"FR",2008,0,42
"FR",2008,0,42
"FR",2008,0,42
"FR",2008,0,43
"FR",2008,0,43
"FR",2008,0,44
"FR",2008,0,45
"FR",2008,0,48
"FR",2008,0,49
"FR",2008,0,52
"FR",2008,0,54
"FR",2008,0,57
"FR",2008,0,61
"FR",2008,0,97
"GCN",2008,0,13
"GCN",2008,0,21
"GCN",2008,0,22
"GCN",2008,0,23
"GCN",2008,0,25
"GCN",2008,0,26
"GCN",2008,0,27
"GCN",2008,0,31
"GCN",2008,0,38
"GCN",2008,0,38
"GCN",2008,0,38
"GCN",2008,0,42
"GCN",2008,0,43
"GCN",2008,0,44
"GCN",2008,0,44
"GCN",2008,0,47
"GCN",2008,0,49
"GCN",2008,0,54
"GCN",2008,0,57
"GCN",2008,0,59
"GCN",2008,0,63
"GCN",2008,0,65
"GCN",2008,0,67
"GCN",2008,0,69
"GCN",2008,0,74
"GCN",2008,0,74
"GCN",2008,0,74
"GCN",2008,0,78
"GCN",2008,0,79
"KYE",2008,0,8
"KYE",2008,0,9
"KYE",2008,0,15
"KYE",2008,0,15
"KYE",2008,0,20
"KYE",2008,0,21
"KYE",2008,0,21
"KYE",2008,0,23
"KYE",2008,0,23
"KYE",2008,0,24
"KYE",2008,0,24
"KYE",2008,0,24
"KYE",2008,0,25
"KYE",2008,0,25
"KYE",2008,0,26
"KYE",2008,0,28
"KYE",2008,0,31
"KYE",2008,0,33
"KYE",2008,0,33
"KYE",2008,0,35
"KYE",2008,0,35
"KYE",2008,0,37
"KYE",2008,0,37
"KYE",2008,0,38
"KYE",2008,0,38
"KYE",2008,0,39
"KYE",2008,0,44
"KYE",2008,0,49
"KYE",2008,0,50
"KYE",2008,0,51
"LCE",2008,0,6
"LCE",2008,0,11
"LCE",2008,0,17
"LCE",2008,0,17
"LCE",2008,0,22
"LCE",2008,0,23
"LCE",2008,0,23
"LCE",2008,0,25
"LCE",2008,0,29
"LCE",2008,0,29
"LCE",2008,0,30
"LCE",2008,0,31
"LCE",2008,0,32
"LCE",2008,0,32
"LCE",2008,0,35
"LCE",2008,0,35
"LCE",2008,0,35
"LCE",2008,0,36
"LCE",2008,0,36
"LCE",2008,0,36
"LCE",2008,0,36
"LCE",2008,0,38
"LCE",2008,0,39
"LCE",2008,0,41
"LCE",2008,0,42
"LCE",2008,0,43
"LCE",2008,0,43
"LCE",2008,0,43
"LCE",2008,0,44
"LCE",2008,0,47
"LCW",2008,0,0
"LCW",2008,0,0
"LCW",2008,0,7
"LCW",2008,0,8
"LCW",2008,0,17
"LCW",2008,0,17
"LCW",2008,0,19
"LCW",2008,0,19
"LCW",2008,0,22
"LCW",2008,0,22
"LCW",2008,0,23
"LCW",2008,0,25
"LCW",2008,0,27
"LCW",2008,0,30
"LCW",2008,0,31
"LCW",2008,0,32
"LCW",2008,0,35
"LCW",2008,0,36
"LCW",2008,0,36
"LCW",2008,0,36
"LCW",2008,0,38
"LCW",2008,0,39
"LCW",2008,0,39
"LCW",2008,0,39
"LCW",2008,0,41
"LCW",2008,0,46
"LCW",2008,0,57
"LCW",2008,0,81
"LO",2008,0,9
"LO",2008,0,12
"LO",2008,0,12
"LO",2008,0,15
"LO",2008,0,16
"LO",2008,0,22
"LO",2008,0,22
"LO",2008,0,23
"LO",2008,0,23
"LO",2008,0,23
"LO",2008,0,24
"LO",2008,0,25
"LO",2008,0,26
"LO",2008,0,27
"LO",2008,0,27
"LO",2008,0,27
"LO",2008,0,28
"LO",2008,0,29
"LO",2008,0,30
"LO",2008,0,32
"LO",2008,0,32
"LO",2008,0,32
"LO",2008,0,33
"LO",2008,0,37
"LO",2008,0,40
"LO",2008,0,42
"LO",2008,0,42
"LO",2008,0,44
"LO",2008,0,45
"LO",2008,0,53
"MC",2008,0,1
"MC",2008,0,14
"MC",2008,0,16
"MC",2008,0,19
"MC",2008,0,23
"MC",2008,0,25
"MC",2008,0,30
"MC",2008,0,31
"MC",2008,0,31
"MC",2008,0,32
"MC",2008,0,33
"MC",2008,0,33
"MC",2008,0,34
"MC",2008,0,34
"MC",2008,0,34
"MC",2008,0,35
"MC",2008,0,35
"MC",2008,0,36
"MC",2008,0,36
"MC",2008,0,37
"MC",2008,0,40
"MC",2008,0,40
"MC",2008,0,42
"MC",2008,0,42
"MC",2008,0,46
"MC",2008,0,46
"MC",2008,0,46
"MC",2008,0,53
"MC",2008,0,61
"OKRE",2008,0,14
"OKRE",2008,0,16
"OKRE",2008,0,16
"OKRE",2008,0,16
"OKRE",2008,0,18
"OKRE",2008,0,18
"OKRE",2008,0,19
"OKRE",2008,0,19
"OKRE",2008,0,20
"OKRE",2008,0,20
"OKRE",2008,0,21
"OKRE",2008,0,22
"OKRE",2008,0,22
"OKRE",2008,0,26
"OKRE",2008,0,27
"OKRE",2008,0,29
"OKRE",2008,0,29
"OKRE",2008,0,30
"OKRE",2008,0,34
"OKRE",2008,0,36
"OKRE",2008,0,37
"OKRE",2008,0,37
"OKRE",2008,0,40
"OKRE",2008,0,43
"OKRE",2008,0,45
"OKRE",2008,0,45
"OKRW",2008,0,0
"OKRW",2008,0,0
"OKRW",2008,0,3
"OKRW",2008,0,7
"OKRW",2008,0,21
"OKRW",2008,0,24
"OKRW",2008,0,29
"OKRW",2008,0,31
"OKRW",2008,0,32
"OKRW",2008,0,36
"OKRW",2008,0,36
"OKRW",2008,0,40
"OKRW",2008,0,40
"OKRW",2008,0,40
"OKRW",2008,0,41
"OKRW",2008,0,43
"OKRW",2008,0,43
"OKRW",2008,0,44
"OKRW",2008,0,46
"OKRW",2008,0,46
"OKRW",2008,0,46
"OKRW",2008,0,47
"OKRW",2008,0,47
"OKRW",2008,0,48
"OKRW",2008,0,48
"OKRW",2008,0,51
"OKRW",2008,0,52
"OKRW",2008,0,54
"OKRW",2008,0,57
"OKRW",2008,0,62
"OKRW",2008,0,63
"OKRW",2008,0,65
"OKRW",2008,0,65
"OSR",2008,0,12
"OSR",2008,0,14
"OSR",2008,0,15
"OSR",2008,0,16
"OSR",2008,0,16
"OSR",2008,0,18
"OSR",2008,0,18
"OSR",2008,0,18
"OSR",2008,0,19
"OSR",2008,0,19
"OSR",2008,0,22
"OSR",2008,0,23
"OSR",2008,0,24
"OSR",2008,0,27
"OSR",2008,0,27
"OSR",2008,0,28
"OSR",2008,0,28
"OSR",2008,0,29
"OSR",2008,0,31
"OSR",2008,0,32
"OSR",2008,0,33
"OSR",2008,0,33
"OSR",2008,0,38
"OSR",2008,0,38
"OSR",2008,0,38
"OSR",2008,0,39
"OSR",2008,0,45
"OSR",2008,0,46
"OSR",2008,0,50
"OSR",2008,0,52
"OSR",2008,0,61
"OSR",2008,0,62
"S22",2008,0,0
"S22",2008,0,6
"S22",2008,0,13
"S22",2008,0,16
"S22",2008,0,16
"S22",2008,0,16
"S22",2008,0,16
"S22",2008,0,22
"S22",2008,0,25
"S22",2008,0,26
"S22",2008,0,26
"S22",2008,0,27
"S22",2008,0,27
"S22",2008,0,30
"S22",2008,0,30
"S22",2008,0,31
"S22",2008,0,31
"S22",2008,0,32
"S22",2008,0,32
"S22",2008,0,33
"S22",2008,0,33
"S22",2008,0,34
"S22",2008,0,34
"S22",2008,0,38
"S22",2008,0,39
"S22",2008,0,40
"S22",2008,0,43
"S22",2008,0,46
"S22",2008,0,48
"S22",2008,0,50
"S22",2008,0,54
"S22",2008,0,54
"S22",2008,0,62
"SM",2008,0,12
"SM",2008,0,14
"SM",2008,0,15
"SM",2008,0,17
"SM",2008,0,19
"SM",2008,0,20
"SM",2008,0,20
"SM",2008,0,21
"SM",2008,0,22
"SM",2008,0,22
"SM",2008,0,22
"SM",2008,0,22
"SM",2008,0,26
"SM",2008,0,26
"SM",2008,0,29
"SM",2008,0,29
"SM",2008,0,29
"SM",2008,0,30
"SM",2008,0,33
"SM",2008,0,34
"SM",2008,0,34
"SM",2008,0,35
"SM",2008,0,36
"SM",2008,0,36
"SM",2008,0,38
"SM",2008,0,39
"SM",2008,0,40
"SM",2008,0,42
"SM",2008,0,45
"SM",2008,0,47
"SM",2008,0,47
"URS",2008,0,0
"URS",2008,0,0
"URS",2008,0,9
"URS",2008,0,13
"URS",2008,0,14
"URS",2008,0,25
"URS",2008,0,26
"URS",2008,0,28
"URS",2008,0,34
"URS",2008,0,34
"URS",2008,0,37
"URS",2008,0,40
"URS",2008,0,40
"URS",2008,0,42
"URS",2008,0,42
"URS",2008,0,43
"URS",2008,0,44
"URS",2008,0,44
"URS",2008,0,46
"URS",2008,0,47
"URS",2008,0,49
"URS",2008,0,51
"URS",2008,0,54
"URS",2008,0,54
"URS",2008,0,59
"BG",2009,0,5
"BG",2009,0,8
"BG",2009,0,9
"BG",2009,0,13
"BG",2009,0,13
"BG",2009,0,13
"BG",2009,0,14
"BG",2009,0,16
"BG",2009,0,16
"BG",2009,0,19
"BG",2009,0,21
"BG",2009,0,22
"BG",2009,0,22
"BG",2009,0,23
"BG",2009,0,23
"BG",2009,0,24
"BG",2009,0,24
"BG",2009,0,26
"BG",2009,0,27
"BG",2009,0,27
"BG",2009,0,28
"BG",2009,0,28
"BG",2009,0,31
"BG",2009,0,32
"BG",2009,0,33
"BG",2009,0,35
"BG",2009,0,35
"BG",2009,0,37
"BG",2009,0,40
"BG",2009,0,41
"BR",2009,0,0
"BR",2009,0,2
"BR",2009,0,3
"BR",2009,0,8
"BR",2009,0,9
"BR",2009,0,11
"BR",2009,0,11
"BR",2009,0,12
"BR",2009,0,15
"BR",2009,0,15
"BR",2009,0,17
"BR",2009,0,19
"BR",2009,0,19
"BR",2009,0,20
"BR",2009,0,20
"BR",2009,0,20
"BR",2009,0,20
"BR",2009,0,21
"BR",2009,0,21
"BR",2009,0,21
"BR",2009,0,25
"BR",2009,0,26
"BR",2009,0,26
"BR",2009,0,28
"BR",2009,0,29
"BR",2009,0,30
"BR",2009,0,32
"BR",2009,0,39
"BR",2009,0,43
"BR",2009,0,48
"CF",2009,0,5
"CF",2009,0,8
"CF",2009,0,9
"CF",2009,0,15
"CF",2009,0,15
"CF",2009,0,15
"CF",2009,0,16
"CF",2009,0,16
"CF",2009,0,17
"CF",2009,0,18
"CF",2009,0,18
"CF",2009,0,22
"CF",2009,0,22
"CF",2009,0,22
"CF",2009,0,23
"CF",2009,0,25
"CF",2009,0,25
"CF",2009,0,26
"CF",2009,0,30
"CF",2009,0,34
"CF",2009,0,34
"CF",2009,0,34
"CF",2009,0,35
"CF",2009,0,35
"CF",2009,0,35
"CF",2009,0,36
"CF",2009,0,37
"CF",2009,0,38
"CF",2009,0,42
"CP3",2009,0,26
"CP3",2009,0,28
"CP3",2009,0,28
"CP3",2009,0,30
"CP3",2009,0,30
"CP3",2009,0,31
"CP3",2009,0,37
"CP3",2009,0,37
"CP3",2009,0,38
"CP3",2009,0,38
"CP3",2009,0,41
"CP3",2009,0,42
"CP3",2009,0,43
"CP3",2009,0,43
"CP3",2009,0,44
"CP3",2009,0,45
"CP3",2009,0,48
"CP3",2009,0,48
"CP3",2009,0,51
"CP3",2009,0,51
"CP3",2009,0,52
"CP3",2009,0,52
"CP3",2009,0,53
"CP3",2009,0,54
"CP3",2009,0,55
"CP3",2009,0,55
"CP3",2009,0,59
"CP3",2009,0,62
"CP3",2009,0,63
"CP3",2009,0,67
"DEM",2009,0,11
"DEM",2009,0,16
"DEM",2009,0,17
"DEM",2009,0,18
"DEM",2009,0,20
"DEM",2009,0,20
"DEM",2009,0,23
"DEM",2009,0,24
"DEM",2009,0,24
"DEM",2009,0,25
"DEM",2009,0,25
"DEM",2009,0,25
"DEM",2009,0,26
"DEM",2009,0,27
"DEM",2009,0,27
"DEM",2009,0,28
"DEM",2009,0,28
"DEM",2009,0,30
"DEM",2009,0,33
"DEM",2009,0,34
"DEM",2009,0,34
"DEM",2009,0,37
"DEM",2009,0,39
"DEM",2009,0,40
"DEM",2009,0,40
"DEM",2009,0,41
"DEM",2009,0,42
"DEM",2009,0,44
"DEM",2009,0,50
"DEM",2009,0,58
"DLW",2009,0,0
"DLW",2009,0,8
"DLW",2009,0,13
"DLW",2009,0,17
"DLW",2009,0,20
"DLW",2009,0,21
"DLW",2009,0,26
"DLW",2009,0,36
"DLW",2009,0,38
"DLW",2009,0,40
"DLW",2009,0,42
"DLW",2009,0,45
"DLW",2009,0,45
"DLW",2009,0,48
"DLW",2009,0,49
"DLW",2009,0,54
"DLW",2009,0,54
"DLW",2009,0,57
"DLW",2009,0,58
"DLW",2009,0,58
"DLW",2009,0,59
"DLW",2009,0,60
"DLW",2009,0,61
"DLW",2009,0,65
"DLW",2009,0,65
"DLW",2009,0,65
"DLW",2009,0,65
"DLW",2009,0,71
"DLW",2009,0,76
"DLW",2009,0,99
"EC",2009,0,16
"EC",2009,0,21
"EC",2009,0,21
"EC",2009,0,23
"EC",2009,0,27
"EC",2009,0,27
"EC",2009,0,30
"EC",2009,0,34
"EC",2009,0,34
"EC",2009,0,35
"EC",2009,0,36
"EC",2009,0,37
"EC",2009,0,37
"EC",2009,0,39
"EC",2009,0,40
"EC",2009,0,40
"EC",2009,0,40
"EC",2009,0,42
"EC",2009,0,44
"EC",2009,0,45
"EC",2009,0,45
"EC",2009,0,47
"EC",2009,0,47
"EC",2009,0,55
"EC",2009,0,60
"EC",2009,0,63
"EC",2009,0,67
"EC",2009,0,72
"EC",2009,0,73
"EC",2009,0,82
"FR",2009,0,13
"FR",2009,0,16
"FR",2009,0,22
"FR",2009,0,23
"FR",2009,0,28
"FR",2009,0,38
"FR",2009,0,43
"FR",2009,0,44
"FR",2009,0,44
"FR",2009,0,45
"FR",2009,0,48
"FR",2009,0,48
"FR",2009,0,49
"FR",2009,0,50
"FR",2009,0,51
"FR",2009,0,52
"FR",2009,0,52
"FR",2009,0,53
"FR",2009,0,54
"FR",2009,0,55
"FR",2009,0,59
"FR",2009,0,59
"FR",2009,0,60
"FR",2009,0,61
"FR",2009,0,62
"FR",2009,0,66
"FR",2009,0,67
"FR",2009,0,71
"FR",2009,0,76
"FR",2009,0,80
"GCN",2009,0,0
"GCN",2009,0,0
"GCN",2009,0,0
"GCN",2009,0,2
"GCN",2009,0,4
"GCN",2009,0,8
"GCN",2009,0,16
"GCN",2009,0,17
"GCN",2009,0,19
"GCN",2009,0,20
"GCN",2009,0,21
"GCN",2009,0,27
"GCN",2009,0,31
"GCN",2009,0,33
"GCN",2009,0,36
"GCN",2009,0,37
"GCN",2009,0,40
"GCN",2009,0,40
"GCN",2009,0,41
"GCN",2009,0,41
"GCN",2009,0,42
"GCN",2009,0,44
"GCN",2009,0,47
"GCN",2009,0,47
"GCN",2009,0,53
"GCN",2009,0,56
"GCN",2009,0,62
"GCN",2009,0,62
"GCN",2009,0,65
"GCN",2009,0,77
"KYE",2009,0,15
"KYE",2009,0,16
"KYE",2009,0,18
"KYE",2009,0,18
"KYE",2009,0,18
"KYE",2009,0,18
"KYE",2009,0,20
"KYE",2009,0,21
"KYE",2009,0,22
"KYE",2009,0,23
"KYE",2009,0,23
"KYE",2009,0,25
"KYE",2009,0,27
"KYE",2009,0,28
"KYE",2009,0,28
"KYE",2009,0,29
"KYE",2009,0,30
"KYE",2009,0,32
"KYE",2009,0,32
"KYE",2009,0,34
"KYE",2009,0,35
"KYE",2009,0,35
"KYE",2009,0,36
"KYE",2009,0,37
"KYE",2009,0,37
"KYE",2009,0,37
"KYE",2009,0,41
"KYE",2009,0,42
"KYE",2009,0,57
"KYE",2009,0,60
"LCE",2009,0,0
"LCE",2009,0,4
"LCE",2009,0,14
"LCE",2009,0,17
"LCE",2009,0,17
"LCE",2009,0,19
"LCE",2009,0,20
"LCE",2009,0,21
"LCE",2009,0,22
"LCE",2009,0,22
"LCE",2009,0,22
"LCE",2009,0,23
"LCE",2009,0,24
"LCE",2009,0,25
"LCE",2009,0,28
"LCE",2009,0,28
"LCE",2009,0,29
"LCE",2009,0,29
"LCE",2009,0,29
"LCE",2009,0,29
"LCE",2009,0,29
"LCE",2009,0,29
"LCE",2009,0,30
"LCE",2009,0,32
"LCE",2009,0,38
"LCE",2009,0,38
"LCE",2009,0,38
"LCE",2009,0,44
"LCE",2009,0,57
"LCE",2009,0,57
"LCW",2009,0,0
"LCW",2009,0,0
"LCW",2009,0,3
"LCW",2009,0,16
"LCW",2009,0,22
"LCW",2009,0,23
"LCW",2009,0,25
"LCW",2009,0,26
"LCW",2009,0,27
"LCW",2009,0,28
"LCW",2009,0,29
"LCW",2009,0,30
"LCW",2009,0,32
"LCW",2009,0,33
"LCW",2009,0,35
"LCW",2009,0,38
"LCW",2009,0,39
"LCW",2009,0,40
"LCW",2009,0,40
"LCW",2009,0,43
"LCW",2009,0,44
"LCW",2009,0,47
"LCW",2009,0,50
"LCW",2009,0,50
"LCW",2009,0,51
"LCW",2009,0,55
"LCW",2009,0,55
"LCW",2009,0,58
"LCW",2009,0,62
"LCW",2009,0,67
"LO",2009,0,5
"LO",2009,0,8
"LO",2009,0,13
"LO",2009,0,13
"LO",2009,0,14
"LO",2009,0,16
"LO",2009,0,16
"LO",2009,0,16
"LO",2009,0,16
"LO",2009,0,17
"LO",2009,0,18
"LO",2009,0,19
"LO",2009,0,20
"LO",2009,0,23
"LO",2009,0,24
"LO",2009,0,25
"LO",2009,0,25
"LO",2009,0,25
"LO",2009,0,26
"LO",2009,0,26
"LO",2009,0,27
"LO",2009,0,27
"LO",2009,0,27
"LO",2009,0,27
"LO",2009,0,28
"LO",2009,0,33
"LO",2009,0,35
"LO",2009,0,37
"LO",2009,0,40
"LO",2009,0,40
"MC",2009,0,22
"MC",2009,0,24
"MC",2009,0,26
"MC",2009,0,30
"MC",2009,0,30
"MC",2009,0,30
"MC",2009,0,32
"MC",2009,0,35
"MC",2009,0,35
"MC",2009,0,35
"MC",2009,0,37
"MC",2009,0,37
"MC",2009,0,37
"MC",2009,0,38
"MC",2009,0,39
"MC",2009,0,42
"MC",2009,0,46
"MC",2009,0,46
"MC",2009,0,48
"MC",2009,0,50
"MC",2009,0,52
"MC",2009,0,53
"MC",2009,0,54
"MC",2009,0,56
"MC",2009,0,61
"MC",2009,0,61
"MC",2009,0,61
"MC",2009,0,62
"MC",2009,0,63
"MC",2009,0,70
"OKRE",2009,0,13
"OKRE",2009,0,14
"OKRE",2009,0,19
"OKRE",2009,0,21
"OKRE",2009,0,22
"OKRE",2009,0,22
"OKRE",2009,0,22
"OKRE",2009,0,24
"OKRE",2009,0,24
"OKRE",2009,0,30
"OKRE",2009,0,31
"OKRE",2009,0,31
"OKRE",2009,0,32
"OKRE",2009,0,33
"OKRE",2009,0,34
"OKRE",2009,0,35
"OKRE",2009,0,35
"OKRE",2009,0,36
"OKRE",2009,0,36
"OKRE",2009,0,37
"OKRE",2009,0,39
"OKRE",2009,0,39
"OKRE",2009,0,41
"OKRE",2009,0,42
"OKRE",2009,0,43
"OKRE",2009,0,46
"OKRE",2009,0,48
"OKRE",2009,0,51
"OKRE",2009,0,53
"OKRE",2009,0,56
"OKRW",2009,0,15
"OKRW",2009,0,23
"OKRW",2009,0,28
"OKRW",2009,0,29
"OKRW",2009,0,30
"OKRW",2009,0,31
"OKRW",2009,0,32
"OKRW",2009,0,33
"OKRW",2009,0,33
"OKRW",2009,0,35
"OKRW",2009,0,36
"OKRW",2009,0,40
"OKRW",2009,0,41
"OKRW",2009,0,43
"OKRW",2009,0,44
"OKRW",2009,0,46
"OKRW",2009,0,51
"OKRW",2009,0,52
"OKRW",2009,0,53
"OKRW",2009,0,54
"OKRW",2009,0,55
"OKRW",2009,0,58
"OKRW",2009,0,60
"OKRW",2009,0,60
"OKRW",2009,0,61
"OKRW",2009,0,61
"OKRW",2009,0,63
"OKRW",2009,0,64
"OKRW",2009,0,69
"OKRW",2009,0,80
"OSR",2009,0,6
"OSR",2009,0,14
"OSR",2009,0,16
"OSR",2009,0,25
"OSR",2009,0,25
"OSR",2009,0,26
"OSR",2009,0,28
"OSR",2009,0,33
"OSR",2009,0,33
"OSR",2009,0,35
"OSR",2009,0,36
"OSR",2009,0,36
"OSR",2009,0,37
"OSR",2009,0,39
"OSR",2009,0,40
"OSR",2009,0,42
"OSR",2009,0,43
"OSR",2009,0,49
"OSR",2009,0,49
"OSR",2009,0,51
"OSR",2009,0,51
"OSR",2009,0,51
"OSR",2009,0,51
"OSR",2009,0,52
"OSR",2009,0,54
"OSR",2009,0,55
"OSR",2009,0,55
"OSR",2009,0,57
"OSR",2009,0,69
"OSR",2009,0,72
"S22",2009,0,21
"S22",2009,0,23
"S22",2009,0,26
"S22",2009,0,26
"S22",2009,0,29
"S22",2009,0,29
"S22",2009,0,36
"S22",2009,0,37
"S22",2009,0,38
"S22",2009,0,39
"S22",2009,0,40
"S22",2009,0,40
"S22",2009,0,41
"S22",2009,0,42
"S22",2009,0,43
"S22",2009,0,44
"S22",2009,0,45
"S22",2009,0,45
"S22",2009,0,45
"S22",2009,0,51
"S22",2009,0,52
"S22",2009,0,53
"S22",2009,0,53
"S22",2009,0,54
"S22",2009,0,56
"S22",2009,0,57
"S22",2009,0,57
"S22",2009,0,59
"S22",2009,0,66
"S22",2009,0,74
"SM",2009,0,18
"SM",2009,0,18
"SM",2009,0,18
"SM",2009,0,20
"SM",2009,0,20
"SM",2009,0,20
"SM",2009,0,22
"SM",2009,0,24
"SM",2009,0,25
"SM",2009,0,26
"SM",2009,0,27
"SM",2009,0,28
"SM",2009,0,28
"SM",2009,0,29
"SM",2009,0,31
"SM",2009,0,31
"SM",2009,0,32
"SM",2009,0,32
"SM",2009,0,33
"SM",2009,0,33
"SM",2009,0,36
"SM",2009,0,37
"SM",2009,0,37
"SM",2009,0,41
"SM",2009,0,41
"SM",2009,0,41
"SM",2009,0,45
"SM",2009,0,46
"SM",2009,0,49
"URS",2009,0,0
"URS",2009,0,5
"URS",2009,0,6
"URS",2009,0,11
"URS",2009,0,13
"URS",2009,0,18
"URS",2009,0,18
"URS",2009,0,20
"URS",2009,0,20
"URS",2009,0,22
"URS",2009,0,25
"URS",2009,0,25
"URS",2009,0,26
"URS",2009,0,30
"URS",2009,0,31
"URS",2009,0,36
"URS",2009,0,38
"URS",2009,0,39
"URS",2009,0,41
"URS",2009,0,42
"URS",2009,0,44
"URS",2009,0,45
"URS",2009,0,47
"URS",2009,0,50
"URS",2009,0,51
"URS",2009,0,57
"URS",2009,0,61
"URS",2009,0,68
"URS",2009,0,72
"URS",2009,0,76
"BG",2010,0,17
"BG",2010,0,21
"BG",2010,0,21
"BG",2010,0,21
"BG",2010,0,22
"BG",2010,0,23
"BG",2010,0,23
"BG",2010,0,25
"BG",2010,0,25
"BG",2010,0,25
"BG",2010,0,26
"BG",2010,0,26
"BG",2010,0,27
"BG",2010,0,28
"BG",2010,0,30
"BG",2010,0,31
"BG",2010,0,33
"BG",2010,0,34
"BG",2010,0,35
"BG",2010,0,35
"BG",2010,0,36
"BG",2010,0,36
"BG",2010,0,36
"BG",2010,0,38
"BG",2010,0,38
"BG",2010,0,40
"BG",2010,0,40
"BG",2010,0,42
"BG",2010,0,42
"BG",2010,0,50
"BR",2010,0,13
"BR",2010,0,13
"BR",2010,0,14
"BR",2010,0,17
"BR",2010,0,19
"BR",2010,0,21
"BR",2010,0,21
"BR",2010,0,23
"BR",2010,0,23
"BR",2010,0,24
"BR",2010,0,24
"BR",2010,0,29
"BR",2010,0,30
"BR",2010,0,30
"BR",2010,0,31
"BR",2010,0,31
"BR",2010,0,32
"BR",2010,0,34
"BR",2010,0,35
"BR",2010,0,35
"BR",2010,0,35
"BR",2010,0,38
"BR",2010,0,39
"BR",2010,0,41
"BR",2010,0,44
"BR",2010,0,46
"BR",2010,0,50
"BR",2010,0,52
"BR",2010,0,54
"CF",2010,0,6
"CF",2010,0,9
"CF",2010,0,12
"CF",2010,0,15
"CF",2010,0,18
"CF",2010,0,19
"CF",2010,0,20
"CF",2010,0,21
"CF",2010,0,22
"CF",2010,0,22
"CF",2010,0,22
"CF",2010,0,22
"CF",2010,0,23
"CF",2010,0,23
"CF",2010,0,23
"CF",2010,0,25
"CF",2010,0,26
"CF",2010,0,27
"CF",2010,0,27
"CF",2010,0,31
"CF",2010,0,32
"CF",2010,0,34
"CF",2010,0,34
"CF",2010,0,36
"CF",2010,0,37
"CF",2010,0,38
"CF",2010,0,39
"CF",2010,0,40
"CF",2010,0,41
"CF",2010,0,41
"CF",2010,0,45
"CF",2010,0,47
"CF",2010,0,49
"CF",2010,0,69
"CP3",2010,0,22
"CP3",2010,0,24
"CP3",2010,0,25
"CP3",2010,0,27
"CP3",2010,0,27
"CP3",2010,0,28
"CP3",2010,0,31
"CP3",2010,0,32
"CP3",2010,0,33
"CP3",2010,0,33
